round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
2,Team 05,Community / Club,3,1,0,0,0,207,242.4,35.4,72.9,0.3007,162,122.67,225,75,303,24.75,35.31,0.0232,72,242.4,91,150,12,0,0,0.3577,11162.88,6497.04,3564.22,0.0,98.16,120.0,0.0,750.0,0.0,0.0,0.0,0.0,30960.87,0.0,False,11029.42,133.46,11.03,37.84,1.67,20.05,19,75,0,75,184,12,,Portfolio forecast WAPE was 30.07% against realized demand. Lost 150 sales units across the portfolio. Carried 12 backlog units into next round.
2,Team 06,Premium Quality,2,1,0,0,0,278,182.29,-95.71,95.71,0.525,90,166.2,236,24,330,7.27,44.84,0.0075,22,182.29,91,40,50,0,0,0.4992,15123.84,13765.88,1902.18,0.0,30.66,500.0,2232.0,4000.0,440.0,3000.0,10000.0,0.0,29408.52,20000.0,True,22870.72,-7746.88,-6.32,60.23,2.0,0.0,69,24,0,24,307,0,,"Portfolio forecast WAPE was 52.50% against realized demand. Lost 40 sales units across the portfolio. Carried 50 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 01,Premium Quality,2,1,0,0,0,180,192.51,12.51,41.73,0.2168,23,190.09,184,184,296,62.16,52.41,0.005,182,192.51,169,9,14,41,76,0.8779,32125.68,9643.44,12049.79,398.0,38.02,140.0,936.0,3000.0,0.0,8816.98,0.0,0.0,44344.1,0.0,False,26205.25,5920.43,61.51,77.41,2.0,7.51,28,76,184,184,184,0,,Portfolio forecast WAPE was 21.68% against realized demand. Lost 9 sales units across the portfolio. Carried 14 backlog units into next round.
3,Team 02,Sponsorship Growth,3,1,0,0,0,415,220.24,-194.76,194.76,0.8843,302,0.0,384,0,416,0.0,38.6,0.1241,0,220.24,0,219,83,0,0,0.0,0.0,18373.6,0.0,0.0,0.0,830.0,2088.0,1500.0,231.0,2971.37,3500.0,9309.13,0.0,19809.13,True,23022.6,-23022.6,0.0,0.0,2.0,8.68,0,0,0,0,476,83,,"Portfolio forecast WAPE was 88.43% against realized demand. Lost 219 sales units across the portfolio. Carried 83 backlog units into next round. Used $3,500.00 of planned borrowing. Auto-borrowed $9,309.13 to cover a cash shortfall. Liquidity stress flagged this round."
3,Team 03,Engineering Challenger,2,1,0,0,0,200,194.11,-5.89,5.89,0.0303,19,164.73,200,200,331,60.42,44.19,0.005,198,194.11,198,0,19,0,16,0.9078,32617.0,9545.04,12376.6,32.0,44.55,190.0,864.0,2500.0,66.0,1157.04,1000.0,0.0,40507.08,3000.0,False,25618.19,6998.81,53.79,60.64,2.0,6.35,0,0,216,200,216,24,,"Portfolio forecast WAPE was 3.03% against realized demand. Carried 19 backlog units into next round. Used $1,000.00 of planned borrowing."
3,Team 04,Low-Cost Volume,3,1,1,0,0,355,252.09,-102.91,135.67,0.5382,26,108.38,348,348,467,74.52,34.92,0.046,331,252.09,228,0,26,327,38,0.8903,24711.75,11558.52,15646.5,2037.99,473.98,260.0,936.0,9000.0,462.0,30598.11,7000.0,0.0,5500.42,21000.0,True,40374.99,-15663.24,-13.01,41.99,1.33,11.09,224,55,331,348,331,4,,"Portfolio forecast WAPE was 53.82% against realized demand. Carried 26 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 05,Community / Club,3,1,0,0,0,207,266.76,59.76,69.98,0.2623,98,127.71,225,184,303,60.73,36.05,0.0232,179,266.76,179,86,12,0,0,0.6421,22860.24,6633.2,8715.02,0.0,186.94,120.0,0.0,750.0,0.0,0.0,0.0,0.0,37415.95,0.0,False,16405.16,6455.08,40.92,28.39,1.67,22.06,0,0,184,184,184,12,,Portfolio forecast WAPE was 26.23% against realized demand. Lost 86 sales units across the portfolio. Carried 12 backlog units into next round.
3,Team 06,Premium Quality,2,1,0,0,0,278,191.29,-86.71,86.71,0.4533,27,168.77,236,236,361,65.37,45.77,0.0064,234,191.29,213,0,27,21,71,0.8828,35948.16,14051.39,16000.88,268.0,61.97,270.0,2232.0,4000.0,660.0,10134.65,10000.0,0.0,37812.44,30000.0,True,37544.24,-1596.08,27.39,61.72,2.0,7.55,0,0,307,236,307,50,,"Portfolio forecast WAPE was 45.33% against realized demand. Carried 27 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 01,Premium Quality,2,1,0,0,0,180,200.58,20.58,27.9,0.1391,37,188.42,184,184,309,59.55,53.47,0.005,182,200.58,177,23,14,46,76,0.8249,33350.4,9838.48,12265.94,428.0,39.83,140.0,936.0,3000.0,0.0,9589.82,0.0,0.0,51046.25,0.0,False,26648.25,6702.15,63.31,77.08,2.0,4.93,41,76,184,184,184,14,,Portfolio forecast WAPE was 13.91% against realized demand. Lost 23 sales units across the portfolio. Carried 14 backlog units into next round.
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,251.92,-163.08,163.08,0.6473,11,125.98,384,384,445,86.29,39.39,0.0395,368,251.92,322,0,11,46,92,0.9614,40564.48,18749.64,23193.3,460.0,567.82,110.0,2088.0,1500.0,512.8,12178.12,3500.0,3117.08,0.0,26426.21,True,47181.56,-6617.08,-6.04,0.0,2.0,7.17,0,0,476,384,476,83,,"Portfolio forecast WAPE was 64.73% against realized demand. Carried 11 backlog units into next round. Used $3,500.00 of planned borrowing. Auto-borrowed $3,117.08 to cover a cash shortfall. Liquidity stress flagged this round."
4,Team 03,Engineering Challenger,2,1,0,0,0,200,202.24,2.24,16.38,0.081,24,164.89,200,200,343,58.31,45.09,0.005,198,202.24,196,0,24,2,32,0.8859,32319.0,9739.44,12603.5,76.0,44.1,240.0,864.0,2500.0,88.0,2259.1,1000.0,0.0,47671.04,4000.0,False,26155.04,6163.96,50.67,63.14,2.0,4.35,0,16,216,200,216,19,,"Portfolio forecast WAPE was 8.10% against realized demand. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
4,Team 04,Low-Cost Volume,3,0,0,1,2,345,275.27,-69.73,155.13,0.5636,49,108.12,338,338,480,70.42,35.63,0.0495,320,275.27,224,15,34,199,31,0.8137,34590.57,11437.23,15510.0,1256.0,509.73,340.0,936.0,0,616.0,21526.53,7000.0,0.0,16486.03,28000.0,True,30604.96,3985.61,-14.46,35.58,1.67,18.65,327,38,331,338,321,0,"Launched Team 04 NextGen into slot C, replacing Flex Edge","Launched Team 04 NextGen into slot C, replacing Flex Edge Portfolio forecast WAPE was 56.36% against realized demand. Lost 15 sales units across the portfolio. Carried 34 backlog units into next round. Generated $10,372.32 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 05,Community / Club,3,1,0,0,0,201,258.12,57.12,64.38,0.2494,89,128.47,219,184,303,60.73,36.78,0.0236,179,258.12,179,77,12,0,0,0.6627,22996.92,6620.4,8883.76,0.0,189.61,120.0,0.0,750.0,0.0,0.0,0.0,0.0,43849.1,0.0,False,16563.77,6433.15,40.8,19.67,1.67,14.45,0,0,184,184,180,12,,Portfolio forecast WAPE was 24.94% against realized demand. Lost 77 sales units across the portfolio. Carried 12 backlog units into next round.
4,Team 06,Premium Quality,2,1,0,0,0,278,199.87,-78.13,78.13,0.3909,23,169.81,236,236,392,60.2,46.71,0.0055,234,199.87,202,0,23,53,142,0.8904,34300.8,14339.97,16298.12,602.0,49.1,230.0,2232.0,4000.0,880.0,18768.62,10000.0,0.0,43482.05,40000.0,True,38631.19,-4330.39,17.89,63.52,2.0,4.96,21,71,307,236,307,27,,"Portfolio forecast WAPE was 39.09% against realized demand. Carried 23 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
5,Team 01,Premium Quality,2,1,0,0,0,180,229.39,49.39,49.39,0.2153,53,187.06,184,184,322,57.14,54.54,0.005,182,229.39,190,39,14,38,76,0.7806,35540.64,10035.36,12481.22,380.0,42.75,140.0,936.0,3000.0,0.0,8795.2,0.0,0.0,59571.56,0.0,False,27015.33,8525.31,68.32,75.05,2.0,5.64,46,76,184,184,184,14,,Portfolio forecast WAPE was 21.53% against realized demand. Lost 39 sales units across the portfolio. Carried 14 backlog units into next round.
5,Team 02,Sponsorship Growth,3,1,0,0,0,403,271.0,-132.0,132.0,0.4871,4,129.04,373,373,474,78.69,40.17,0.0404,357,271.0,276,0,4,127,195,0.9787,35615.36,18598.71,23028.65,1152.0,492.46,40.0,2088.0,1500.0,658.38,26530.95,3500.0,8442.84,0.0,38369.05,True,47558.2,-11942.84,-23.57,0.0,2.0,7.43,46,92,476,373,463,11,,"Portfolio forecast WAPE was 48.71% against realized demand. Carried 4 backlog units into next round. Used $3,500.00 of planned borrowing. Auto-borrowed $8,442.84 to cover a cash shortfall. Liquidity stress flagged this round."
5,Team 03,Engineering Challenger,2,1,0,0,0,200,232.61,32.61,32.61,0.1402,56,164.57,200,200,355,56.34,45.99,0.005,198,232.61,200,32,24,0,48,0.7794,32915.0,9933.84,12830.4,96.0,45.0,240.0,864.0,2500.0,110.0,2957.52,1000.0,0.0,54966.8,5000.0,False,26619.24,6295.76,50.53,61.57,2.0,5.01,2,32,216,200,216,24,,"Portfolio forecast WAPE was 14.02% against realized demand. Lost 32 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
5,Team 04,Low-Cost Volume,2,1,0,0,0,230,225.94,-4.06,92.52,0.4095,84,109.29,225,225,493,45.64,36.34,0.0468,214,225.94,175,61,23,238,127,0.6732,19125.75,7776.76,10520.76,1682.0,369.1,230.0,936.0,0.0,770.0,29642.73,7000.0,0.0,20327.16,35000.0,True,22284.62,-3158.87,2.62,23.95,1.67,7.55,199,31,321,225,214,34,,"Portfolio forecast WAPE was 40.95% against realized demand. Lost 61 sales units across the portfolio. Carried 23 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
5,Team 05,Community / Club,3,1,0,0,0,194,269.54,75.54,75.54,0.2803,102,128.04,212,184,303,60.73,37.51,0.0248,179,269.54,179,90,12,0,0,0.6358,22919.4,6526.74,9046.53,0.0,199.92,120.0,0.0,750.0,0.0,0.0,0.0,0.0,50125.31,0.0,False,16643.19,6276.21,39.92,9.68,1.67,14.7,0,0,184,184,174,12,,Portfolio forecast WAPE was 28.03% against realized demand. Lost 90 sales units across the portfolio. Carried 12 backlog units into next round.
5,Team 06,Premium Quality,2,1,0,0,0,278,229.5,-48.5,48.5,0.2113,36,168.51,236,236,423,55.79,47.64,0.0055,234,229.5,216,0,36,71,213,0.8554,36397.44,14625.48,16594.24,852.0,52.81,360.0,2232.0,4000.0,1100.0,26022.09,10000.0,0.0,50062.96,50000.0,True,39816.53,-3419.09,23.73,64.5,2.0,5.7,53,142,307,236,307,23,,"Portfolio forecast WAPE was 21.13% against realized demand. Carried 36 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 01,Premium Quality,2,1,0,0,1,172,229.43,57.43,57.43,0.2503,62,188.09,176,176,335,52.54,55.61,0.005,174,229.43,180,48,14,0,84,0.7394,36281.95,9787.36,12167.97,168.0,40.5,140.0,936.0,3000.0,0.0,4671.24,0.0,0.0,69613.68,0.0,False,26239.83,10042.12,65.89,71.64,2.0,5.1,38,76,184,176,176,14,,"Portfolio forecast WAPE was 25.03% against realized demand. Lost 48 sales units across the portfolio. Carried 14 backlog units into next round. Generated $2,426.11 from retirement liquidation."
6,Team 02,Sponsorship Growth,3,1,0,0,0,394,283.7,-110.3,110.3,0.3888,0,125.52,364,364,503,72.37,40.96,0.0412,348,283.7,287,0,0,188,307,0.9976,36023.68,18472.96,22940.62,1742.0,529.17,0.0,2088.0,1500.0,921.12,39704.54,3500.0,8670.19,0.0,50539.24,True,48193.87,-12170.19,-20.62,0.0,2.0,7.53,127,195,476,364,451,4,,"Portfolio forecast WAPE was 38.88% against realized demand. Used $3,500.00 of planned borrowing. Auto-borrowed $8,670.19 to cover a cash shortfall. Liquidity stress flagged this round."
6,Team 03,Engineering Challenger,2,1,0,0,0,193,232.0,39.0,39.0,0.1681,64,164.03,193,193,367,52.59,46.89,0.005,191,232.0,191,41,23,0,71,0.7461,31329.0,9753.12,12618.5,142.0,42.98,230.0,864.0,2500.0,132.0,4229.19,1000.0,0.0,61013.2,6000.0,False,26282.6,5046.4,46.67,58.8,2.0,4.44,0,48,216,193,208,24,,"Portfolio forecast WAPE was 16.81% against realized demand. Lost 41 sales units across the portfolio. Carried 23 backlog units into next round. Used $1,000.00 of planned borrowing."
6,Team 04,Low-Cost Volume,2,1,1,0,1,219,254.83,35.83,120.07,0.4712,106,109.76,214,214,506,42.29,37.05,0.0471,203,254.83,170,84,22,0,127,0.6119,30054.73,7521.15,10220.88,254.0,356.41,220.0,936.0,9000.0,924.0,11005.35,7000.0,0.0,27949.45,42000.0,True,29432.44,622.29,3.29,10.04,1.67,7.17,238,127,214,214,203,23,,"Portfolio forecast WAPE was 47.12% against realized demand. Lost 84 sales units across the portfolio. Carried 22 backlog units into next round. Generated $11,396.23 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 05,Community / Club,3,1,0,0,0,194,301.1,107.1,107.1,0.3557,137,128.16,212,180,303,59.41,38.24,0.0248,175,301.1,175,125,12,0,0,0.5589,22427.76,6653.76,9015.27,0.0,195.3,120.0,0.0,750.0,0.0,0.0,0.0,0.0,55818.74,0.0,False,16734.33,5693.43,37.51,0.0,1.67,16.74,0,0,180,180,174,12,,Portfolio forecast WAPE was 35.57% against realized demand. Lost 125 sales units across the portfolio. Carried 12 backlog units into next round.
6,Team 06,Premium Quality,2,1,0,0,0,267,227.94,-39.06,44.34,0.1945,59,169.61,226,226,454,49.78,48.57,0.007,223,227.94,204,11,48,90,294,0.7729,34600.32,14279.58,16251.16,1128.0,62.18,480.0,2232.0,4000.0,1320.0,34122.58,10000.0,0.0,54910.36,60000.0,True,39752.92,-5152.6,19.64,62.92,2.0,5.04,71,213,307,226,294,36,,"Portfolio forecast WAPE was 19.45% against realized demand. Lost 11 sales units across the portfolio. Carried 48 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 01,Premium Quality,1,1,0,0,1,78,140.28,62.28,62.28,0.444,75,209.52,80,80,348,22.99,56.67,0.005,79,140.28,79,75,0,0,180,0.5121,16552.08,4533.6,5704.8,360.0,17.78,0.0,936.0,3000.0,0.0,10200.6,0.0,0.0,71613.58,0.0,False,14552.18,1999.9,79.69,59.26,2.0,0.0,0,84,176,80,80,14,,Portfolio forecast WAPE was 44.40% against realized demand. Lost 75 sales units across the portfolio.
7,Team 02,Sponsorship Growth,3,1,0,0,0,382,350.46,-31.54,40.34,0.1151,9,123.88,353,353,532,66.35,41.74,0.0425,337,350.46,340,0,9,185,430,0.9702,42118.56,18282.12,22721.18,1970.0,649.8,90.0,2088.0,1500.0,1188.86,46114.4,3500.0,2871.4,0.0,56910.64,True,48489.96,-6371.4,1.37,0.0,2.0,10.09,188,307,476,353,438,0,,"Portfolio forecast WAPE was 11.51% against realized demand. Carried 9 backlog units into next round. Used $3,500.00 of planned borrowing. Auto-borrowed $2,871.40 to cover a cash shortfall. Liquidity stress flagged this round."
7,Team 03,Engineering Challenger,2,1,0,0,0,184,273.66,89.66,89.66,0.3276,113,164.77,184,184,379,48.55,47.79,0.005,182,273.66,182,91,22,0,103,0.6135,29988.0,9510.21,12277.57,206.0,40.95,220.0,864.0,2500.0,154.0,5972.37,1000.0,0.0,66228.47,7000.0,False,25772.73,4215.27,44.83,51.13,2.0,5.91,0,71,216,184,199,23,,"Portfolio forecast WAPE was 32.76% against realized demand. Lost 91 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing."
7,Team 04,Low-Cost Volume,1,0,0,1,1,86,200.89,114.89,114.89,0.5719,121,128.1,84,84,519,16.18,37.76,0.0575,79,200.89,79,112,9,0,246,0.3933,10119.9,3020.8,4186.56,492.0,204.24,90.0,936.0,0,1078.0,16638.96,7000.0,0.0,35061.75,49000.0,True,10007.6,112.3,34.28,0.0,1.67,0.0,0,127,203,84,80,0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen","Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 57.19% against realized demand. Lost 112 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 05,Community / Club,3,1,0,0,0,191,362.06,171.06,171.06,0.4725,203,127.77,208,174,303,57.43,38.98,0.0257,169,362.06,169,192,11,0,0,0.4518,21593.4,6665.58,8872.52,0.0,195.37,110.0,0.0,750.0,0.0,0.0,0.0,0.0,60818.67,0.0,False,16593.47,4999.93,34.67,0.0,1.67,21.9,0,0,174,174,171,12,,Portfolio forecast WAPE was 47.25% against realized demand. Lost 192 sales units across the portfolio. Carried 11 backlog units into next round.
7,Team 06,Premium Quality,2,1,0,0,0,257,271.66,14.66,36.54,0.1345,93,166.22,217,217,485,44.74,49.5,0.007,214,271.66,226,47,46,78,384,0.707,37566.72,13959.0,15937.07,1236.0,72.55,460.0,2232.0,4000.0,1540.0,39097.53,10000.0,0.0,63040.46,70000.0,True,39436.62,-1869.9,33.62,58.43,2.0,6.7,90,294,307,217,282,48,,"Portfolio forecast WAPE was 13.45% against realized demand. Lost 47 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 01,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,361,0.0,57.74,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,15012.4,0.0,0.0,67677.58,0.0,False,3936.0,-3936.0,0.0,64.88,2.0,0.0,0,180,80,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
8,Team 02,Sponsorship Growth,3,1,0,0,0,382,407.59,25.59,25.61,0.0628,43,121.86,353,353,561,62.92,42.53,0.0425,337,407.59,372,0,43,150,540,0.893,45330.56,18628.14,23130.93,1980.0,713.7,430.0,2088.0,1500.0,1329.03,48381.69,3500.0,969.24,0.0,61379.88,True,49799.8,-4469.24,7.68,0.0,2.0,11.75,185,430,463,353,438,9,,"Portfolio forecast WAPE was 6.28% against realized demand. Carried 43 backlog units into next round. Used $3,500.00 of planned borrowing. Auto-borrowed $969.24 to cover a cash shortfall. Liquidity stress flagged this round."
8,Team 03,Engineering Challenger,2,1,0,0,0,184,313.85,129.85,129.85,0.4137,153,164.77,184,184,391,47.06,48.68,0.005,182,313.85,182,131,22,0,127,0.5419,29988.0,9687.32,12487.15,254.0,40.95,220.0,864.0,2500.0,176.0,7382.36,1000.0,0.0,70987.05,8000.0,False,26229.42,3758.58,42.71,40.72,2.0,6.8,0,103,208,184,199,22,,"Portfolio forecast WAPE was 41.37% against realized demand. Lost 131 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing."
8,Team 04,Low-Cost Volume,1,1,0,0,0,86,214.54,128.54,128.54,0.5991,143,128.1,84,84,532,15.79,38.46,0.0475,80,214.54,80,134,9,0,242,0.3579,10248.0,3076.8,4259.64,484.0,170.83,90.0,936.0,0.0,1232.0,17707.32,7000.0,0.0,42060.48,56000.0,True,10249.27,-1.27,34.26,0.0,1.67,0.0,0,246,80,84,80,9,,"Portfolio forecast WAPE was 59.91% against realized demand. Lost 134 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 05,Community / Club,3,1,0,0,0,191,420.33,229.33,229.33,0.5456,262,127.77,208,174,303,57.43,39.71,0.0257,169,420.33,169,251,11,0,0,0.3918,21593.4,6790.41,9027.82,0.0,195.37,110.0,0.0,750.0,0.0,0.0,0.0,0.0,65538.47,0.0,False,16873.6,4719.8,33.02,0.0,1.67,25.43,0,0,174,174,171,11,,Portfolio forecast WAPE was 54.56% against realized demand. Lost 251 sales units across the portfolio. Carried 11 backlog units into next round.
8,Team 06,Premium Quality,2,1,0,0,0,257,313.69,56.69,56.69,0.1807,114,165.01,217,217,516,42.05,50.43,0.007,214,313.69,244,68,46,48,461,0.6784,40262.4,14221.26,16212.55,1210.0,79.75,460.0,2232.0,4000.0,1760.0,41255.06,10000.0,0.0,73127.3,80000.0,True,40175.56,86.84,39.95,52.76,2.0,7.72,78,384,294,217,282,46,,"Portfolio forecast WAPE was 18.07% against realized demand. Lost 68 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
9,Team 01,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,374,0.0,58.8,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,15288.0,0.0,0.0,63741.58,0.0,False,3936.0,-3936.0,0.0,70.5,2.0,0.0,0,260,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
