round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
8,Team 03,Engineering Challenger,2,1,0,0,0,184,622.66,438.66,438.66,0.7045,461,164.77,184,184,391,47.06,42.94,0.005,182,622.66,182,439,22,0,294,0.2823,29988.0,8545.06,11143.01,588.0,40.95,220.0,864.0,2500.0,176.0,13824.36,1000.0,0.0,93687.86,8000.0,True,24077.02,5910.98,56.37,0.0,2.0,13.4,0,71,407,184,199,22,,"Portfolio forecast WAPE was 70.45% against realized demand. Lost 439 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 04,Low-Cost Volume,1,1,0,0,0,86,484.83,398.83,398.83,0.8226,413,128.1,84,84,532,15.79,33.92,0.0433,80,484.83,80,404,9,0,242,0.162,10248.0,2713.6,3793.44,484.0,155.96,90.0,936.0,0.0,1232.0,16608.64,7000.0,0.0,88314.82,56000.0,True,9405.0,843.0,44.81,0.0,1.67,0.0,0,246,80,84,80,9,,"Portfolio forecast WAPE was 82.26% against realized demand. Lost 404 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 05,Community / Club,3,1,0,0,0,191,938.03,747.03,747.03,0.7964,745,127.75,208,208,303,68.65,35.02,0.0212,203,938.03,203,734,11,0,137,0.2139,25932.48,5988.42,9574.46,274.01,193.89,110.0,0.0,750.0,0.0,4797.74,0.0,0.0,82941.44,0.0,False,16890.78,9041.7,50.13,0.0,1.67,56.48,0,0,345,208,171,11,,Portfolio forecast WAPE was 79.64% against realized demand. Lost 734 sales units across the portfolio. Carried 11 backlog units into next round.
8,Team 06,Premium Quality,2,1,0,0,0,257,612.82,355.82,355.82,0.5806,443,167.07,217,217,516,42.05,44.47,0.005,215,612.82,215,397,46,0,601,0.3263,35919.36,12540.54,14449.92,1202.0,48.38,460.0,2232.0,4000.0,1760.0,38726.47,10000.0,0.0,124862.38,80000.0,True,36692.84,-773.48,41.3,0.0,2.0,15.2,0,242,576,217,282,46,,"Portfolio forecast WAPE was 58.06% against realized demand. Lost 397 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
9,Team 01,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,374,0.0,51.98,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13514.8,0.0,0.0,84349.65,0.0,False,3936.0,-3936.0,0.0,10.98,2.0,0.0,0,260,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
9,Team 02,Sponsorship Growth,3,1,0,0,0,382,961.54,579.54,579.54,0.6027,699,123.25,353,353,590,59.83,38.29,0.0425,337,961.54,337,623,76,0,881,0.3248,41536.0,16771.02,20914.33,1761.99,644.48,760.0,2088.0,1500.0,693.0,38458.49,3500.0,0.0,32051.93,31500.0,True,45132.82,-3596.82,9.51,0.0,2.0,27.48,0,345,889,353,438,76,,"Portfolio forecast WAPE was 60.27% against realized demand. Lost 623 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
9,Team 03,Engineering Challenger,2,1,0,0,0,184,663.92,479.92,479.92,0.7229,503,164.77,184,184,403,45.66,43.83,0.005,182,663.92,182,481,22,0,309,0.2653,29988.0,8722.17,11352.59,618.0,40.95,220.0,864.0,2500.0,198.0,14893.47,1000.0,0.0,100160.15,9000.0,True,24515.71,5472.29,54.24,0.0,2.0,14.31,0,294,199,184,199,22,,"Portfolio forecast WAPE was 72.29% against realized demand. Lost 481 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
9,Team 04,Low-Cost Volume,1,1,1,0,0,86,558.09,472.09,472.09,0.8459,487,128.1,84,84,545,15.41,34.63,0.0435,80,558.09,80,478,9,0,238,0.1411,10248.0,2770.4,3865.68,476.0,156.43,90.0,936.0,9000.0,1386.0,17691.94,7000.0,0.0,86882.31,63000.0,True,18680.51,-8432.51,43.19,0.0,1.67,0.0,0,242,80,84,80,9,,"Portfolio forecast WAPE was 84.59% against realized demand. Lost 478 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
9,Team 05,Community / Club,3,1,0,0,0,191,993.39,802.39,802.39,0.8077,803,127.72,208,208,303,68.65,35.75,0.0257,200,993.39,200,792,11,0,100,0.1991,25544.88,6113.25,9759.58,200.0,231.26,110.0,0.0,750.0,0.0,3575.0,0.0,0.0,91322.23,0.0,False,17164.09,8380.79,47.2,0.0,1.67,59.84,0,137,171,208,171,11,,Portfolio forecast WAPE was 80.77% against realized demand. Lost 792 sales units across the portfolio. Carried 11 backlog units into next round.
9,Team 06,Premium Quality,2,1,1,0,0,257,651.06,394.06,394.06,0.6053,482,167.15,217,217,547,39.67,45.4,0.007,214,651.06,214,436,46,0,666,0.307,35769.6,12802.8,14724.37,1332.0,67.75,460.0,2232.0,4000.0,1980.0,43736.4,10000.0,0.0,133033.06,90000.0,True,37598.92,-1829.32,38.2,0.0,2.0,16.08,0,601,282,217,282,46,,"Portfolio forecast WAPE was 60.53% against realized demand. Lost 436 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
10,Team 01,Premium Quality,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,387,0.0,53.05,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13793.0,0.0,0.0,80413.65,0.0,False,3936.0,-3936.0,0.0,16.47,2.0,0.0,0,260,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
10,Team 02,Sponsorship Growth,3,1,0,0,0,382,925.83,543.83,543.83,0.5874,662,123.27,353,353,619,57.03,39.07,0.0371,338,925.83,338,586,76,0,966,0.3374,41664.48,17112.66,21325.31,1932.0,564.33,760.0,2088.0,1500.0,770.0,42991.62,3500.0,0.0,31164.11,35000.0,True,46052.3,-4387.82,7.88,0.0,2.0,26.54,0,881,438,353,438,76,,"Portfolio forecast WAPE was 58.74% against realized demand. Lost 586 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
10,Team 03,Engineering Challenger,2,1,0,0,0,184,632.76,448.76,448.76,0.7092,472,164.77,184,184,415,44.34,44.73,0.005,182,632.76,182,450,22,0,125,0.278,29988.0,8901.27,11563.18,250.0,40.95,220.0,864.0,2500.0,220.0,7091.25,1000.0,0.0,106588.75,10000.0,False,24559.4,5428.6,52.1,0.0,2.0,13.66,0,309,0,184,199,22,,"Portfolio forecast WAPE was 70.92% against realized demand. Lost 450 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing."
10,Team 04,Low-Cost Volume,1,0,0,1,1,86,529.81,443.81,443.81,0.8377,450,128.1,84,84,558,15.05,35.34,0.0533,79,529.81,79,441,9,0,234,0.1491,10119.9,2827.2,3938.76,468.0,189.56,90.0,936.0,0,1540.0,18769.56,7000.0,0.0,94012.69,70000.0,True,9989.52,130.38,40.06,0.0,1.67,0.0,0,238,80,84,80,0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen","Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 83.77% against realized demand. Lost 441 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
10,Team 05,Community / Club,3,1,0,0,0,191,954.06,763.06,763.06,0.7998,867,127.45,208,100,303,33.0,36.49,0.0213,97,954.06,97,856,11,0,0,0.1005,12362.4,6239.79,4852.2,0.0,92.91,110.0,0.0,750.0,0.0,0.0,0.0,0.0,91639.73,0.0,False,12044.9,317.5,12.14,0.0,1.67,57.57,0,100,0,100,171,11,,Portfolio forecast WAPE was 79.98% against realized demand. Lost 856 sales units across the portfolio. Carried 11 backlog units into next round.
10,Team 06,Premium Quality,3,0,0,1,0,257,1046.53,789.53,789.53,0.7544,876,167.07,217,217,578,37.54,46.33,0.0051,215,1046.53,215,830,46,0,449,0.1968,35919.36,13065.06,14999.85,898.0,48.38,460.0,2232.0,0,2200.0,35802.17,10000.0,0.0,145049.13,100000.0,True,33903.29,2016.07,36.31,0.0,2.67,46.45,0,666,0,217,282,46,Launched Team 06 NextGen into slot C,"Launched Team 06 NextGen into slot C Portfolio forecast WAPE was 75.44% against realized demand. Lost 830 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
11,Team 01,Premium Quality,1,0,0,1,0,0,406.92,406.92,406.92,1.0,406,0.0,0,0,400,0.0,54.11,0.013,0,406.92,0,406,0,0,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,0,0.0,14068.6,0.0,0.0,79477.65,0.0,False,936.0,-936.0,0.0,0.0,2.67,0.0,0,260,0,0,0,0,Launched Team 01 NextGen into slot C,Launched Team 01 NextGen into slot C Portfolio forecast WAPE was 100.00% against realized demand. Lost 406 sales units across the portfolio.
11,Team 02,Sponsorship Growth,3,1,0,0,0,382,894.15,512.15,512.15,0.5728,631,123.27,353,353,648,54.48,39.86,0.0371,338,894.15,338,555,76,0,613,0.3484,41664.48,17458.68,21736.29,1226.0,564.33,760.0,2088.0,1500.0,847.0,30209.18,3500.0,0.0,30148.29,38500.0,True,46180.3,-4515.82,5.64,0.0,2.0,25.66,0,966,0,353,438,76,,"Portfolio forecast WAPE was 57.28% against realized demand. Lost 555 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
11,Team 03,Engineering Challenger,2,1,0,0,0,184,609.18,425.18,425.18,0.698,448,164.77,184,184,427,43.09,45.63,0.005,182,609.18,182,426,22,0,339,0.2883,29988.0,9080.37,11772.76,678.0,40.95,220.0,864.0,2500.0,242.0,17118.57,1000.0,0.0,112178.67,11000.0,True,25398.08,4589.92,49.97,0.0,2.0,13.15,0,125,398,184,199,22,,"Portfolio forecast WAPE was 69.80% against realized demand. Lost 426 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
11,Team 04,Low-Cost Volume,1,1,0,0,0,86,482.64,396.64,396.64,0.8218,411,128.1,84,84,571,14.71,36.05,0.0433,80,482.64,80,402,9,0,230,0.1627,10248.0,2884.0,4011.84,460.0,155.96,90.0,936.0,0.0,1694.0,19841.5,7000.0,0.0,101028.89,77000.0,True,10231.8,16.2,39.95,0.0,1.67,0.0,0,234,80,84,80,9,,"Portfolio forecast WAPE was 82.18% against realized demand. Lost 402 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
11,Team 05,Community / Club,3,1,0,0,0,191,921.51,730.51,730.51,0.7927,728,127.75,208,208,303,68.65,37.22,0.0212,203,921.51,203,717,11,0,134,0.2177,25932.48,6364.62,10131.6,268.0,193.89,110.0,0.0,750.0,0.0,4987.48,0.0,0.0,99754.1,0.0,False,17818.11,8114.37,45.53,0.0,1.67,55.68,0,0,342,208,171,11,,Portfolio forecast WAPE was 79.27% against realized demand. Lost 717 sales units across the portfolio. Carried 11 backlog units into next round.
11,Team 06,Premium Quality,3,1,0,0,0,312,1035.61,723.61,723.61,0.6987,818,160.97,264,264,609,43.35,47.26,0.0069,261,1035.61,261,762,56,0,749,0.2413,42013.44,16210.18,18924.14,1498.0,80.72,560.0,2232.0,0.0,2420.0,51897.74,10000.0,0.0,155137.53,110000.0,True,41925.04,88.4,26.05,0.0,2.67,40.81,0,449,564,264,343,46,,"Portfolio forecast WAPE was 69.87% against realized demand. Lost 762 sales units across the portfolio. Carried 56 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
12,Team 01,Premium Quality,1,1,0,0,0,36,435.79,399.79,399.79,0.9174,399,149.04,37,37,413,8.96,55.18,0.0067,36,435.79,36,396,3,0,223,0.0826,5365.44,2041.66,2576.31,446.0,10.83,30.0,936.0,0.0,0.0,12305.14,0.0,0.0,78802.29,0.0,False,6040.8,-675.36,20.46,0.0,2.67,0.0,0,260,0,37,37,0,,Portfolio forecast WAPE was 91.74% against realized demand. Lost 396 sales units across the portfolio. Carried 3 backlog units into next round.
12,Team 02,Sponsorship Growth,3,1,0,0,0,382,925.93,543.93,543.93,0.5874,664,123.25,353,353,677,52.14,40.64,0.0425,337,925.93,337,588,76,0,1136,0.3364,41536.0,17800.32,22144.69,2272.0,644.48,760.0,2088.0,1500.0,924.0,52467.04,3500.0,0.0,27050.8,42000.0,True,48133.49,-6597.49,2.81,0.0,2.0,26.59,0,613,876,353,438,76,,"Portfolio forecast WAPE was 58.74% against realized demand. Lost 588 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
12,Team 03,Engineering Challenger,2,1,0,0,0,184,635.65,451.65,451.65,0.7105,475,164.77,184,184,439,41.91,46.53,0.005,182,635.65,182,453,22,0,354,0.2767,29988.0,9259.47,11983.35,708.0,40.95,220.0,864.0,2500.0,264.0,18271.62,1000.0,0.0,117326.9,12000.0,True,25839.77,4148.23,47.83,0.0,2.0,13.74,0,339,199,184,199,22,,"Portfolio forecast WAPE was 71.05% against realized demand. Lost 453 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
12,Team 04,Low-Cost Volume,1,1,1,0,0,86,543.69,457.69,457.69,0.8418,472,128.1,84,84,584,14.38,36.76,0.0435,80,543.69,80,463,9,0,226,0.1447,10248.0,2940.8,4084.92,452.0,156.43,90.0,936.0,9000.0,1848.0,20907.76,7000.0,0.0,98768.74,84000.0,True,19508.15,-9260.15,38.32,0.0,1.67,0.0,0,230,80,84,80,9,,"Portfolio forecast WAPE was 84.18% against realized demand. Lost 463 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
12,Team 05,Community / Club,3,1,0,0,0,191,954.98,763.98,763.98,0.8,764,127.72,208,208,303,68.65,37.95,0.0257,200,954.98,200,753,11,0,97,0.207,25544.88,6489.45,10317.25,193.99,231.26,110.0,0.0,750.0,0.0,3681.15,0.0,0.0,107207.03,0.0,False,18091.95,7452.93,42.53,0.0,1.67,57.73,0,134,171,208,171,11,,Portfolio forecast WAPE was 80.00% against realized demand. Lost 753 sales units across the portfolio. Carried 11 backlog units into next round.
12,Team 06,Premium Quality,3,1,1,0,0,312,1114.95,802.95,802.95,0.7202,909,161.01,264,264,640,41.25,48.19,0.0087,260,1114.95,260,853,56,0,828,0.222,41863.68,16529.17,19267.21,1656.0,101.75,560.0,2232.0,4000.0,2640.0,57901.32,10000.0,0.0,160015.08,120000.0,True,46986.13,-5122.45,22.94,0.0,2.67,42.43,0,749,343,264,343,56,,"Portfolio forecast WAPE was 72.02% against realized demand. Lost 853 sales units across the portfolio. Carried 56 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
