round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
3,Team 01,Premium Quality,2,1,0,0,0,180,192.96,12.96,41.86,0.2169,26,189.74,184,184,296,62.16,44.74,0.005,182,192.96,166,12,14,36,76,0.8603,31497.12,8232.16,9044.44,368.0,37.35,140.0,936.0,3000.0,0.0,6780.44,0.0,0.0,58532.14,0.0,False,21757.95,9739.17,85.44,76.5,2.0,7.52,20,76,184,184,184,0,,Portfolio forecast WAPE was 21.69% against realized demand. Lost 12 sales units across the portfolio. Carried 14 backlog units into next round.
3,Team 02,Sponsorship Growth,3,1,0,0,0,415,252.59,-162.41,162.41,0.643,17,127.36,384,384,416,92.31,32.95,0.0413,367,252.59,317,0,17,50,92,0.9446,40374.4,15684.2,18605.44,484.0,585.22,170.0,2088.0,1500.0,231.0,8676.48,3500.0,0.0,23913.6,10500.0,False,39347.86,1026.54,17.35,31.81,2.0,9.97,0,0,476,384,476,83,,"Portfolio forecast WAPE was 64.30% against realized demand. Carried 17 backlog units into next round. Used $3,500.00 of planned borrowing."
3,Team 03,Engineering Challenger,2,1,0,0,0,200,198.75,-1.25,6.11,0.0307,0,164.4,200,200,331,60.42,37.73,0.005,198,198.75,200,0,0,41,122,0.9963,32880.0,8149.68,9544.6,490.0,45.0,0.0,864.0,2500.0,66.0,8556.63,1000.0,0.0,58343.63,3000.0,False,21659.28,11220.72,75.7,72.06,2.0,6.5,43,106,216,200,216,2,,"Portfolio forecast WAPE was 3.07% against realized demand. Used $1,000.00 of planned borrowing."
3,Team 04,Low-Cost Volume,3,1,1,0,0,355,250.76,-104.24,138.2,0.5511,30,108.45,348,348,467,74.52,29.81,0.046,331,250.76,227,0,30,326,38,0.8773,24618.3,9867.11,12395.46,2031.99,471.89,300.0,936.0,9000.0,462.0,25612.68,7000.0,0.0,20780.56,21000.0,True,35464.45,-10846.15,8.3,42.7,1.33,10.96,222,55,331,348,331,8,,"Portfolio forecast WAPE was 55.11% against realized demand. Carried 30 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 05,Community / Club,3,1,0,0,0,207,275.3,68.3,74.4,0.2703,79,128.21,225,218,303,71.95,30.77,0.0232,211,275.3,206,67,12,46,0,0.717,26411.88,5661.68,8174.24,276.0,214.42,120.0,0.0,750.0,0.0,3140.26,0.0,0.0,55936.55,0.0,False,15196.34,11215.54,60.01,46.43,1.67,22.71,41,34,184,218,184,12,,Portfolio forecast WAPE was 27.03% against realized demand. Lost 67 sales units across the portfolio. Carried 12 backlog units into next round.
3,Team 06,Premium Quality,2,1,0,0,0,278,197.64,-80.36,80.36,0.4066,0,170.87,236,236,361,65.37,39.08,0.0064,234,197.64,197,0,0,150,166,0.9968,33661.44,11997.56,12469.24,1232.0,57.89,0.0,2232.0,4000.0,660.0,24774.64,10000.0,0.0,54440.1,30000.0,True,32648.69,1012.75,46.38,78.5,2.0,7.81,113,95,307,236,307,0,,"Portfolio forecast WAPE was 40.66% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 01,Premium Quality,2,1,0,0,0,180,205.96,25.96,28.32,0.1375,40,188.2,184,184,309,59.55,45.81,0.005,182,205.96,179,26,14,39,76,0.8138,33687.36,8429.04,9259.72,386.0,40.28,140.0,936.0,3000.0,0.0,7230.81,0.0,0.0,70028.46,0.0,False,22191.04,11496.32,89.15,75.76,2.0,5.07,36,76,184,184,184,14,,Portfolio forecast WAPE was 13.75% against realized demand. Lost 26 sales units across the portfolio. Carried 14 backlog units into next round.
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,279.79,-135.21,135.21,0.4833,9,127.35,384,384,445,86.29,33.74,0.0341,369,279.79,287,0,9,132,184,0.967,36548.16,16060.24,19047.36,1160.01,435.6,90.0,2088.0,1500.0,308.0,19309.37,3500.0,0.0,23272.55,14000.0,True,40689.21,-4141.05,3.5,31.52,2.0,7.95,50,92,476,384,476,17,,"Portfolio forecast WAPE was 48.33% against realized demand. Carried 9 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 03,Engineering Challenger,2,1,0,0,0,200,213.09,13.09,15.95,0.0749,51,160.96,200,122,343,35.57,38.62,0.005,120,213.09,161,27,24,0,0,0.7555,25914.0,8341.92,6175.12,0.0,36.23,240.0,864.0,2500.0,88.0,600.0,1000.0,0.0,67012.36,4000.0,False,18245.27,7668.73,70.56,69.94,2.0,4.58,41,122,0,122,216,0,,"Portfolio forecast WAPE was 7.49% against realized demand. Lost 27 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
4,Team 04,Low-Cost Volume,3,0,0,1,2,345,281.75,-63.25,157.03,0.5573,53,107.96,338,338,480,70.42,30.52,0.0453,322,281.75,227,19,34,197,31,0.8057,34880.37,9796.92,12346.4,1244.0,473.86,340.0,936.0,0,616.0,18354.54,7000.0,0.0,36907.75,28000.0,True,25753.18,9127.19,8.33,36.62,1.67,18.95,326,38,331,338,321,0,"Launched Team 04 NextGen into slot C, replacing Flex Edge","Launched Team 04 NextGen into slot C, replacing Flex Edge Portfolio forecast WAPE was 55.73% against realized demand. Lost 19 sales units across the portfolio. Carried 34 backlog units into next round. Generated $10,372.32 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 05,Community / Club,3,1,0,0,0,201,258.55,57.55,57.55,0.2226,224,109.36,219,0,303,0.0,31.5,0.0566,0,258.55,46,212,12,0,0,0.17,5030.64,5670.0,0.0,0.0,49.64,120.0,0.0,750.0,0.0,0.0,0.0,0.0,54377.55,0.0,False,6589.64,-1559.0,-14.98,16.55,1.67,14.89,46,0,0,0,180,12,,Portfolio forecast WAPE was 22.26% against realized demand. Lost 212 sales units across the portfolio. Carried 12 backlog units into next round.
4,Team 06,Premium Quality,2,1,0,0,0,278,212.86,-65.14,65.14,0.306,0,169.38,236,166,392,42.35,40.01,0.005,164,212.86,212,0,0,102,0,0.996,35907.84,12283.07,9371.77,612.0,47.7,0.0,2232.0,4000.0,880.0,15839.58,10000.0,0.0,70921.4,40000.0,True,29426.54,6481.3,67.01,82.52,2.0,5.29,150,166,0,166,307,0,,"Portfolio forecast WAPE was 30.60% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
