run_id,team_count,round_count,strategy_offset,archetype_offset,market_scenario,team_name,archetype,strategy_key,strategy_label,profit_rank,balanced_rank,balanced_score,profit,revenue,total_cost,sales_units,fill_rate,forecast_wape,ending_cash_balance,short_term_debt_balance,cash_minus_debt,liquidity_stress_flag,reputation_after_round,lost_sales_units,backlog_units_end,ending_inventory
4,6,10,0,1,batch_004,Team 01,Sponsorship Growth,premium_quality,Premium quality,3,1,80.0,-4152.0,0.0,4152.0,0,1.0,0.0,63252.87,0.0,63252.87,False,52.48,0,0,0
4,6,10,0,1,batch_004,Team 03,Low-Cost Volume,balanced_sop,Balanced S&OP,4,4,40.0,-4851.13,35328.0,40179.13,354,0.7765,0.1389,0.0,37639.86,-37639.86,True,0.0,57,44,337
4,6,10,0,1,batch_004,Team 04,Community / Club,innovation_leap,Innovation leap,5,6,12.0,-8441.5,9198.0,17639.5,60,0.202,0.7835,88678.93,70000.0,18678.929999999993,True,0.0,231,6,0
4,6,10,0,1,batch_004,Team 06,Sponsorship Growth,aggressive_growth,Aggressive growth,6,5,20.0,-9640.48,46206.72,55847.2,349,0.6881,0.0816,40258.07,100000.0,-59741.93,True,0.0,84,72,0
5,6,10,4,4,batch_005,Team 01,Community / Club,cash_conservative,Cash conservative,1,1,68.0,5182.19,21220.08,16037.89,166,0.2121,0.7524,86207.64,0.0,86207.64,False,0.0,603,11,0
5,6,10,4,4,batch_005,Team 06,Community / Club,innovation_leap,Innovation leap,2,4,36.0,743.88,9198.0,8454.12,60,0.1665,0.8252,102492.06,70000.0,32492.059999999998,True,0.0,294,6,0
5,6,10,4,4,batch_005,Team 05,Low-Cost Volume,balanced_sop,Balanced S&OP,3,2,56.0,533.61,35096.0,34562.39,349,0.3797,0.5761,35212.77,10000.0,25212.769999999997,True,0.0,524,45,0
5,6,10,4,4,batch_005,Team 04,Engineering Challenger,low_cost_volume,Low-cost volume,4,3,48.0,15.18,32057.52,32042.34,221,0.3881,0.5359,58834.72,35000.0,23834.72,True,0.0,299,48,0
5,6,10,4,4,batch_005,Team 02,Premium Quality,aggressive_growth,Aggressive growth,5,6,28.0,-184.58,41731.2,41915.78,259,0.2977,0.6298,125108.53,100000.0,25108.53,True,0.0,553,56,0
5,6,10,4,4,batch_005,Team 03,Sponsorship Growth,premium_quality,Premium quality,6,5,32.0,-2264.73,10895.04,13159.77,97,0.2774,0.7169,76947.92,0.0,76947.92,False,0.0,244,8,0
6,6,10,3,1,batch_006,Team 02,Engineering Challenger,cash_conservative,Cash conservative,1,1,64.0,6588.08,20505.06,13916.98,122,0.174,0.7995,126738.91,0.0,126738.91,False,0.0,570,8,0
6,6,10,3,1,batch_006,Team 06,Sponsorship Growth,balanced_sop,Balanced S&OP,2,2,64.0,3418.43,39342.0,35923.57,281,0.2641,0.7191,109937.12,10000.0,99937.12,False,0.0,746,35,0
6,6,10,3,1,batch_006,Team 05,Premium Quality,low_cost_volume,Low-cost volume,3,4,52.0,1717.22,34158.08,32440.86,223,0.3038,0.6453,93466.63,35000.0,58466.630000000005,True,0.0,461,49,0
6,6,10,3,1,batch_006,Team 01,Sponsorship Growth,innovation_leap,Innovation leap,4,6,20.0,-2700.53,10155.6,12856.13,93,0.1788,0.8097,123924.64,70000.0,53924.64,True,0.0,417,10,0
6,6,10,3,1,batch_006,Team 04,Community / Club,premium_quality,Premium quality,5,3,52.0,-4080.0,0.0,4080.0,0,1.0,0.0,50754.79,0.0,50754.79,False,17.55,0,0,0
6,6,10,3,1,batch_006,Team 03,Low-Cost Volume,aggressive_growth,Aggressive growth,6,5,24.0,-10105.02,39974.4,50079.42,414,0.3176,0.5745,43852.11,100000.0,-56147.89,True,0.0,796,93,0
7,6,10,0,1,batch_007,Team 05,Premium Quality,cash_conservative,Cash conservative,1,1,68.0,5905.75,21660.72,15754.97,122,0.2374,0.7252,115923.18,0.0,115923.18,False,0.0,383,8,0
7,6,10,0,1,batch_007,Team 04,Community / Club,innovation_leap,Innovation leap,2,5,32.0,447.56,9198.0,8750.44,60,0.139,0.854,96743.11,70000.0,26743.11,True,0.0,365,6,0
7,6,10,0,1,batch_007,Team 02,Engineering Challenger,low_cost_volume,Low-cost volume,3,3,48.0,-1435.17,32057.52,33492.69,221,0.3693,0.5603,66279.53,35000.0,31279.53,True,0.0,328,48,0
7,6,10,0,1,batch_007,Team 03,Low-Cost Volume,balanced_sop,Balanced S&OP,4,4,44.0,-3705.26,34331.0,38036.26,343,0.4227,0.527,26397.74,10000.0,16397.74,True,0.0,424,44,0
7,6,10,0,1,batch_007,Team 01,Sponsorship Growth,premium_quality,Premium quality,5,2,64.0,-4152.0,0.0,4152.0,0,1.0,0.0,61573.84,0.0,61573.84,False,16.32,0,0,0
7,6,10,0,1,batch_007,Team 06,Sponsorship Growth,aggressive_growth,Aggressive growth,6,6,12.0,-8568.13,45348.48,53916.61,340,0.3528,0.5346,69589.98,100000.0,-30410.020000000004,True,0.0,547,75,0
8,6,10,1,3,batch_008,Team 04,Sponsorship Growth,cash_conservative,Cash conservative,1,1,80.0,5800.94,26950.44,21149.5,189,0.3546,0.5789,119541.84,0.0,119541.84,False,0.0,330,13,0
8,6,10,1,3,batch_008,Team 02,Community / Club,balanced_sop,Balanced S&OP,2,2,72.0,2647.54,30688.0,28040.46,245,0.4238,0.5402,87292.73,10000.0,77292.73,True,0.0,301,30,0
8,6,10,1,3,batch_008,Team 05,Engineering Challenger,aggressive_growth,Aggressive growth,3,3,44.0,-211.57,34012.8,34224.37,215,0.343,0.5592,133963.83,100000.0,33963.82999999999,True,0.0,364,46,0
8,6,10,1,3,batch_008,Team 06,Low-Cost Volume,premium_quality,Premium quality,4,6,20.0,-1512.0,0.0,1512.0,0,0.0,1.0,22147.8,0.0,22147.8,False,0.0,282,0,0
8,6,10,1,3,batch_008,Team 03,Premium Quality,innovation_leap,Innovation leap,5,5,20.0,-1734.66,4926.6,6661.26,34,0.1327,0.8595,127187.1,70000.0,57187.100000000006,True,0.0,218,4,0
8,6,10,1,3,batch_008,Team 01,Low-Cost Volume,low_cost_volume,Low-cost volume,6,4,32.0,-11848.99,38310.8,50159.79,436,0.7495,0.1261,0.0,97653.67,-97653.67,True,0.0,49,96,346
9,6,10,1,4,batch_009,Team 04,Engineering Challenger,cash_conservative,Cash conservative,1,2,64.0,4838.0,20505.06,15667.06,122,0.1832,0.7887,107175.79,0.0,107175.79,False,0.0,535,8,0
9,6,10,1,4,batch_009,Team 02,Premium Quality,balanced_sop,Balanced S&OP,2,3,56.0,2911.34,31660.0,28748.66,182,0.2715,0.7162,90956.05,10000.0,80956.05,True,0.0,465,22,0
9,6,10,1,4,batch_009,Team 06,Community / Club,premium_quality,Premium quality,3,1,76.0,-4080.0,0.0,4080.0,0,1.0,0.0,34462.65,0.0,34462.65,False,16.62,0,0,0
9,6,10,1,4,batch_009,Team 03,Sponsorship Growth,innovation_leap,Innovation leap,4,6,20.0,-4083.33,10155.6,14238.93,93,0.1879,0.7999,92976.61,70000.0,22976.61,True,0.0,391,10,0
9,6,10,1,4,batch_009,Team 01,Community / Club,low_cost_volume,Low-cost volume,5,4,28.0,-6744.56,32626.88,39371.44,296,0.2878,0.6526,9185.94,35000.0,-25814.059999999998,True,0.0,664,67,0
9,6,10,1,4,batch_009,Team 05,Low-Cost Volume,aggressive_growth,Aggressive growth,6,5,24.0,-16427.85,39763.2,56191.05,412,0.3443,0.5332,3589.72,124395.07,-120805.35,True,0.0,690,93,0
10,6,10,3,0,batch_010,Team 06,Premium Quality,balanced_sop,Balanced S&OP,1,2,64.0,7026.69,31660.0,24633.31,182,0.3797,0.5976,110407.97,10000.0,100407.97,True,6.38,274,22,0
10,6,10,3,0,batch_010,Team 02,Sponsorship Growth,cash_conservative,Cash conservative,2,1,76.0,5002.87,26950.44,21947.57,189,0.4536,0.4575,110150.31,0.0,110150.31,False,0.0,213,13,0
10,6,10,3,0,batch_010,Team 04,Low-Cost Volume,premium_quality,Premium quality,3,4,36.0,531.74,10804.32,10272.58,82,0.3659,0.6207,17656.44,0.0,17656.44,False,0.0,135,7,0
10,6,10,3,0,batch_010,Team 01,Premium Quality,innovation_leap,Innovation leap,4,6,20.0,-1899.45,4926.6,6826.05,34,0.1898,0.799,121089.54,70000.0,51089.53999999999,True,0.0,141,4,0
10,6,10,3,0,batch_010,Team 05,Community / Club,low_cost_volume,Low-cost volume,5,3,40.0,-2674.05,35245.76,37919.81,324,0.6914,0.2202,10046.62,35000.0,-24953.379999999997,True,0.0,76,67,119
10,6,10,3,0,batch_010,Team 03,Engineering Challenger,aggressive_growth,Aggressive growth,6,5,32.0,-3275.46,39496.32,42771.78,266,0.5361,0.3287,125062.18,100000.0,25062.179999999993,True,13.94,172,57,0
11,6,10,3,2,batch_011,Team 02,Low-Cost Volume,cash_conservative,Cash conservative,1,1,72.0,3796.86,26006.94,22210.08,255,0.5835,0.3468,65154.61,0.0,65154.61,False,0.0,165,16,0
11,6,10,3,2,batch_011,Team 06,Engineering Challenger,balanced_sop,Balanced S&OP,2,4,52.0,2806.66,29988.0,27181.34,182,0.5121,0.4481,90150.5,10000.0,80150.5,True,3.01,150,22,0
11,6,10,3,2,batch_011,Team 05,Sponsorship Growth,low_cost_volume,Low-cost volume,3,3,52.0,-2646.23,48072.64,50718.87,396,0.7442,0.1625,2678.09,42601.25,-39923.16,True,0.0,59,76,36
11,6,10,3,2,batch_011,Team 03,Community / Club,aggressive_growth,Aggressive growth,4,5,32.0,-3356.52,42011.52,45368.04,353,0.6684,0.2432,53655.32,100000.0,-46344.68,True,3.57,110,63,40
11,6,10,3,2,batch_011,Team 04,Premium Quality,premium_quality,Premium quality,5,2,60.0,-3936.0,0.0,3936.0,0,1.0,0.0,64262.03,0.0,64262.03,False,51.5,0,0,0
11,6,10,3,2,batch_011,Team 01,Engineering Challenger,innovation_leap,Innovation leap,6,6,0.0,-11901.24,4586.4,16487.64,39,0.1343,0.8568,93785.17,70000.0,23785.17,True,0.0,247,4,0
12,6,10,1,0,batch_012,Team 02,Sponsorship Growth,balanced_sop,Balanced S&OP,1,3,60.0,11938.31,48954.0,37015.69,360,0.7785,0.3239,56700.91,10000.0,46700.91,True,43.59,66,35,78
12,6,10,1,0,batch_012,Team 04,Low-Cost Volume,cash_conservative,Cash conservative,2,2,72.0,9476.19,30958.02,21481.83,309,0.7908,0.2661,47630.45,0.0,47630.45,False,0.0,64,16,138
12,6,10,1,0,batch_012,Team 01,Premium Quality,low_cost_volume,Low-cost volume,3,4,44.0,2809.32,36458.4,33649.08,240,0.7568,0.1738,43017.95,35000.0,8017.949999999997,True,59.82,27,49,138
12,6,10,1,0,batch_012,Team 06,Premium Quality,premium_quality,Premium quality,4,1,76.0,-3936.0,0.0,3936.0,0,1.0,0.0,56796.37,0.0,56796.37,False,100.0,0,0,0
12,6,10,1,0,batch_012,Team 05,Community / Club,aggressive_growth,Aggressive growth,5,5,16.0,-5892.82,38578.56,44471.38,325,0.7077,0.182,12366.75,100000.0,-87633.25,True,5.16,70,63,377
12,6,10,1,0,batch_012,Team 03,Engineering Challenger,innovation_leap,Innovation leap,6,6,0.0,-11490.0,4586.4,16076.4,39,0.1602,0.8288,88560.55,70000.0,18560.550000000003,True,0.0,200,4,0
13,6,10,1,2,batch_013,Team 02,Low-Cost Volume,balanced_sop,Balanced S&OP,1,1,68.0,11091.36,47064.0,35972.64,480,0.7686,0.3747,35290.29,13604.6,21685.690000000002,True,5.03,98,44,192
13,6,10,1,2,batch_013,Team 04,Premium Quality,cash_conservative,Cash conservative,2,2,60.0,7509.66,21660.72,14151.06,122,0.3354,0.6093,133634.44,0.0,133634.44,False,0.0,233,8,0
13,6,10,1,2,batch_013,Team 01,Engineering Challenger,low_cost_volume,Low-cost volume,3,4,48.0,1753.04,32188.64,30435.6,222,0.4944,0.3966,98116.05,35000.0,63116.05,True,19.76,178,48,0
13,6,10,1,2,batch_013,Team 03,Community / Club,innovation_leap,Innovation leap,4,6,16.0,1108.03,9198.0,8089.97,60,0.2017,0.7882,108134.48,70000.0,38134.479999999996,True,0.0,231,6,0
13,6,10,1,2,batch_013,Team 05,Sponsorship Growth,aggressive_growth,Aggressive growth,5,5,20.0,-3468.41,45348.48,48816.89,340,0.4563,0.3835,114902.08,100000.0,14902.080000000002,True,24.59,328,75,0
13,6,10,1,2,batch_013,Team 06,Engineering Challenger,premium_quality,Premium quality,6,3,56.0,-4008.0,0.0,4008.0,0,1.0,0.0,75657.46,0.0,75657.46,False,59.18,0,0,0
14,6,10,3,3,batch_014,Team 02,Community / Club,cash_conservative,Cash conservative,1,1,68.0,3433.93,21220.08,17786.15,166,0.3657,0.5688,68288.16,0.0,68288.16,False,0.0,275,11,0
14,6,10,3,3,batch_014,Team 01,Low-Cost Volume,innovation_leap,Innovation leap,2,5,28.0,-952.9,10119.9,11072.8,79,0.3326,0.6379,40108.59,70000.0,-29891.410000000003,True,0.0,149,9,0
14,6,10,3,3,batch_014,Team 05,Engineering Challenger,low_cost_volume,Low-cost volume,3,2,64.0,-3065.48,32057.52,35123.0,221,0.6415,0.1838,30177.89,35000.0,-4822.110000000001,True,0.0,75,48,0
14,6,10,3,3,batch_014,Team 04,Sponsorship Growth,premium_quality,Premium quality,4,3,48.0,-3582.78,10895.04,14477.82,97,0.4846,0.5054,44838.55,0.0,44838.55,False,0.0,95,8,0
14,6,10,3,3,batch_014,Team 03,Premium Quality,aggressive_growth,Aggressive growth,5,4,32.0,-4347.36,41731.2,46078.56,259,0.5122,0.3823,88073.99,100000.0,-11926.009999999995,True,0.0,189,56,0
14,6,10,3,3,batch_014,Team 06,Low-Cost Volume,balanced_sop,Balanced S&OP,6,6,28.0,-7540.19,35345.0,42885.19,352,0.6564,0.2961,0.0,84083.23,-84083.23,True,0.0,138,45,526
15,6,10,5,2,batch_015,Team 04,Premium Quality,balanced_sop,Balanced S&OP,1,3,56.0,9456.79,31660.0,22203.21,182,0.3223,0.6609,134368.92,10000.0,124368.92000000001,True,21.76,360,22,0
15,6,10,5,2,batch_015,Team 06,Engineering Challenger,cash_conservative,Cash conservative,2,1,68.0,7276.84,20505.06,13228.22,122,0.3747,0.5623,134213.2,0.0,134213.2,False,0.0,194,8,0
15,6,10,5,2,batch_015,Team 03,Community / Club,low_cost_volume,Low-cost volume,3,2,56.0,1510.92,35874.08,34363.16,326,0.6112,0.2839,45279.33,35000.0,10279.330000000002,True,0.0,139,67,81
15,6,10,5,2,batch_015,Team 02,Low-Cost Volume,premium_quality,Premium quality,4,6,20.0,1364.33,10804.32,9439.99,82,0.3096,0.679,30903.8,0.0,30903.8,False,0.0,175,7,0
15,6,10,5,2,batch_015,Team 01,Engineering Challenger,aggressive_growth,Aggressive growth,5,4,40.0,595.94,39496.32,38900.38,266,0.4523,0.4385,157009.78,100000.0,57009.78,True,31.19,264,57,0
15,6,10,5,2,batch_015,Team 05,Sponsorship Growth,innovation_leap,Innovation leap,6,5,28.0,-2170.08,10155.6,12325.68,93,0.4504,0.5206,128580.88,70000.0,58580.880000000005,True,0.0,103,10,0
16,6,10,4,1,batch_016,Team 05,Premium Quality,balanced_sop,Balanced S&OP,1,1,64.0,5927.71,34780.0,28852.29,202,0.5106,0.5075,85019.97,10000.0,75019.97,True,57.09,171,22,0
16,6,10,4,1,batch_016,Team 02,Engineering Challenger,aggressive_growth,Aggressive growth,2,2,60.0,4195.02,45742.08,41547.06,297,0.6723,0.3532,85674.44,100000.0,-14325.559999999998,True,83.84,98,46,8
16,6,10,4,1,batch_016,Team 01,Sponsorship Growth,cash_conservative,Cash conservative,3,3,52.0,3442.65,26950.44,23507.79,189,0.3722,0.5574,92513.62,0.0,92513.62,False,0.0,304,13,0
16,6,10,4,1,batch_016,Team 04,Community / Club,low_cost_volume,Low-cost volume,4,5,36.0,-1490.83,39624.64,41115.47,365,0.652,0.3223,5460.95,62584.02,-57123.07,True,0.0,126,67,158
16,6,10,4,1,batch_016,Team 03,Low-Cost Volume,premium_quality,Premium quality,5,4,44.0,-4944.23,0.0,4944.23,0,1.0,0.0,0.0,24591.27,-24591.27,True,49.48,0,0,0
16,6,10,4,1,batch_016,Team 06,Sponsorship Growth,innovation_leap,Innovation leap,6,6,4.0,-12843.03,10374.0,23217.03,95,0.3055,0.6711,67558.3,70000.0,-2441.699999999997,True,0.0,206,10,0
17,6,10,2,0,batch_017,Team 03,Engineering Challenger,cash_conservative,Cash conservative,1,1,68.0,4807.93,20505.06,15697.13,122,0.3257,0.6208,93403.2,0.0,93403.2,False,0.0,243,8,0
17,6,10,2,0,batch_017,Team 01,Premium Quality,balanced_sop,Balanced S&OP,2,3,64.0,2975.2,31660.0,28684.8,182,0.4368,0.5337,73866.92,10000.0,63866.92,False,28.71,211,22,0
17,6,10,2,0,batch_017,Team 06,Premium Quality,low_cost_volume,Low-cost volume,3,4,48.0,-2311.58,33850.08,36161.66,221,0.502,0.3789,33779.77,35000.0,-1220.2300000000032,True,20.09,169,49,0
17,6,10,2,0,batch_017,Team 05,Community / Club,premium_quality,Premium quality,4,2,68.0,-4080.0,0.0,4080.0,0,1.0,0.0,14491.5,0.0,14491.5,False,43.11,0,0,0
17,6,10,2,0,batch_017,Team 02,Sponsorship Growth,innovation_leap,Innovation leap,5,6,4.0,-12956.64,10264.8,23221.44,94,0.2634,0.7146,66534.78,70000.0,-3465.220000000001,True,0.0,252,10,0
17,6,10,2,0,batch_017,Team 04,Low-Cost Volume,aggressive_growth,Aggressive growth,6,5,24.0,-21021.4,44436.48,65457.88,467,0.7948,0.1035,0.0,230119.12,-230119.12,True,0.0,29,91,647
18,6,10,3,1,batch_018,Team 02,Engineering Challenger,cash_conservative,Cash conservative,1,1,68.0,5989.16,20505.06,14515.9,122,0.256,0.7033,120033.06,0.0,120033.06,False,0.0,345,8,0
18,6,10,3,1,batch_018,Team 06,Sponsorship Growth,balanced_sop,Balanced S&OP,2,2,56.0,1931.61,39342.0,37410.39,281,0.3759,0.5944,93482.04,10000.0,83482.04,True,0.0,430,35,0
18,6,10,3,1,batch_018,Team 05,Premium Quality,low_cost_volume,Low-cost volume,3,3,52.0,309.27,34020.8,33711.53,222,0.4239,0.4882,79874.64,35000.0,44874.64,True,0.0,252,49,0
18,6,10,3,1,batch_018,Team 03,Low-Cost Volume,aggressive_growth,Aggressive growth,4,5,40.0,-1005.37,53098.56,54103.93,561,0.5881,0.402,20747.06,131433.39,-110686.33000000002,True,0.0,299,93,170
18,6,10,3,1,batch_018,Team 01,Sponsorship Growth,innovation_leap,Innovation leap,5,6,4.0,-3180.67,10155.6,13336.27,93,0.2433,0.741,112795.63,70000.0,42795.630000000005,True,0.0,279,10,0
18,6,10,3,1,batch_018,Team 04,Community / Club,premium_quality,Premium quality,6,4,48.0,-4080.0,0.0,4080.0,0,1.0,0.0,44834.85,0.0,44834.85,False,18.15,0,0,0
19,6,10,2,0,batch_019,Team 03,Engineering Challenger,cash_conservative,Cash conservative,1,1,68.0,5359.36,20505.06,15145.7,122,0.3427,0.6006,113001.27,0.0,113001.27,False,0.0,225,8,0
19,6,10,2,0,batch_019,Team 01,Premium Quality,balanced_sop,Balanced S&OP,2,3,56.0,3774.76,31660.0,27885.24,182,0.4974,0.465,99998.15,10000.0,89998.15,True,0.0,161,22,0
19,6,10,2,0,batch_019,Team 06,Premium Quality,low_cost_volume,Low-cost volume,3,4,48.0,-1008.12,34020.8,35028.92,222,0.5526,0.3112,66758.69,35000.0,31758.690000000002,True,0.0,129,49,0
19,6,10,2,0,batch_019,Team 05,Community / Club,premium_quality,Premium quality,4,2,68.0,-4080.0,0.0,4080.0,0,1.0,0.0,39247.35,0.0,39247.35,False,18.12,0,0,0
19,6,10,2,0,batch_019,Team 02,Sponsorship Growth,innovation_leap,Innovation leap,5,6,4.0,-12398.97,10374.0,22772.97,95,0.2953,0.6824,93356.03,70000.0,23356.03,True,0.0,216,10,0
19,6,10,2,0,batch_019,Team 04,Low-Cost Volume,aggressive_growth,Aggressive growth,6,5,24.0,-23799.9,39715.2,63515.1,414,0.7437,0.1956,0.0,199904.8,-199904.8,True,0.0,50,91,737
20,6,10,0,4,batch_020,Team 03,Sponsorship Growth,balanced_sop,Balanced S&OP,1,2,64.0,1891.41,43498.0,41606.59,314,0.8183,0.1713,9973.97,13671.68,-3697.710000000001,True,52.93,33,35,185
20,6,10,0,4,batch_020,Team 05,Low-Cost Volume,cash_conservative,Cash conservative,2,4,52.0,347.55,25354.14,25006.59,250,0.7874,0.1732,604.48,564.04,40.440000000000055,True,0.0,50,16,351
20,6,10,0,4,batch_020,Team 02,Premium Quality,low_cost_volume,Low-cost volume,3,3,52.0,-1038.55,36173.28,37211.83,235,0.9923,0.0422,5948.03,43872.54,-37924.51,True,60.55,0,0,216
20,6,10,0,4,batch_020,Team 04,Engineering Challenger,innovation_leap,Innovation leap,4,5,28.0,-3067.57,4586.4,7653.97,39,0.2648,0.7217,81841.25,70000.0,11841.25,True,0.0,104,4,0
20,6,10,0,4,batch_020,Team 01,Community / Club,premium_quality,Premium quality,5,1,64.0,-4080.0,0.0,4080.0,0,1.0,0.0,10956.33,0.0,10956.33,False,53.65,0,0,0
20,6,10,0,4,batch_020,Team 06,Community / Club,aggressive_growth,Aggressive growth,6,6,0.0,-11297.23,34903.68,46200.91,289,0.6399,0.3397,0.0,128375.44,-128375.44,True,0.0,96,65,467
21,6,10,2,4,batch_021,Team 03,Sponsorship Growth,cash_conservative,Cash conservative,1,1,76.0,6916.86,26950.44,20033.58,189,0.2613,0.6916,131554.97,0.0,131554.97,False,0.0,520,13,0
21,6,10,2,4,batch_021,Team 01,Community / Club,balanced_sop,Balanced S&OP,2,2,72.0,3946.04,30688.0,26741.96,245,0.3135,0.6646,100572.7,10000.0,90572.7,True,0.0,505,30,0
21,6,10,2,4,batch_021,Team 04,Engineering Challenger,aggressive_growth,Aggressive growth,3,3,48.0,1312.95,34012.8,32699.85,215,0.2622,0.6692,150220.92,100000.0,50220.92000000001,True,0.0,557,46,0
21,6,10,2,4,batch_021,Team 02,Premium Quality,innovation_leap,Innovation leap,4,5,28.0,-1504.35,4926.6,6430.95,34,0.0961,0.8982,135757.74,70000.0,65757.73999999999,True,0.0,315,4,0
21,6,10,2,4,batch_021,Team 05,Low-Cost Volume,premium_quality,Premium quality,5,6,12.0,-1512.0,0.0,1512.0,0,0.0,1.0,34017.03,0.0,34017.03,False,0.0,392,0,0
21,6,10,2,4,batch_021,Team 06,Community / Club,low_cost_volume,Low-cost volume,6,4,32.0,-1695.11,32626.88,34321.99,296,0.3715,0.5424,57454.04,35000.0,22454.04,True,0.0,432,67,0
22,6,10,4,4,batch_022,Team 01,Community / Club,cash_conservative,Cash conservative,1,2,68.0,3354.83,21220.08,17865.25,166,0.1426,0.8344,67809.17,0.0,67809.17,False,0.0,985,11,0
22,6,10,4,4,batch_022,Team 04,Engineering Challenger,low_cost_volume,Low-cost volume,2,3,56.0,-3200.56,32057.52,35258.08,221,0.2776,0.6765,29201.99,35000.0,-5798.009999999998,True,0.0,526,48,0
22,6,10,4,4,batch_022,Team 03,Sponsorship Growth,premium_quality,Premium quality,3,1,80.0,-4152.0,0.0,4152.0,0,1.0,0.0,47647.98,0.0,47647.98,False,17.97,0,0,0
