round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
2,Team 05,Community / Club,3,1,0,0,0,207,255.96,48.96,69.06,0.2698,64,128.63,225,225,303,74.26,31.21,0.0187,220,255.96,203,52,12,34,34,0.7576,26112.0,5742.64,8553.18,272.0,169.96,120.0,0.0,750.0,0.0,3414.76,0.0,0.0,44453.22,0.0,False,15607.78,10504.22,57.37,53.14,1.67,21.35,17,75,184,225,184,12,,Portfolio forecast WAPE was 26.98% against realized demand. Lost 52 sales units across the portfolio. Carried 12 backlog units into next round.
2,Team 06,Premium Quality,2,1,0,0,0,278,201.02,-76.98,76.98,0.3829,0,168.91,236,236,330,71.52,39.63,0.005,234,201.02,200,0,0,92,95,0.9949,33782.4,12166.41,12647.36,742.0,45.0,0.0,2232.0,4000.0,440.0,15341.14,10000.0,0.0,45579.5,20000.0,True,32272.77,1509.63,44.62,74.95,2.0,0.0,58,24,307,236,307,0,,"Portfolio forecast WAPE was 38.29% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 01,Premium Quality,2,1,0,0,0,180,209.41,29.41,52.69,0.2516,54,189.36,184,184,296,62.16,46.44,0.005,182,209.41,169,40,14,31,76,0.7565,32002.56,8544.96,9389.39,338.0,38.03,140.0,936.0,3000.0,0.0,6550.99,0.0,0.0,57328.15,0.0,False,22386.38,9616.18,83.02,70.48,2.0,7.78,18,76,184,184,184,14,,Portfolio forecast WAPE was 25.16% against realized demand. Lost 40 sales units across the portfolio. Carried 14 backlog units into next round.
3,Team 02,Sponsorship Growth,3,1,0,0,0,415,270.23,-144.77,144.77,0.5357,26,126.69,384,384,416,92.31,34.21,0.0403,368,270.23,326,0,26,42,92,0.9229,41300.16,16283.96,19312.94,436.0,584.72,260.0,2088.0,1500.0,231.0,8271.49,3500.0,0.0,21816.51,10500.0,False,40696.62,603.54,15.7,29.59,2.0,10.97,0,0,476,384,476,83,,"Portfolio forecast WAPE was 53.57% against realized demand. Carried 26 backlog units into next round. Used $3,500.00 of planned borrowing."
3,Team 03,Engineering Challenger,2,1,0,0,0,200,213.81,13.81,13.81,0.0646,29,164.2,200,200,331,60.42,39.16,0.005,198,213.81,205,5,24,35,122,0.873,33660.0,8458.56,9908.4,454.0,46.12,240.0,864.0,2500.0,66.0,8332.09,1000.0,0.0,56812.93,3000.0,False,22537.08,11122.92,74.38,66.63,2.0,7.34,42,106,216,200,216,21,,"Portfolio forecast WAPE was 6.46% against realized demand. Lost 5 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
3,Team 04,Low-Cost Volume,3,1,0,0,0,355,262.43,-92.57,130.01,0.4954,31,108.02,348,348,467,74.52,30.94,0.046,331,262.43,237,0,31,306,38,0.8796,25600.05,10241.14,12866.37,1911.99,492.34,310.0,936.0,9000.0,462.0,25106.89,7000.0,0.0,20349.22,21000.0,True,36219.84,-10619.79,8.44,42.67,1.33,11.73,212,55,331,348,331,7,,"Portfolio forecast WAPE was 49.54% against realized demand. Carried 31 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 05,Community / Club,3,1,0,0,0,207,286.32,79.32,79.32,0.277,83,127.6,225,218,303,71.95,31.94,0.0232,211,286.32,214,71,12,31,0,0.7174,27305.4,5876.96,8485.11,186.0,223.65,120.0,0.0,750.0,0.0,2196.74,0.0,0.0,56116.9,0.0,False,15641.72,11663.68,59.44,46.33,1.67,23.87,34,34,184,218,184,12,,Portfolio forecast WAPE was 27.70% against realized demand. Lost 71 sales units across the portfolio. Carried 12 backlog units into next round.
3,Team 06,Premium Quality,2,1,0,0,0,278,215.8,-62.2,62.2,0.2882,0,171.65,236,236,361,65.37,40.56,0.0055,234,215.8,215,0,0,111,166,0.9963,36904.32,12451.92,12943.48,998.0,51.82,0.0,2232.0,4000.0,660.0,21822.94,10000.0,0.0,59146.6,30000.0,True,33337.22,3567.1,53.29,79.01,2.0,8.08,92,95,307,236,307,0,,"Portfolio forecast WAPE was 28.82% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 01,Premium Quality,2,1,0,0,0,180,222.22,42.22,42.22,0.19,50,187.46,184,184,309,59.55,47.51,0.005,182,222.22,186,36,14,27,76,0.7874,34866.72,8741.84,9604.67,314.0,41.85,140.0,936.0,3000.0,0.0,6302.91,0.0,0.0,69416.51,0.0,False,22778.36,12088.36,88.59,68.7,2.0,5.4,31,76,184,184,184,14,,Portfolio forecast WAPE was 19.00% against realized demand. Lost 36 sales units across the portfolio. Carried 14 backlog units into next round.
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,310.56,-104.44,104.44,0.3363,26,125.63,384,384,445,86.29,34.99,0.0341,369,310.56,309,0,26,102,184,0.9181,38820.32,16655.24,19756.2,980.01,471.75,260.0,2088.0,1500.0,308.0,17354.88,3500.0,0.0,22117.63,14000.0,True,42019.2,-3198.88,6.27,28.22,2.0,9.03,42,92,476,384,476,26,,"Portfolio forecast WAPE was 33.63% against realized demand. Carried 26 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 03,Engineering Challenger,2,1,0,0,0,200,229.72,29.72,29.72,0.1294,98,161.19,200,122,343,35.57,40.06,0.005,120,229.72,155,74,24,0,0,0.6109,24985.0,8652.96,6404.91,0.0,34.88,240.0,864.0,2500.0,88.0,600.0,1000.0,0.0,64013.18,4000.0,False,18784.75,6200.25,63.82,59.11,2.0,5.01,35,122,0,122,216,24,,"Portfolio forecast WAPE was 12.94% against realized demand. Lost 74 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
4,Team 04,Low-Cost Volume,3,1,1,0,1,345,292.04,-52.96,90.78,0.3108,55,106.54,338,338,480,70.42,31.65,0.0423,323,292.04,266,21,34,164,31,0.8234,37553.15,10159.65,12805.78,1046.0,506.11,340.0,936.0,9000.0,616.0,16585.21,7000.0,0.0,29492.83,28000.0,True,35409.54,2143.61,18.3,37.29,1.33,10.23,306,38,331,338,321,31,,"Portfolio forecast WAPE was 31.08% against realized demand. Lost 21 sales units across the portfolio. Carried 34 backlog units into next round. Generated $9,214.70 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 05,Community / Club,3,1,0,0,0,201,282.96,81.96,81.96,0.2897,262,108.98,219,0,303,0.0,32.68,0.0566,0,282.96,31,250,12,0,0,0.1051,3378.24,5882.4,0.0,0.0,33.58,120.0,0.0,750.0,0.0,0.0,0.0,0.0,52709.16,0.0,False,6785.98,-3407.74,-81.86,13.57,1.67,16.71,31,0,0,0,180,12,,Portfolio forecast WAPE was 28.97% against realized demand. Lost 250 sales units across the portfolio. Carried 12 backlog units into next round.
4,Team 06,Premium Quality,2,1,0,0,0,278,232.5,-45.5,45.5,0.1957,39,166.39,236,166,392,42.35,41.5,0.005,164,232.5,193,0,39,82,0,0.8301,32113.92,12740.5,9721.08,492.0,43.42,390.0,2232.0,4000.0,880.0,14204.98,10000.0,0.0,70761.52,40000.0,True,30499.0,1614.92,49.79,79.47,2.0,5.69,111,166,0,166,307,0,,"Portfolio forecast WAPE was 19.57% against realized demand. Carried 39 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
