round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
3,Team 01,Premium Quality,2,1,0,0,0,180,354.96,174.96,174.96,0.4929,186,187.87,184,184,296,62.16,44.74,0.005,182,354.96,182,172,14,0,76,0.4933,34192.8,8232.16,10499.74,152.0,40.95,140.0,936.0,3000.0,0.0,3400.24,0.0,0.0,60393.42,0.0,False,23000.85,11191.95,84.73,39.44,2.0,14.01,0,76,184,184,184,14,,Portfolio forecast WAPE was 49.29% against realized demand. Lost 172 sales units across the portfolio. Carried 14 backlog units into next round.
3,Team 02,Sponsorship Growth,3,1,0,0,0,415,496.42,81.42,85.22,0.1717,209,123.29,384,384,416,92.31,32.95,0.0359,369,496.42,369,126,83,0,92,0.6368,45494.24,15684.2,19560.24,184.0,597.03,830.0,2088.0,1500.0,231.0,4606.4,3500.0,0.0,26484.56,10500.0,False,40674.47,4819.77,26.16,7.8,2.0,19.47,0,0,476,384,476,83,,"Portfolio forecast WAPE was 17.17% against realized demand. Lost 126 sales units across the portfolio. Carried 83 backlog units into next round. Used $3,500.00 of planned borrowing."
3,Team 03,Engineering Challenger,2,1,0,0,0,200,371.89,171.89,171.89,0.4622,197,164.73,200,200,331,60.42,37.73,0.005,198,371.89,198,173,24,0,122,0.5001,32617.0,8149.68,10739.6,244.0,44.55,240.0,864.0,2500.0,66.0,5053.06,1000.0,0.0,60877.41,3000.0,False,22847.83,9769.17,69.11,33.96,2.0,11.87,0,106,216,200,216,24,,"Portfolio forecast WAPE was 46.22% against realized demand. Lost 173 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
3,Team 04,Low-Cost Volume,3,1,1,0,0,355,511.0,156.0,156.0,0.3053,193,105.0,348,348,467,74.52,29.81,0.0418,333,511.0,352,157,36,14,38,0.6435,36961.05,9867.11,13522.86,159.99,661.39,360.0,936.0,9000.0,462.0,5244.14,7000.0,0.0,50580.5,21000.0,True,34969.35,1991.7,36.68,21.2,1.33,22.52,33,55,331,348,331,36,,"Portfolio forecast WAPE was 30.53% against realized demand. Lost 157 sales units across the portfolio. Carried 36 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 05,Community / Club,3,1,0,0,0,207,544.84,337.84,337.84,0.6201,343,127.63,225,218,303,71.95,30.77,0.0188,213,544.84,213,331,12,0,0,0.3825,27185.04,5661.68,8898.64,0.0,179.75,120.0,0.0,750.0,0.0,0.0,0.0,0.0,59630.54,0.0,False,15610.07,11574.97,58.43,15.89,1.67,45.35,0,34,184,218,184,12,,Portfolio forecast WAPE was 62.01% against realized demand. Lost 331 sales units across the portfolio. Carried 12 backlog units into next round.
3,Team 06,Premium Quality,2,1,0,0,0,278,373.9,95.9,95.9,0.2565,189,167.06,236,236,361,65.37,39.08,0.005,234,373.9,234,139,50,0,166,0.552,39093.12,11997.56,13864.44,332.0,52.66,500.0,2232.0,4000.0,660.0,10987.28,10000.0,0.0,74915.8,30000.0,True,33638.66,5454.46,56.32,50.95,2.0,15.11,0,95,307,236,307,50,,"Portfolio forecast WAPE was 25.65% against realized demand. Lost 139 sales units across the portfolio. Carried 50 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 01,Premium Quality,2,1,0,0,0,180,397.58,217.58,217.58,0.5473,229,187.87,184,184,309,59.55,45.81,0.005,182,397.58,182,215,14,0,76,0.4422,34192.8,8429.04,10715.02,152.0,40.95,140.0,936.0,3000.0,0.0,3481.56,0.0,0.0,71173.21,0.0,False,23413.01,10779.79,82.46,25.86,2.0,9.9,0,76,184,184,184,14,,Portfolio forecast WAPE was 54.73% against realized demand. Lost 215 sales units across the portfolio. Carried 14 backlog units into next round.
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,577.14,162.14,162.14,0.2809,289,123.29,384,384,445,86.29,33.74,0.0341,369,577.14,369,206,83,0,184,0.559,45494.24,16060.24,20002.16,368.01,566.34,830.0,2088.0,1500.0,308.0,8308.16,3500.0,0.0,33756.05,14000.0,False,41722.75,3771.49,24.03,0.0,2.0,16.34,0,92,476,384,476,83,,"Portfolio forecast WAPE was 28.09% against realized demand. Lost 206 sales units across the portfolio. Carried 83 backlog units into next round. Used $3,500.00 of planned borrowing."
4,Team 03,Engineering Challenger,2,1,0,0,0,200,415.23,215.23,215.23,0.5183,240,164.73,200,200,343,58.31,38.62,0.005,198,415.23,198,216,24,0,138,0.4508,32617.0,8341.92,10967.4,276.0,44.55,240.0,864.0,2500.0,88.0,5929.56,1000.0,0.0,71172.54,4000.0,False,23321.87,9295.13,66.99,20.93,2.0,8.72,0,122,216,200,216,24,,"Portfolio forecast WAPE was 51.83% against realized demand. Lost 216 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
4,Team 04,Low-Cost Volume,3,0,0,1,2,345,604.5,259.5,259.5,0.4293,274,105.03,338,338,480,70.42,30.52,0.0453,322,604.5,336,241,33,0,31,0.5495,35289.45,9796.92,13441.8,62.0,684.22,330.0,936.0,0,616.0,5146.12,7000.0,0.0,67003.01,28000.0,True,25866.94,9422.51,33.83,5.95,1.67,40.96,14,38,331,338,321,7,"Launched Team 04 NextGen into slot C, replacing Flex Edge","Launched Team 04 NextGen into slot C, replacing Flex Edge Portfolio forecast WAPE was 42.93% against realized demand. Lost 241 sales units across the portfolio. Carried 33 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 05,Community / Club,3,1,0,0,0,201,573.44,372.44,372.44,0.6495,405,128.47,219,184,303,60.73,31.5,0.0191,179,573.44,179,393,12,0,0,0.3058,22996.92,5670.0,7697.52,0.0,153.63,120.0,0.0,750.0,0.0,0.0,0.0,0.0,68236.31,0.0,False,14391.15,8605.77,52.94,0.0,1.67,32.24,0,0,184,184,180,12,,Portfolio forecast WAPE was 64.95% against realized demand. Lost 393 sales units across the portfolio. Carried 12 backlog units into next round.
4,Team 06,Premium Quality,2,1,0,0,0,278,422.11,144.11,144.11,0.3414,238,167.06,236,236,392,60.2,40.01,0.005,234,422.11,234,188,50,0,237,0.4956,39093.12,12283.07,14160.56,474.0,52.66,500.0,2232.0,4000.0,880.0,15482.37,10000.0,0.0,89426.63,40000.0,True,34582.29,4510.83,53.83,39.2,2.0,10.75,0,166,307,236,307,50,,"Portfolio forecast WAPE was 34.14% against realized demand. Lost 188 sales units across the portfolio. Carried 50 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
5,Team 01,Premium Quality,2,1,0,0,0,180,479.62,299.62,299.62,0.6247,311,187.87,184,184,322,57.14,46.87,0.005,182,479.62,182,297,14,0,76,0.3687,34192.8,8624.08,10931.17,152.0,40.95,140.0,936.0,3000.0,0.0,3562.12,0.0,0.0,81541.81,0.0,False,23824.2,10368.6,80.2,9.76,2.0,11.95,0,76,184,184,184,14,,Portfolio forecast WAPE was 62.47% against realized demand. Lost 297 sales units across the portfolio. Carried 14 backlog units into next round.
5,Team 02,Sponsorship Growth,3,1,0,0,0,403,662.06,259.06,259.06,0.3913,385,124.27,373,373,474,78.69,34.52,0.035,358,662.06,358,304,81,0,287,0.4805,44487.52,15982.76,19921.21,574.0,562.97,810.0,2088.0,1500.0,385.0,12532.24,3500.0,0.0,39919.63,17500.0,False,41823.94,2663.58,22.4,0.0,2.0,18.02,0,184,476,373,463,83,,"Portfolio forecast WAPE was 39.13% against realized demand. Lost 304 sales units across the portfolio. Carried 81 backlog units into next round. Used $3,500.00 of planned borrowing."
5,Team 03,Engineering Challenger,2,1,0,0,0,200,502.12,302.12,302.12,0.6017,327,164.73,200,200,355,56.34,39.52,0.005,198,502.12,198,303,24,0,154,0.3763,32617.0,8536.32,11194.3,308.0,44.55,240.0,864.0,2500.0,110.0,6836.08,1000.0,0.0,80992.37,5000.0,False,23797.17,8819.83,64.86,5.3,2.0,10.53,0,138,216,200,216,24,,"Portfolio forecast WAPE was 60.17% against realized demand. Lost 303 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
5,Team 04,Low-Cost Volume,2,1,0,0,0,230,529.82,299.82,299.82,0.5659,347,106.34,225,225,493,45.64,31.23,0.0426,215,529.82,215,324,23,0,127,0.382,22863.75,6683.22,9144.96,254.0,412.63,230.0,936.0,0.0,770.0,9216.21,7000.0,0.0,78435.95,35000.0,True,18430.81,4432.94,30.8,0.0,1.67,17.77,0,31,321,225,214,33,,"Portfolio forecast WAPE was 56.59% against realized demand. Lost 324 sales units across the portfolio. Carried 23 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
5,Team 05,Community / Club,3,1,0,0,0,194,640.28,446.28,446.28,0.697,476,128.16,212,180,303,59.41,32.24,0.0204,175,640.28,175,464,12,0,0,0.2683,22427.76,5609.76,7693.34,0.0,160.12,120.0,0.0,750.0,0.0,0.0,0.0,0.0,76330.85,0.0,False,14333.22,8094.54,51.23,0.0,1.67,35.07,0,0,180,180,174,12,,Portfolio forecast WAPE was 69.70% against realized demand. Lost 464 sales units across the portfolio. Carried 12 backlog units into next round.
5,Team 06,Premium Quality,2,1,0,0,0,278,512.09,234.09,234.09,0.4571,327,167.06,236,236,423,55.79,40.94,0.005,234,512.09,234,277,50,0,308,0.4163,39093.12,12568.58,14457.8,616.0,52.66,500.0,2232.0,4000.0,1100.0,20109.52,10000.0,0.0,102992.71,50000.0,True,35527.04,3566.08,51.34,24.64,2.0,13.05,0,237,307,236,307,50,,"Portfolio forecast WAPE was 45.71% against realized demand. Lost 277 sales units across the portfolio. Carried 50 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 01,Premium Quality,2,1,0,0,1,172,491.41,319.41,319.41,0.65,330,188.76,176,176,335,52.54,47.94,0.005,174,491.41,174,321,9,0,84,0.3443,32844.96,8437.44,10682.53,168.0,39.15,90.0,936.0,3000.0,0.0,4026.96,0.0,0.0,91033.65,0.0,False,23353.12,9491.84,78.65,0.0,2.0,11.05,0,76,184,176,176,14,,Portfolio forecast WAPE was 65.00% against realized demand. Lost 321 sales units across the portfolio. Carried 9 backlog units into next round.
6,Team 02,Sponsorship Growth,3,1,0,0,0,394,733.92,339.92,339.92,0.4632,465,123.43,364,364,503,72.37,35.31,0.0358,349,733.92,349,386,79,0,399,0.4283,43077.76,15924.81,19901.04,798.0,562.52,790.0,2088.0,1500.0,462.0,17238.69,3500.0,0.0,44471.02,21000.0,True,42026.37,1051.39,19.17,0.0,2.0,19.36,0,287,476,364,451,81,,"Portfolio forecast WAPE was 46.32% against realized demand. Lost 386 sales units across the portfolio. Carried 79 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 03,Engineering Challenger,2,1,0,0,0,193,515.65,322.65,322.65,0.6257,347,164.03,193,193,367,52.59,40.42,0.005,191,515.65,191,324,23,0,177,0.3539,31329.0,8407.36,11035.86,354.0,42.98,230.0,864.0,2500.0,132.0,8054.34,1000.0,0.0,89755.17,6000.0,False,23566.2,7762.8,62.0,0.0,2.0,9.63,0,154,216,193,208,24,,"Portfolio forecast WAPE was 62.57% against realized demand. Lost 324 sales units across the portfolio. Carried 23 backlog units into next round. Used $1,000.00 of planned borrowing."
6,Team 04,Low-Cost Volume,2,1,1,0,1,219,632.45,413.45,413.45,0.6537,450,107.04,214,214,506,42.29,31.94,0.0429,204,632.45,204,433,17,0,127,0.3112,21835.8,6483.82,8908.92,254.0,394.05,170.0,936.0,9000.0,924.0,10356.38,7000.0,0.0,80200.96,42000.0,True,27070.79,-5234.99,29.65,0.0,1.67,17.87,0,127,214,214,203,23,,"Portfolio forecast WAPE was 65.37% against realized demand. Lost 433 sales units across the portfolio. Carried 17 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 05,Community / Club,3,1,0,0,0,194,769.35,575.35,575.35,0.7478,610,128.21,212,174,303,57.43,32.97,0.0203,169,769.35,169,598,12,0,0,0.2163,21666.84,5736.78,7596.54,0.0,154.45,120.0,0.0,750.0,0.0,0.0,0.0,0.0,83639.92,0.0,False,14357.77,7309.07,48.4,0.0,1.67,42.91,0,0,174,174,174,12,,Portfolio forecast WAPE was 74.78% against realized demand. Lost 598 sales units across the portfolio. Carried 12 backlog units into next round.
6,Team 06,Premium Quality,2,1,0,0,0,267,520.21,253.21,253.21,0.4867,345,167.84,226,226,454,49.78,41.87,0.005,224,520.21,224,297,48,0,389,0.3928,37595.52,12309.78,14194.58,778.0,50.41,480.0,2232.0,4000.0,1320.0,25287.43,10000.0,0.0,115223.46,60000.0,True,35364.77,2230.75,49.29,9.25,2.0,11.81,0,308,307,226,294,50,,"Portfolio forecast WAPE was 48.67% against realized demand. Lost 297 sales units across the portfolio. Carried 48 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 01,Premium Quality,1,1,0,0,1,78,303.72,225.72,225.72,0.7432,233,209.52,80,80,348,22.99,49.0,0.005,79,303.72,79,233,0,0,180,0.2526,16552.08,3920.0,5026.4,360.0,17.78,0.0,936.0,3000.0,0.0,8820.0,0.0,0.0,94325.55,0.0,False,13260.18,3291.9,96.05,0.0,2.0,0.0,0,84,176,80,80,9,,Portfolio forecast WAPE was 74.32% against realized demand. Lost 233 sales units across the portfolio.
7,Team 02,Sponsorship Growth,3,1,0,0,0,382,938.02,556.02,556.02,0.5928,677,123.27,353,353,532,66.35,36.09,0.0371,338,938.02,338,601,76,0,509,0.3323,41664.48,15807.42,19765.16,1018.0,564.33,760.0,2088.0,1500.0,539.0,22044.81,3500.0,0.0,47593.59,24500.0,True,42041.91,-377.43,16.35,0.0,2.0,26.87,0,399,463,353,438,79,,"Portfolio forecast WAPE was 59.28% against realized demand. Lost 601 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 03,Engineering Challenger,2,1,0,0,0,184,623.21,439.21,439.21,0.7048,463,164.77,184,184,379,48.55,41.32,0.005,182,623.21,182,441,22,0,201,0.2816,29988.0,8222.68,10764.15,402.0,40.95,220.0,864.0,2500.0,154.0,9355.32,1000.0,0.0,97575.39,7000.0,False,23167.78,6820.22,60.22,0.0,2.0,13.18,0,177,208,184,199,23,,"Portfolio forecast WAPE was 70.48% against realized demand. Lost 441 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing."
7,Team 04,Low-Cost Volume,1,0,0,1,1,86,530.98,444.98,444.98,0.838,451,128.1,84,84,519,16.18,32.65,0.0533,79,530.98,79,442,9,0,246,0.1488,10119.9,2612.0,3661.56,492.0,189.56,90.0,936.0,0,1078.0,15381.9,7000.0,0.0,88261.74,49000.0,True,9059.12,1060.78,46.29,0.0,1.67,0.0,0,127,203,84,80,0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen","Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 83.80% against realized demand. Lost 442 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 05,Community / Club,3,1,0,0,0,191,980.68,789.68,789.68,0.8052,822,127.77,208,174,303,57.43,33.7,0.0212,169,980.68,169,811,11,0,0,0.1702,21593.4,5762.7,7750.3,0.0,161.39,110.0,0.0,750.0,0.0,0.0,0.0,0.0,90698.93,0.0,False,14534.39,7059.01,46.86,0.0,1.67,59.45,0,0,174,174,171,12,,Portfolio forecast WAPE was 80.52% against realized demand. Lost 811 sales units across the portfolio. Carried 11 backlog units into next round.
7,Team 06,Premium Quality,2,1,0,0,0,257,623.4,366.4,366.4,0.5877,455,167.07,217,217,485,44.74,42.8,0.005,215,623.4,215,409,46,0,466,0.3202,35919.36,12069.6,13954.24,932.0,48.38,460.0,2232.0,4000.0,1540.0,30444.8,10000.0,0.0,125906.6,70000.0,True,35236.22,683.14,45.8,0.0,2.0,15.76,0,389,294,217,282,48,,"Portfolio forecast WAPE was 58.77% against realized demand. Lost 409 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 01,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,361,0.0,50.07,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13018.2,0.0,0.0,90389.55,0.0,False,3936.0,-3936.0,0.0,5.21,2.0,0.0,0,180,80,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
8,Team 02,Sponsorship Growth,3,1,0,0,0,382,1114.09,732.09,732.09,0.6571,850,123.27,353,353,561,62.92,36.88,0.0371,338,1114.09,338,774,76,0,607,0.284,41664.48,16153.44,20174.79,1214.0,564.33,760.0,2088.0,1500.0,616.0,26586.16,3500.0,0.0,49687.51,28000.0,True,43070.56,-1406.08,14.12,0.0,2.0,31.95,0,509,451,353,438,76,,"Portfolio forecast WAPE was 65.71% against realized demand. Lost 774 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 03,Engineering Challenger,2,1,0,0,0,184,741.35,557.35,557.35,0.7518,580,164.77,184,184,391,47.06,42.22,0.005,182,741.35,182,558,22,0,216,0.2384,29988.0,8401.78,10974.74,432.0,40.95,220.0,864.0,2500.0,176.0,10319.52,1000.0,0.0,104953.92,8000.0,True,23609.47,6378.53,58.08,0.0,2.0,15.71,0,201,199,184,199,22,,"Portfolio forecast WAPE was 75.18% against realized demand. Lost 558 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 04,Low-Cost Volume,1,1,0,0,0,86,591.95,505.95,505.95,0.8547,520,128.1,84,84,532,15.79,33.35,0.0433,80,591.95,80,511,9,0,242,0.1331,10248.0,2668.0,3734.64,484.0,155.96,90.0,936.0,0.0,1232.0,16470.7,7000.0,0.0,96209.14,56000.0,True,9300.6,947.4,46.12,0.0,1.67,0.0,0,246,80,84,80,9,,"Portfolio forecast WAPE was 85.47% against realized demand. Lost 511 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 05,Community / Club,3,1,0,0,0,191,1162.93,971.93,971.93,0.8358,1007,127.83,208,171,303,56.44,34.43,0.0212,166,1162.93,166,996,11,0,0,0.1414,21220.08,5887.53,7772.7,0.0,158.4,110.0,0.0,750.0,0.0,0.0,0.0,0.0,97240.38,0.0,False,14678.63,6541.45,44.59,0.0,1.67,70.52,0,0,171,171,171,11,,Portfolio forecast WAPE was 83.58% against realized demand. Lost 996 sales units across the portfolio. Carried 11 backlog units into next round.
8,Team 06,Premium Quality,2,1,0,0,0,257,725.66,468.66,468.66,0.6458,555,167.07,217,217,516,42.05,43.73,0.005,215,725.66,215,509,46,0,531,0.2786,35919.36,12331.86,14229.72,1062.0,48.38,460.0,2232.0,4000.0,1760.0,35220.63,10000.0,0.0,135702.0,80000.0,True,36123.96,-204.6,43.3,0.0,2.0,18.31,0,466,282,217,282,46,,"Portfolio forecast WAPE was 64.58% against realized demand. Lost 509 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
9,Team 01,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,374,0.0,51.13,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13293.8,0.0,0.0,86453.55,0.0,False,3936.0,-3936.0,0.0,10.42,2.0,0.0,0,260,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
