round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes,run_id,team_count,market_scenario,market_label
3,Team 03,Low-Cost Volume,3,1,0,0,0,299,530.97,231.97,231.97,0.4369,261,102.14,324,304,424,71.7,27.36,0.0496,287,530.97,287,243,18,0,0,0.5228,29312.76,7277.76,10776.6,0.0,640.24,180.0,0.0,750.0,0.0,0.0,0.0,0.0,61795.26,0.0,False,19624.6,9688.16,37.0,0.0,1.33,24.1,0,38,266,304,266,18,,Portfolio forecast WAPE was 43.69% against realized demand. Lost 243 sales units across the portfolio. Carried 18 backlog units into next round.,1,4,batch_001,Batch market 001
3,Team 04,Community / Club,3,1,0,0,0,383,596.72,213.72,213.72,0.3582,347,120.25,325,325,417,77.94,29.92,0.0218,317,596.72,317,278,69,0,194,0.4762,38119.68,12626.24,14513.12,388.0,311.16,690.0,2592.0,4000.0,660.0,10304.48,10000.0,0.0,61154.35,30000.0,True,35780.52,2339.16,33.66,14.77,1.67,49.59,0,97,422,325,422,69,,"Portfolio forecast WAPE was 35.82% against realized demand. Lost 278 sales units across the portfolio. Carried 69 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",1,4,batch_001,Batch market 001
4,Team 01,Sponsorship Growth,3,1,0,0,0,315,608.94,293.94,293.94,0.4827,338,140.01,315,315,378,83.33,36.93,0.0216,307,608.94,307,300,38,0,80,0.4745,42984.0,12556.2,16057.15,159.99,298.83,380.0,936.0,2500.0,88.0,3554.4,1000.0,0.0,77303.94,4000.0,False,32976.17,10007.83,45.84,0.87,2.0,17.97,0,55,340,315,340,38,,"Portfolio forecast WAPE was 48.27% against realized demand. Lost 300 sales units across the portfolio. Carried 38 backlog units into next round. Used $1,000.00 of planned borrowing.",1,4,batch_001,Batch market 001
4,Team 02,Engineering Challenger,2,1,1,0,0,180,392.23,212.23,212.23,0.5411,235,172.92,176,176,331,53.17,40.28,0.005,174,392.23,174,217,18,0,87,0.4242,30088.8,6726.76,9584.38,174.0,39.15,180.0,648.0,9000.0,616.0,7704.36,7000.0,0.0,70597.67,28000.0,True,26968.29,3120.51,78.96,0.0,2.0,8.62,0,96,167,176,167,18,,"Portfolio forecast WAPE was 54.11% against realized demand. Lost 217 sales units across the portfolio. Carried 18 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",1,4,batch_001,Batch market 001
4,Team 03,Low-Cost Volume,3,1,0,0,0,291,541.03,250.03,250.03,0.4621,307,102.17,315,266,424,62.74,28.02,0.0501,251,541.03,251,290,17,0,0,0.449,25643.82,7229.16,9662.72,0.0,566.2,170.0,0.0,750.0,0.0,0.0,0.0,0.0,69061.0,0.0,False,18378.08,7265.74,32.61,0.0,1.33,19.3,0,0,266,266,258,18,,Portfolio forecast WAPE was 46.21% against realized demand. Lost 290 sales units across the portfolio. Carried 17 backlog units into next round.,1,4,batch_001,Batch market 001
4,Team 04,Community / Club,3,1,0,0,0,373,583.8,210.8,210.8,0.3611,344,120.9,316,316,453,69.76,30.64,0.0221,308,583.8,308,277,67,0,300,0.4718,37238.4,12593.04,14484.77,600.0,307.0,670.0,2592.0,4000.0,880.0,15192.0,10000.0,0.0,72265.94,40000.0,True,36126.81,1111.59,31.99,0.0,1.67,33.52,0,194,422,316,411,69,,"Portfolio forecast WAPE was 36.11% against realized demand. Lost 277 sales units across the portfolio. Carried 67 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",1,4,batch_001,Batch market 001
1,Team 01,Premium Quality,2,1,0,0,0,200,77.86,-122.14,122.14,1.5687,0,174.75,200,200,276,72.46,41.63,0.005,198,77.86,77,0,0,121,60,0.989,13456.0,8992.08,11799.1,846.0,17.33,0.0,720.0,2500.0,22.0,14823.49,1000.0,0.0,15143.49,1000.0,False,24896.51,-11440.51,-95.49,70.68,2.0,0.0,0,260,0,200,216,0,,"Portfolio forecast WAPE was 156.87% against realized demand. Used $1,000.00 of planned borrowing.",2,10,batch_002,Batch market 002
1,Team 02,Sponsorship Growth,3,1,0,0,0,283,117.85,-165.15,165.15,1.4014,0,149.68,278,278,336,82.74,40.99,0.0204,270,117.85,116,0,0,154,42,0.9843,17362.8,10821.36,14909.84,1008.0,105.29,0.0,720.0,9000.0,154.0,17343.45,7000.0,0.0,16828.31,7000.0,True,36718.49,-19355.69,-73.05,63.92,2.0,0.0,0,320,0,278,264,0,,"Portfolio forecast WAPE was 140.14% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
1,Team 03,Engineering Challenger,2,1,0,0,0,151,78.28,-72.72,72.72,0.929,0,170.99,164,164,293,55.97,39.36,0.005,162,78.28,77,0,0,85,126,0.9836,13166.16,5274.24,8767.6,762.0,17.33,0.0,0.0,750.0,0.0,12849.14,0.0,0.0,24738.99,0.0,False,15571.17,-2405.01,-11.6,62.61,2.0,0.0,0,290,0,164,134,0,,Portfolio forecast WAPE was 92.90% against realized demand.,2,10,batch_002,Batch market 002
1,Team 04,Low-Cost Volume,3,1,0,0,0,550,101.92,-448.08,448.08,4.3964,0,98.41,466,420,483,86.96,29.01,0.0548,396,101.92,101,0,0,295,0,0.991,9939.84,17580.06,17904.67,1770.0,251.45,0.0,3600.0,4000.0,220.0,22633.85,10000.0,0.0,3845.66,10000.0,True,45326.18,-35386.34,-255.41,45.67,1.33,5.02,0,420,0,420,606,0,,"Portfolio forecast WAPE was 439.64% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
1,Team 05,Community / Club,3,1,0,0,0,247,115.67,-131.33,131.33,1.1354,0,139.21,252,252,312,80.77,36.65,0.0098,249,115.67,114,0,0,135,48,0.9856,15869.52,9235.8,11555.58,906.0,50.46,0.0,1080.0,3000.0,0.0,12897.44,0.0,0.0,13081.68,0.0,False,25827.84,-9958.32,-43.62,64.02,1.67,5.92,0,300,0,252,252,0,,Portfolio forecast WAPE was 113.54% against realized demand.,2,10,batch_002,Batch market 002
1,Team 06,Premium Quality,2,1,0,0,0,263,79.31,-183.69,183.69,2.3161,0,153.14,244,244,291,83.85,37.32,0.0088,241,79.31,78,0,0,163,16,0.9835,11945.12,11307.96,14403.88,1010.0,30.8,0.0,1656.0,1500.0,77.0,16827.54,3500.0,0.0,11043.48,3500.0,False,29985.64,-18040.52,-176.89,70.13,2.0,0.0,0,260,0,244,303,0,,"Portfolio forecast WAPE was 231.61% against realized demand. Used $3,500.00 of planned borrowing.",2,10,batch_002,Batch market 002
1,Team 07,Sponsorship Growth,3,1,0,0,0,315,117.08,-197.92,197.92,1.6905,0,142.61,315,315,339,92.92,38.58,0.0252,306,117.08,115,0,0,191,5,0.9822,16400.0,13117.2,16716.85,1156.0,128.92,0.0,936.0,2500.0,22.0,17847.93,1000.0,0.0,12007.03,1000.0,False,34576.97,-18176.97,-117.94,64.04,2.0,0.0,0,320,0,315,340,0,,"Portfolio forecast WAPE was 169.05% against realized demand. Used $1,000.00 of planned borrowing.",2,10,batch_002,Batch market 002
1,Team 08,Engineering Challenger,2,1,0,0,0,180,77.85,-102.15,102.15,1.3121,0,176.02,176,176,304,57.89,42.07,0.005,174,77.85,77,0,0,97,114,0.9891,13553.4,7025.69,9958.11,810.0,17.33,0.0,648.0,9000.0,154.0,15415.05,7000.0,0.0,20084.27,7000.0,True,27613.13,-14059.73,-44.78,61.93,2.0,0.0,0,290,0,176,167,0,,"Portfolio forecast WAPE was 131.21% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
1,Team 09,Low-Cost Volume,3,1,0,0,0,299,103.78,-195.22,195.22,1.8811,0,104.67,324,324,424,76.42,29.27,0.0513,306,103.78,102,0,0,204,96,0.9828,10676.34,7785.82,12230.17,1416.0,238.53,0.0,0.0,750.0,0.0,16481.48,0.0,0.0,17487.82,0.0,False,22420.52,-11744.18,-93.9,46.75,1.33,4.93,0,420,0,324,266,0,,Portfolio forecast WAPE was 188.11% against realized demand.,2,10,batch_002,Batch market 002
1,Team 10,Community / Club,3,1,0,0,0,383,115.41,-267.59,267.59,2.3186,0,124.48,325,300,345,86.96,32.01,0.0236,292,115.41,114,0,0,178,0,0.9878,14190.72,13508.22,14408.4,1068.0,119.72,0.0,2592.0,4000.0,220.0,15746.76,10000.0,0.0,11314.38,10000.0,True,35916.34,-21725.62,-121.45,61.57,1.67,5.66,0,300,0,300,422,0,,"Portfolio forecast WAPE was 231.86% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
2,Team 01,Premium Quality,2,1,0,0,0,200,89.02,-110.98,110.98,1.2467,0,175.43,200,200,286,69.93,42.57,0.005,198,89.02,88,0,0,231,76,0.9885,15438.0,9195.12,12037.1,1538.0,19.8,0.0,720.0,2500.0,44.0,27271.84,1000.0,0.0,5527.47,2000.0,True,26054.02,-10616.02,-66.07,74.61,2.0,0.0,121,60,216,200,216,0,,"Portfolio forecast WAPE was 124.67% against realized demand. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
2,Team 02,Sponsorship Growth,3,1,0,0,0,283,126.69,-156.31,156.31,1.2338,0,153.32,278,278,346,80.35,41.92,0.0182,272,126.69,125,0,0,301,28,0.9867,19164.6,11066.88,15218.86,1862.0,101.98,0.0,720.0,9000.0,308.0,32369.65,7000.0,0.0,4715.19,14000.0,True,38277.72,-19113.12,-57.78,66.16,2.0,2.87,154,42,264,278,264,0,,"Portfolio forecast WAPE was 123.38% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
2,Team 03,Engineering Challenger,2,1,0,0,0,151,89.56,-61.44,61.44,0.686,0,170.24,164,164,293,55.97,40.25,0.005,162,89.56,88,0,0,159,96,0.9826,14980.74,5393.5,8944.72,1146.0,19.8,0.0,0.0,750.0,0.0,18935.77,0.0,0.0,23465.71,0.0,False,16254.02,-1273.28,7.08,67.2,2.0,0.0,85,126,134,164,134,0,,Portfolio forecast WAPE was 68.60% against realized demand.,2,10,batch_002,Batch market 002
2,Team 04,Low-Cost Volume,3,1,0,0,0,550,113.99,-436.01,436.01,3.825,0,98.99,466,466,533,87.43,29.67,0.0538,439,113.99,112,0,0,622,140,0.9825,11087.04,17980.02,20036.71,4012.0,271.99,0.0,3600.0,4000.0,440.0,56164.02,10000.0,25408.02,0.0,45408.02,True,50340.72,-39253.68,-242.87,43.35,1.33,5.46,295,0,606,466,606,0,,"Portfolio forecast WAPE was 382.50% against realized demand. Used $10,000.00 of planned borrowing. Auto-borrowed $25,408.02 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
2,Team 05,Community / Club,3,1,0,0,0,247,124.74,-122.26,122.26,0.9801,0,140.0,252,252,327,77.06,37.48,0.008,249,124.74,123,0,0,261,48,0.9861,17219.52,9444.96,11788.93,1662.0,42.41,0.0,1080.0,3000.0,0.0,23791.28,0.0,0.0,3282.9,0.0,True,27018.3,-9798.78,-32.98,67.53,1.67,10.63,135,48,252,252,252,0,,Portfolio forecast WAPE was 98.01% against realized demand. Liquidity stress flagged this round.,2,10,batch_002,Batch market 002
2,Team 06,Premium Quality,2,1,0,0,0,263,90.61,-172.39,172.39,1.9025,0,153.81,244,16,314,5.1,38.16,0.0074,14,90.61,89,0,0,88,0,0.9822,13689.28,11562.48,1177.12,528.0,29.5,0.0,1656.0,1500.0,154.0,10882.24,3500.0,0.0,11625.66,7000.0,True,16607.1,-2917.82,10.34,73.67,2.0,0.0,163,16,0,16,303,0,,"Portfolio forecast WAPE was 190.25% against realized demand. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
2,Team 07,Sponsorship Growth,3,1,0,0,0,315,125.99,-189.01,189.01,1.5002,0,145.76,315,315,352,89.49,39.45,0.0229,307,125.99,125,0,0,373,30,0.9921,18220.0,13413.0,17066.15,2298.0,128.26,0.0,936.0,2500.0,44.0,37180.6,1000.0,5158.38,0.0,7158.38,True,36385.41,-18165.41,-99.1,65.75,2.0,2.82,191,5,340,315,340,0,,"Portfolio forecast WAPE was 150.02% against realized demand. Used $1,000.00 of planned borrowing. Auto-borrowed $5,158.38 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
2,Team 08,Engineering Challenger,2,1,0,0,0,180,88.96,-91.04,91.04,1.0234,0,175.24,176,176,313,56.23,43.02,0.005,174,88.96,88,0,0,183,105,0.9892,15421.35,7184.34,10157.78,1308.0,19.8,0.0,648.0,9000.0,308.0,25051.54,7000.0,0.0,13879.7,14000.0,True,28625.92,-13204.57,-22.05,65.86,2.0,0.0,97,114,167,176,167,0,,"Portfolio forecast WAPE was 102.34% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
2,Team 09,Low-Cost Volume,3,1,0,0,0,299,116.19,-182.81,182.81,1.5734,0,105.1,324,324,424,76.42,29.93,0.0504,307,116.19,115,0,0,396,38,0.9898,12085.98,7961.38,12493.39,2452.01,261.75,0.0,0.0,750.0,0.0,28259.32,0.0,0.0,5655.27,0.0,False,23918.53,-11832.55,-75.05,45.72,1.33,5.38,204,96,266,324,266,0,,Portfolio forecast WAPE was 157.34% against realized demand.,2,10,batch_002,Batch market 002
2,Team 10,Community / Club,3,1,0,0,0,383,124.24,-258.76,258.76,2.0827,0,125.13,325,325,381,85.3,32.73,0.0218,317,124.24,123,0,0,372,97,0.99,15390.72,13812.06,15784.8,2426.0,116.31,0.0,2592.0,4000.0,440.0,36787.81,10000.0,2466.07,0.0,22466.07,True,39171.17,-23780.45,-116.44,63.4,1.67,10.31,178,0,422,325,422,0,,"Portfolio forecast WAPE was 208.27% against realized demand. Used $10,000.00 of planned borrowing. Auto-borrowed $2,466.07 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
3,Team 01,Premium Quality,2,1,0,0,0,200,95.41,-104.59,104.59,1.0962,0,178.4,200,200,296,67.57,43.51,0.005,198,95.41,95,0,0,334,92,0.9957,16948.0,9398.16,12276.05,2188.0,21.38,0.0,720.0,2500.0,66.0,40040.38,1000.0,3694.12,0.0,6694.12,True,27169.59,-10221.59,-49.97,78.64,2.0,3.66,231,76,216,200,216,0,,"Portfolio forecast WAPE was 109.62% against realized demand. Used $1,000.00 of planned borrowing. Auto-borrowed $3,694.12 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
3,Team 02,Sponsorship Growth,3,1,0,0,0,283,138.52,-144.48,144.48,1.043,0,150.4,278,278,356,78.09,42.85,0.0176,272,138.52,137,0,0,436,14,0.989,20605.2,11312.4,15526.16,2644.0,107.93,0.0,720.0,9000.0,462.0,47900.7,7000.0,7452.1,0.0,28452.1,True,39772.49,-19167.29,-46.29,68.5,2.0,5.71,301,28,264,278,264,0,,"Portfolio forecast WAPE was 104.30% against realized demand. Used $7,000.00 of planned borrowing. Auto-borrowed $7,452.10 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
3,Team 03,Engineering Challenger,2,1,0,0,0,151,96.31,-54.69,54.69,0.5679,0,167.76,164,164,293,55.97,41.15,0.005,162,96.31,95,0,0,226,66,0.9864,15937.5,5514.1,9123.48,1488.0,21.38,0.0,0.0,750.0,0.0,24588.4,0.0,0.0,22506.25,0.0,False,16896.96,-959.46,13.46,71.85,2.0,3.22,159,96,134,164,134,0,,Portfolio forecast WAPE was 56.79% against realized demand.,2,10,batch_002,Batch market 002
3,Team 04,Low-Cost Volume,3,1,0,0,0,550,123.33,-426.67,426.67,3.4596,0,100.12,466,466,583,79.93,30.32,0.053,439,123.33,122,0,0,939,280,0.9892,12215.04,18373.92,20459.82,6193.99,291.66,0.0,3600.0,4000.0,1218.98,91286.76,10000.0,31923.33,0.0,87331.35,True,54138.37,-41923.33,-220.58,41.22,1.33,5.72,622,140,606,466,606,0,,"Portfolio forecast WAPE was 345.96% against realized demand. Used $10,000.00 of planned borrowing. Auto-borrowed $31,923.33 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
3,Team 05,Community / Club,3,1,0,0,0,247,142.56,-104.44,104.44,0.7326,0,140.03,252,252,342,73.68,38.31,0.008,249,142.56,141,0,0,369,48,0.9891,19744.56,9654.12,12022.05,2310.0,48.61,0.0,1080.0,3000.0,0.0,34342.08,0.0,5087.32,0.0,5087.32,True,28114.78,-8370.22,-14.04,71.08,1.67,12.15,261,48,252,252,252,0,,"Portfolio forecast WAPE was 73.26% against realized demand. Auto-borrowed $5,087.32 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
3,Team 06,Premium Quality,2,1,0,0,0,263,97.1,-165.9,165.9,1.7085,0,156.44,244,244,337,72.4,39.01,0.0064,242,97.1,96,0,0,234,59,0.9887,15018.08,11820.03,15002.84,1522.0,26.55,0.0,1656.0,1500.0,231.0,27635.1,3500.0,1614.68,0.0,12114.68,True,31758.42,-16740.34,-123.24,77.42,2.0,3.91,88,0,303,244,303,0,,"Portfolio forecast WAPE was 170.85% against realized demand. Used $3,500.00 of planned borrowing. Auto-borrowed $1,614.68 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
3,Team 07,Sponsorship Growth,3,1,0,0,0,315,137.66,-177.34,177.34,1.2882,0,143.29,315,315,365,86.3,40.33,0.0224,307,137.66,136,0,0,544,55,0.9879,19488.0,13712.2,17415.2,3373.99,135.88,0.0,936.0,2500.0,179.48,58121.91,1000.0,17764.75,0.0,25923.13,True,38252.75,-18764.75,-86.58,67.47,2.0,5.6,373,30,340,315,340,0,,"Portfolio forecast WAPE was 128.82% against realized demand. Used $1,000.00 of planned borrowing. Auto-borrowed $17,764.75 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
3,Team 08,Engineering Challenger,2,1,0,0,0,180,95.5,-84.5,84.5,0.8848,0,172.87,176,176,322,54.66,43.98,0.005,174,95.5,94,0,0,263,96,0.9843,16249.8,7344.66,10357.45,1770.0,21.15,0.0,648.0,9000.0,462.0,34416.15,7000.0,0.0,7526.24,21000.0,True,29603.26,-13353.46,-15.68,69.73,2.0,3.22,183,105,167,176,167,0,,"Portfolio forecast WAPE was 88.48% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
3,Team 09,Low-Cost Volume,3,1,0,0,0,299,126.06,-172.94,172.94,1.3719,0,106.28,324,304,424,71.7,30.6,0.0496,287,126.06,125,0,0,558,0,0.9916,13284.48,8139.6,11976.9,3348.0,279.75,0.0,0.0,750.0,0.0,39891.89,0.0,5554.5,0.0,5554.5,True,24494.25,-11209.77,-56.89,44.06,1.33,5.71,396,38,266,304,266,0,,"Portfolio forecast WAPE was 137.19% against realized demand. Auto-borrowed $5,554.50 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
3,Team 10,Community / Club,3,1,0,0,0,383,141.54,-241.46,241.46,1.7059,0,124.96,325,325,417,77.94,33.46,0.0218,317,141.54,140,0,0,549,194,0.9891,17495.04,14120.12,16111.35,3682.0,132.56,0.0,2592.0,4000.0,714.25,59025.06,10000.0,13857.24,0.0,46323.31,True,41352.28,-23857.24,-91.92,65.21,1.67,11.75,372,97,422,325,422,0,,"Portfolio forecast WAPE was 170.59% against realized demand. Used $10,000.00 of planned borrowing. Auto-borrowed $13,857.24 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
4,Team 01,Premium Quality,2,1,0,0,0,200,102.57,-97.43,97.43,0.9499,0,176.49,200,200,306,65.36,44.46,0.005,198,102.57,102,0,0,430,108,0.9944,18002.0,9603.36,12513.0,2796.0,22.96,0.0,720.0,2500.0,169.27,53374.94,1000.0,9322.59,0.0,17016.71,True,28324.59,-10322.59,-40.56,82.65,2.0,2.54,334,92,216,200,216,0,,"Portfolio forecast WAPE was 94.99% against realized demand. Used $1,000.00 of planned borrowing. Auto-borrowed $9,322.59 to cover a cash shortfall. Liquidity stress flagged this round.",2,10,batch_002,Batch market 002
