round_number,team_name,product_id,slot_name,product_name,forecast_units,actual_demand_units,actual_sales_units,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,run_id,team_count,market_scenario,market_label
2,Team 02,team_02_A,A,Vector X,81,209.82,78,128.82,128.82,1.5904,0.614,1,4,batch_001,Batch market 001
2,Team 02,team_02_B,B,Axis Control,99,195.88,96,96.88,96.88,0.9786,0.4946,1,4,batch_001,Batch market 001
2,Team 02,team_02_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,1,4,batch_001,Batch market 001
2,Team 03,team_03_A,A,Starter Pop,121,207.91,124,86.91,86.91,0.7182,0.418,1,4,batch_001,Batch market 001
2,Team 03,team_03_B,B,Club Value,106,134.15,109,28.15,28.15,0.2655,0.2098,1,4,batch_001,Batch market 001
2,Team 03,team_03_C,C,Flex Edge,72,190.67,74,118.67,118.67,1.6482,0.6224,1,4,batch_001,Batch market 001
2,Team 04,team_04_A,A,Club Control,153,169.07,127,16.07,16.07,0.105,0.095,1,4,batch_001,Batch market 001
2,Team 04,team_04_B,B,Court Starter,132,151.45,109,19.45,19.45,0.1474,0.1284,1,4,batch_001,Batch market 001
2,Team 04,team_04_C,C,Club Spin,98,247.81,81,149.81,149.81,1.5287,0.6045,1,4,batch_001,Batch market 001
3,Team 01,team_01_A,A,Momentum Edge,120,231.17,117,111.17,111.17,0.9264,0.4809,1,4,batch_001,Batch market 001
3,Team 01,team_01_B,B,Rise Power,85,176.66,83,91.66,91.66,1.0784,0.5189,1,4,batch_001,Batch market 001
3,Team 01,team_01_C,C,Court Wave,110,171.17,107,61.17,61.17,0.5561,0.3574,1,4,batch_001,Batch market 001
3,Team 02,team_02_A,A,Vector X,81,179.17,78,98.17,98.17,1.212,0.5479,1,4,batch_001,Batch market 001
3,Team 02,team_02_B,B,Axis Control,99,218.14,96,119.14,119.14,1.2034,0.5462,1,4,batch_001,Batch market 001
3,Team 02,team_02_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,1,4,batch_001,Batch market 001
3,Team 03,team_03_A,A,Starter Pop,121,178.28,116,57.28,57.28,0.4734,0.3213,1,4,batch_001,Batch market 001
3,Team 03,team_03_B,B,Club Value,106,147.54,102,41.54,41.54,0.3919,0.2815,1,4,batch_001,Batch market 001
3,Team 03,team_03_C,C,Flex Edge,72,205.15,69,133.15,133.15,1.8493,0.649,1,4,batch_001,Batch market 001
3,Team 04,team_04_A,A,Club Control,153,177.54,127,24.54,24.54,0.1604,0.1382,1,4,batch_001,Batch market 001
3,Team 04,team_04_B,B,Court Starter,132,158.94,109,26.94,26.94,0.2041,0.1695,1,4,batch_001,Batch market 001
3,Team 04,team_04_C,C,Club Spin,98,260.24,81,162.24,162.24,1.6556,0.6234,1,4,batch_001,Batch market 001
4,Team 01,team_01_A,A,Momentum Edge,120,208.58,117,88.58,88.58,0.7381,0.4247,1,4,batch_001,Batch market 001
4,Team 01,team_01_B,B,Rise Power,85,194.71,83,109.71,109.71,1.2908,0.5635,1,4,batch_001,Batch market 001
4,Team 01,team_01_C,C,Court Wave,110,205.65,107,95.65,95.65,0.8695,0.4651,1,4,batch_001,Batch market 001
4,Team 02,team_02_A,A,Vector X,81,196.62,78,115.62,115.62,1.4274,0.588,1,4,batch_001,Batch market 001
4,Team 02,team_02_B,B,Axis Control,99,195.61,96,96.61,96.61,0.9759,0.4939,1,4,batch_001,Batch market 001
4,Team 02,team_02_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,1,4,batch_001,Batch market 001
4,Team 03,team_03_A,A,Starter Pop,121,211.39,105,90.39,90.39,0.747,0.4276,1,4,batch_001,Batch market 001
4,Team 03,team_03_B,B,Club Value,98,142.26,84,44.26,44.26,0.4517,0.3111,1,4,batch_001,Batch market 001
4,Team 03,team_03_C,C,Flex Edge,72,187.38,62,115.38,115.38,1.6025,0.6158,1,4,batch_001,Batch market 001
4,Team 04,team_04_A,A,Club Control,153,198.25,127,45.25,45.25,0.2957,0.2282,1,4,batch_001,Batch market 001
4,Team 04,team_04_B,B,Court Starter,122,157.29,100,35.29,35.29,0.2892,0.2243,1,4,batch_001,Batch market 001
4,Team 04,team_04_C,C,Club Spin,98,228.26,81,130.26,130.26,1.3292,0.5707,1,4,batch_001,Batch market 001
1,Team 01,team_01_A,A,Elite Spin Pro,95,38.56,38,-56.44,56.44,-0.5941,1.4634,2,10,batch_002,Batch market 002
1,Team 01,team_01_B,B,Control Tour,105,39.3,39,-65.7,65.7,-0.6257,1.6719,2,10,batch_002,Batch market 002
1,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
1,Team 02,team_02_A,A,Momentum Edge,108,36.57,36,-71.43,71.43,-0.6614,1.9534,2,10,batch_002,Batch market 002
1,Team 02,team_02_B,B,Rise Power,76,40.53,40,-35.47,35.47,-0.4668,0.8754,2,10,batch_002,Batch market 002
1,Team 02,team_02_C,C,Court Wave,99,40.75,40,-58.25,58.25,-0.5884,1.4295,2,10,batch_002,Batch market 002
1,Team 03,team_03_A,A,Vector X,68,41.38,41,-26.62,26.62,-0.3914,0.6432,2,10,batch_002,Batch market 002
1,Team 03,team_03_B,B,Axis Control,83,36.9,36,-46.1,46.1,-0.5554,1.2494,2,10,batch_002,Batch market 002
1,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
1,Team 04,team_04_A,A,Starter Pop,223,40.37,40,-182.63,182.63,-0.819,4.5236,2,10,batch_002,Batch market 002
1,Team 04,team_04_B,B,Club Value,195,27.31,27,-167.69,167.69,-0.8599,6.1397,2,10,batch_002,Batch market 002
1,Team 04,team_04_C,C,Flex Edge,132,34.24,34,-97.76,97.76,-0.7406,2.8555,2,10,batch_002,Batch market 002
1,Team 05,team_05_A,A,Club Control,99,45.71,45,-53.29,53.29,-0.5383,1.166,2,10,batch_002,Batch market 002
1,Team 05,team_05_B,B,Court Starter,85,30.27,30,-54.73,54.73,-0.6439,1.8085,2,10,batch_002,Batch market 002
1,Team 05,team_05_C,C,Club Spin,63,39.69,39,-23.31,23.31,-0.37,0.5872,2,10,batch_002,Batch market 002
1,Team 06,team_06_A,A,Elite Spin Pro,125,37.53,37,-87.47,87.47,-0.6998,2.3307,2,10,batch_002,Batch market 002
1,Team 06,team_06_B,B,Control Tour,138,41.78,41,-96.22,96.22,-0.6973,2.3031,2,10,batch_002,Batch market 002
1,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
1,Team 07,team_07_A,A,Momentum Edge,120,37.37,37,-82.63,82.63,-0.6886,2.2113,2,10,batch_002,Batch market 002
1,Team 07,team_07_B,B,Rise Power,85,39.74,39,-45.26,45.26,-0.5324,1.1387,2,10,batch_002,Batch market 002
1,Team 07,team_07_C,C,Court Wave,110,39.97,39,-70.03,70.03,-0.6366,1.752,2,10,batch_002,Batch market 002
1,Team 08,team_08_A,A,Vector X,81,41.47,41,-39.53,39.53,-0.488,0.9532,2,10,batch_002,Batch market 002
1,Team 08,team_08_B,B,Axis Control,99,36.38,36,-62.62,62.62,-0.6325,1.7214,2,10,batch_002,Batch market 002
1,Team 08,team_08_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
1,Team 09,team_09_A,A,Starter Pop,121,41.39,41,-79.61,79.61,-0.6579,1.9234,2,10,batch_002,Batch market 002
1,Team 09,team_09_B,B,Club Value,106,26.81,26,-79.19,79.19,-0.747,2.9532,2,10,batch_002,Batch market 002
1,Team 09,team_09_C,C,Flex Edge,72,35.58,35,-36.42,36.42,-0.5058,1.0235,2,10,batch_002,Batch market 002
1,Team 10,team_10_A,A,Club Control,153,45.02,45,-107.98,107.98,-0.7058,2.3987,2,10,batch_002,Batch market 002
1,Team 10,team_10_B,B,Court Starter,132,28.98,28,-103.02,103.02,-0.7805,3.5553,2,10,batch_002,Batch market 002
1,Team 10,team_10_C,C,Club Spin,98,41.41,41,-56.59,56.59,-0.5774,1.3665,2,10,batch_002,Batch market 002
2,Team 01,team_01_A,A,Elite Spin Pro,95,45.78,45,-49.22,49.22,-0.5181,1.0752,2,10,batch_002,Batch market 002
2,Team 01,team_01_B,B,Control Tour,105,43.24,43,-61.76,61.76,-0.5882,1.4282,2,10,batch_002,Batch market 002
2,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
2,Team 02,team_02_A,A,Momentum Edge,108,44.84,44,-63.16,63.16,-0.5848,1.4086,2,10,batch_002,Batch market 002
2,Team 02,team_02_B,B,Rise Power,76,46.01,46,-29.99,29.99,-0.3946,0.6518,2,10,batch_002,Batch market 002
2,Team 02,team_02_C,C,Court Wave,99,35.84,35,-63.16,63.16,-0.6379,1.762,2,10,batch_002,Batch market 002
2,Team 03,team_03_A,A,Vector X,68,45.66,45,-22.34,22.34,-0.3285,0.4891,2,10,batch_002,Batch market 002
2,Team 03,team_03_B,B,Axis Control,83,43.9,43,-39.1,39.1,-0.4711,0.8907,2,10,batch_002,Batch market 002
2,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
2,Team 04,team_04_A,A,Starter Pop,223,43.91,43,-179.09,179.09,-0.8031,4.0789,2,10,batch_002,Batch market 002
2,Team 04,team_04_B,B,Club Value,195,29.71,29,-165.29,165.29,-0.8477,5.5642,2,10,batch_002,Batch market 002
2,Team 04,team_04_C,C,Flex Edge,132,40.37,40,-91.63,91.63,-0.6941,2.2695,2,10,batch_002,Batch market 002
2,Team 05,team_05_A,A,Club Control,99,37.52,37,-61.48,61.48,-0.621,1.6385,2,10,batch_002,Batch market 002
2,Team 05,team_05_B,B,Court Starter,85,34.58,34,-50.42,50.42,-0.5932,1.4583,2,10,batch_002,Batch market 002
2,Team 05,team_05_C,C,Club Spin,63,52.64,52,-10.36,10.36,-0.1644,0.1967,2,10,batch_002,Batch market 002
2,Team 06,team_06_A,A,Elite Spin Pro,125,44.7,44,-80.3,80.3,-0.6424,1.7965,2,10,batch_002,Batch market 002
2,Team 06,team_06_B,B,Control Tour,138,45.91,45,-92.09,92.09,-0.6673,2.0059,2,10,batch_002,Batch market 002
2,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
2,Team 07,team_07_A,A,Momentum Edge,120,45.71,45,-74.29,74.29,-0.6191,1.625,2,10,batch_002,Batch market 002
2,Team 07,team_07_B,B,Rise Power,85,45.14,45,-39.86,39.86,-0.469,0.8831,2,10,batch_002,Batch market 002
2,Team 07,team_07_C,C,Court Wave,110,35.14,35,-74.86,74.86,-0.6805,2.13,2,10,batch_002,Batch market 002
2,Team 08,team_08_A,A,Vector X,81,45.7,45,-35.3,35.3,-0.4358,0.7725,2,10,batch_002,Batch market 002
2,Team 08,team_08_B,B,Axis Control,99,43.26,43,-55.74,55.74,-0.563,1.2885,2,10,batch_002,Batch market 002
2,Team 08,team_08_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
2,Team 09,team_09_A,A,Starter Pop,121,45.13,45,-75.87,75.87,-0.6271,1.6814,2,10,batch_002,Batch market 002
2,Team 09,team_09_B,B,Club Value,106,29.23,29,-76.77,76.77,-0.7243,2.6265,2,10,batch_002,Batch market 002
2,Team 09,team_09_C,C,Flex Edge,72,41.83,41,-30.17,30.17,-0.4191,0.7214,2,10,batch_002,Batch market 002
2,Team 10,team_10_A,A,Club Control,153,37.02,37,-115.98,115.98,-0.758,3.1324,2,10,batch_002,Batch market 002
2,Team 10,team_10_B,B,Court Starter,132,32.96,32,-99.04,99.04,-0.7503,3.0049,2,10,batch_002,Batch market 002
2,Team 10,team_10_C,C,Club Spin,98,54.26,54,-43.74,43.74,-0.4463,0.806,2,10,batch_002,Batch market 002
3,Team 01,team_01_A,A,Elite Spin Pro,95,56.23,56,-38.77,38.77,-0.4082,0.6896,2,10,batch_002,Batch market 002
3,Team 01,team_01_B,B,Control Tour,105,39.18,39,-65.82,65.82,-0.6268,1.6796,2,10,batch_002,Batch market 002
3,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
3,Team 02,team_02_A,A,Momentum Edge,108,54.25,54,-53.75,53.75,-0.4977,0.9907,2,10,batch_002,Batch market 002
3,Team 02,team_02_B,B,Rise Power,76,42.66,42,-33.34,33.34,-0.4386,0.7814,2,10,batch_002,Batch market 002
3,Team 02,team_02_C,C,Court Wave,99,41.61,41,-57.39,57.39,-0.5796,1.379,2,10,batch_002,Batch market 002
3,Team 03,team_03_A,A,Vector X,68,42.82,42,-25.18,25.18,-0.3703,0.588,2,10,batch_002,Batch market 002
3,Team 03,team_03_B,B,Axis Control,83,53.49,53,-29.51,29.51,-0.3555,0.5516,2,10,batch_002,Batch market 002
3,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
3,Team 04,team_04_A,A,Starter Pop,223,40.71,40,-182.29,182.29,-0.8174,4.4778,2,10,batch_002,Batch market 002
3,Team 04,team_04_B,B,Club Value,195,35.5,35,-159.5,159.5,-0.818,4.4931,2,10,batch_002,Batch market 002
3,Team 04,team_04_C,C,Flex Edge,132,47.12,47,-84.88,84.88,-0.6431,1.8015,2,10,batch_002,Batch market 002
3,Team 05,team_05_A,A,Club Control,99,42.85,42,-56.15,56.15,-0.5671,1.3103,2,10,batch_002,Batch market 002
3,Team 05,team_05_B,B,Court Starter,85,39.56,39,-45.44,45.44,-0.5346,1.1488,2,10,batch_002,Batch market 002
3,Team 05,team_05_C,C,Club Spin,63,60.15,60,-2.85,2.85,-0.0452,0.0473,2,10,batch_002,Batch market 002
3,Team 06,team_06_A,A,Elite Spin Pro,125,55.2,55,-69.8,69.8,-0.5584,1.2645,2,10,batch_002,Batch market 002
3,Team 06,team_06_B,B,Control Tour,138,41.9,41,-96.1,96.1,-0.6964,2.2936,2,10,batch_002,Batch market 002
3,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
3,Team 07,team_07_A,A,Momentum Edge,120,55.12,55,-64.88,64.88,-0.5407,1.177,2,10,batch_002,Batch market 002
3,Team 07,team_07_B,B,Rise Power,85,41.78,41,-43.22,43.22,-0.5085,1.0346,2,10,batch_002,Batch market 002
3,Team 07,team_07_C,C,Court Wave,110,40.76,40,-69.24,69.24,-0.6294,1.6986,2,10,batch_002,Batch market 002
3,Team 08,team_08_A,A,Vector X,81,42.79,42,-38.21,38.21,-0.4717,0.8928,2,10,batch_002,Batch market 002
3,Team 08,team_08_B,B,Axis Control,99,52.71,52,-46.29,46.29,-0.4676,0.8783,2,10,batch_002,Batch market 002
3,Team 08,team_08_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
3,Team 09,team_09_A,A,Starter Pop,121,42.09,42,-78.91,78.91,-0.6521,1.8748,2,10,batch_002,Batch market 002
3,Team 09,team_09_B,B,Club Value,106,35.03,35,-70.97,70.97,-0.6695,2.0261,2,10,batch_002,Batch market 002
3,Team 09,team_09_C,C,Flex Edge,72,48.94,48,-23.06,23.06,-0.3203,0.4712,2,10,batch_002,Batch market 002
3,Team 10,team_10_A,A,Club Control,153,42.16,42,-110.84,110.84,-0.7245,2.6294,2,10,batch_002,Batch market 002
3,Team 10,team_10_B,B,Court Starter,132,37.59,37,-94.41,94.41,-0.7152,2.5114,2,10,batch_002,Batch market 002
3,Team 10,team_10_C,C,Club Spin,98,61.79,61,-36.21,36.21,-0.3695,0.586,2,10,batch_002,Batch market 002
4,Team 01,team_01_A,A,Elite Spin Pro,95,55.48,55,-39.52,39.52,-0.416,0.7124,2,10,batch_002,Batch market 002
4,Team 01,team_01_B,B,Control Tour,105,47.09,47,-57.91,57.91,-0.5516,1.2299,2,10,batch_002,Batch market 002
4,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
4,Team 02,team_02_A,A,Momentum Edge,108,53.07,53,-54.93,54.93,-0.5086,1.0352,2,10,batch_002,Batch market 002
4,Team 02,team_02_B,B,Rise Power,76,50.42,50,-25.58,25.58,-0.3365,0.5072,2,10,batch_002,Batch market 002
4,Team 02,team_02_C,C,Court Wave,99,53.76,53,-45.24,45.24,-0.4569,0.8414,2,10,batch_002,Batch market 002
4,Team 03,team_03_A,A,Vector X,68,50.72,50,-17.28,17.28,-0.2541,0.3406,2,10,batch_002,Batch market 002
4,Team 03,team_03_B,B,Axis Control,83,52.79,52,-30.21,30.21,-0.364,0.5723,2,10,batch_002,Batch market 002
4,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
4,Team 04,team_04_A,A,Starter Pop,223,51.36,51,-171.64,171.64,-0.7697,3.3422,2,10,batch_002,Batch market 002
4,Team 04,team_04_B,B,Club Value,179,36.73,36,-142.27,142.27,-0.7948,3.8732,2,10,batch_002,Batch market 002
4,Team 04,team_04_C,C,Flex Edge,132,45.85,45,-86.15,86.15,-0.6527,1.8791,2,10,batch_002,Batch market 002
4,Team 05,team_05_A,A,Club Control,99,52.06,52,-46.94,46.94,-0.4741,0.9016,2,10,batch_002,Batch market 002
4,Team 05,team_05_B,B,Court Starter,78,41.06,41,-36.94,36.94,-0.4736,0.8998,2,10,batch_002,Batch market 002
4,Team 05,team_05_C,C,Club Spin,63,56.94,56,-6.06,6.06,-0.0961,0.1063,2,10,batch_002,Batch market 002
4,Team 06,team_06_A,A,Elite Spin Pro,125,54.27,54,-70.73,70.73,-0.5658,1.3032,2,10,batch_002,Batch market 002
4,Team 06,team_06_B,B,Control Tour,138,50.31,50,-87.69,87.69,-0.6355,1.7431,2,10,batch_002,Batch market 002
4,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
4,Team 07,team_07_A,A,Momentum Edge,120,54.03,54,-65.97,65.97,-0.5497,1.221,2,10,batch_002,Batch market 002
4,Team 07,team_07_B,B,Rise Power,85,49.32,49,-35.68,35.68,-0.4198,0.7236,2,10,batch_002,Batch market 002
4,Team 07,team_07_C,C,Court Wave,110,52.59,52,-57.41,57.41,-0.5219,1.0916,2,10,batch_002,Batch market 002
4,Team 08,team_08_A,A,Vector X,81,50.61,50,-30.39,30.39,-0.3752,0.6005,2,10,batch_002,Batch market 002
4,Team 08,team_08_B,B,Axis Control,99,51.84,51,-47.16,47.16,-0.4763,0.9096,2,10,batch_002,Batch market 002
4,Team 08,team_08_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,10,batch_002,Batch market 002
4,Team 09,team_09_A,A,Starter Pop,121,53.18,53,-67.82,67.82,-0.5605,1.2754,2,10,batch_002,Batch market 002
4,Team 09,team_09_B,B,Club Value,98,36.13,36,-61.87,61.87,-0.6313,1.7123,2,10,batch_002,Batch market 002
4,Team 09,team_09_C,C,Flex Edge,72,48.24,48,-23.76,23.76,-0.33,0.4924,2,10,batch_002,Batch market 002
4,Team 10,team_10_A,A,Club Control,153,51.14,51,-101.86,101.86,-0.6658,1.992,2,10,batch_002,Batch market 002
4,Team 10,team_10_B,B,Court Starter,122,40.1,40,-81.9,81.9,-0.6713,2.0422,2,10,batch_002,Batch market 002
4,Team 10,team_10_C,C,Club Spin,98,58.91,58,-39.09,39.09,-0.3989,0.6636,2,10,batch_002,Batch market 002
1,Team 01,team_01_A,A,Momentum Edge,168,65.98,65,-102.02,102.02,-0.6073,1.5462,3,9,batch_003,Batch market 003
1,Team 01,team_01_B,B,Rise Power,118,67.71,67,-50.29,50.29,-0.4262,0.7428,3,9,batch_003,Batch market 003
1,Team 01,team_01_C,C,Court Wave,153,65.62,65,-87.38,87.38,-0.5711,1.3315,3,9,batch_003,Batch market 003
1,Team 02,team_02_A,A,Vector X,81,71.99,71,-9.01,9.01,-0.1112,0.1251,3,9,batch_003,Batch market 003
1,Team 02,team_02_B,B,Axis Control,99,64.08,64,-34.92,34.92,-0.3527,0.545,3,9,batch_003,Batch market 003
1,Team 02,team_02_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,3,9,batch_003,Batch market 003
1,Team 03,team_03_A,A,Starter Pop,211,63.86,63,-147.14,147.14,-0.6973,2.3041,3,9,batch_003,Batch market 003
1,Team 03,team_03_B,B,Club Value,185,44.11,44,-140.89,140.89,-0.7616,3.1938,3,9,batch_003,Batch market 003
1,Team 03,team_03_C,C,Flex Edge,125,58.61,58,-66.39,66.39,-0.5311,1.1327,3,9,batch_003,Batch market 003
1,Team 04,team_04_A,A,Club Control,110,79.96,79,-30.04,30.04,-0.2731,0.3757,3,9,batch_003,Batch market 003
1,Team 04,team_04_B,B,Court Starter,95,48.62,48,-46.38,46.38,-0.4882,0.9539,3,9,batch_003,Batch market 003
1,Team 04,team_04_C,C,Club Spin,70,71.28,68,1.28,1.28,0.0183,0.018,3,9,batch_003,Batch market 003
1,Team 05,team_05_A,A,Elite Spin Pro,86,66.8,66,-19.2,19.2,-0.2233,0.2875,3,9,batch_003,Batch market 003
1,Team 05,team_05_B,B,Control Tour,94,68.87,68,-25.13,25.13,-0.2673,0.3649,3,9,batch_003,Batch market 003
1,Team 05,team_05_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,3,9,batch_003,Batch market 003
1,Team 06,team_06_A,A,Momentum Edge,90,64.73,64,-25.27,25.27,-0.2808,0.3904,3,9,batch_003,Batch market 003
1,Team 06,team_06_B,B,Rise Power,64,69.14,68,5.14,5.14,0.0803,0.0743,3,9,batch_003,Batch market 003
1,Team 06,team_06_C,C,Court Wave,83,65.76,65,-17.24,17.24,-0.2077,0.2622,3,9,batch_003,Batch market 003
1,Team 07,team_07_A,A,Vector X,125,71.12,71,-53.88,53.88,-0.431,0.7575,3,9,batch_003,Batch market 003
1,Team 07,team_07_B,B,Axis Control,153,66.72,66,-86.28,86.28,-0.5639,1.2933,3,9,batch_003,Batch market 003
1,Team 07,team_07_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,3,9,batch_003,Batch market 003
1,Team 08,team_08_A,A,Starter Pop,144,71.83,71,-72.17,72.17,-0.5012,1.0048,3,9,batch_003,Batch market 003
1,Team 08,team_08_B,B,Club Value,126,46.68,46,-79.32,79.32,-0.6295,1.6992,3,9,batch_003,Batch market 003
1,Team 08,team_08_C,C,Flex Edge,85,65.66,65,-19.34,19.34,-0.2276,0.2946,3,9,batch_003,Batch market 003
1,Team 09,team_09_A,A,Club Control,145,74.32,74,-70.68,70.68,-0.4874,0.9509,3,9,batch_003,Batch market 003
1,Team 09,team_09_B,B,Court Starter,125,48.3,48,-76.7,76.7,-0.6136,1.5881,3,9,batch_003,Batch market 003
1,Team 09,team_09_C,C,Club Spin,92,71.25,71,-20.75,20.75,-0.2255,0.2912,3,9,batch_003,Batch market 003
2,Team 01,team_01_A,A,Momentum Edge,168,80.83,80,-87.17,87.17,-0.5189,1.0785,3,9,batch_003,Batch market 003
2,Team 01,team_01_B,B,Rise Power,118,76.88,76,-41.12,41.12,-0.3484,0.5348,3,9,batch_003,Batch market 003
2,Team 01,team_01_C,C,Court Wave,153,57.94,57,-95.06,95.06,-0.6213,1.6408,3,9,batch_003,Batch market 003
2,Team 02,team_02_A,A,Vector X,81,79.5,79,-1.5,1.5,-0.0185,0.0189,3,9,batch_003,Batch market 003
2,Team 02,team_02_B,B,Axis Control,99,76.59,76,-22.41,22.41,-0.2264,0.2926,3,9,batch_003,Batch market 003
2,Team 02,team_02_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,3,9,batch_003,Batch market 003
2,Team 03,team_03_A,A,Starter Pop,211,69.65,69,-141.35,141.35,-0.6699,2.0294,3,9,batch_003,Batch market 003
2,Team 03,team_03_B,B,Club Value,185,48.13,48,-136.87,136.87,-0.7398,2.8439,3,9,batch_003,Batch market 003
2,Team 03,team_03_C,C,Flex Edge,125,69.17,36,-55.83,55.83,-0.4466,0.8071,3,9,batch_003,Batch market 003
2,Team 04,team_04_A,A,Club Control,110,66.24,66,-43.76,43.76,-0.3978,0.6605,3,9,batch_003,Batch market 003
2,Team 04,team_04_B,B,Court Starter,95,55.56,55,-39.44,39.44,-0.4151,0.7098,3,9,batch_003,Batch market 003
2,Team 04,team_04_C,C,Club Spin,70,94.4,69,24.4,24.4,0.3485,0.2585,3,9,batch_003,Batch market 003
2,Team 05,team_05_A,A,Elite Spin Pro,86,79.38,79,-6.62,6.62,-0.077,0.0835,3,9,batch_003,Batch market 003
2,Team 05,team_05_B,B,Control Tour,94,76.06,76,-17.94,17.94,-0.1909,0.2359,3,9,batch_003,Batch market 003
2,Team 05,team_05_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,3,9,batch_003,Batch market 003
2,Team 06,team_06_A,A,Momentum Edge,90,79.46,79,-10.54,10.54,-0.1171,0.1326,3,9,batch_003,Batch market 003
2,Team 06,team_06_B,B,Rise Power,64,78.49,68,14.49,14.49,0.2264,0.1846,3,9,batch_003,Batch market 003
2,Team 06,team_06_C,C,Court Wave,83,58.06,58,-24.94,24.94,-0.3005,0.4296,3,9,batch_003,Batch market 003
2,Team 07,team_07_A,A,Vector X,125,78.43,78,-46.57,46.57,-0.3725,0.5937,3,9,batch_003,Batch market 003
