round_number,team_name,product_id,product_name,slot_name,target_segment,lifecycle_stage,age_in_rounds,tech_generation,cannibalization_group,selling_price_per_unit,forecast_units,planned_production_units,actual_production_units,defect_rate,good_units_produced,demand_allocated,actual_demand_units,sales_units,lost_sales_units,ending_inventory,fill_rate,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,revenue,production_cost,holding_cost,warranty_cost,allocated_procurement_cost,allocated_backlog_cost,allocated_expansion_cost,contribution_margin_per_unit,profit_contribution,beginning_inventory,backlog_units_start,backlog_units_end,tech_gap_to_market,tech_attractiveness_adjustment,cannibalization_in_units,cannibalization_out_units,launched_this_round,launch_event,retired_this_round,retirement_liquidation_revenue,notes,run_id,team_count,market_scenario,market_label
1,Team 04,team_04_B,Court Starter,B,beginner,maturity,4,1,club,97.92,132,112,103,0.0256,100,144.59,144.59,100,33,0,0.6916,12.59,12.59,0.0954,0.0871,9792.0,4343.51,0.0,115.18,4124.92,110.0,889.92,27.28,-802.12,0,0,11,-2,0.935,0.0,28.26,False,,False,0.0,Production capped from 112 to 103 by shared capacity or materials. Lost 33 sales units. Carried 11 backlog units.,1,4,batch_001,Batch market 001
1,Team 04,team_04_C,Club Spin,C,mid,launch,1,2,club,140.16,98,83,77,0.0225,75,204.95,204.95,75,97,0,0.3659,106.95,106.95,1.0913,0.5218,10512.0,3507.35,0.0,76.09,3083.68,320.0,665.28,66.14,1427.16,0,0,32,-1,0.887,13.5,0.0,False,,False,0.0,Production capped from 83 to 77 by shared capacity or materials. Lost 97 sales units. Carried 32 backlog units.,1,4,batch_001,Batch market 001
2,Team 01,team_01_A,Momentum Edge,A,mid,growth,2,2,power,146.0,120,120,120,0.0219,117,207.96,207.96,117,87,0,0.5393,87.96,87.96,0.733,0.423,17082.0,5836.8,22.86,115.09,4556.65,120.0,356.57,62.18,5171.81,0,9,12,-1,0.884,6.01,0.0,False,,False,0.0,Lost 87 sales units. Carried 12 backlog units.,1,4,batch_001,Batch market 001
2,Team 01,team_01_B,Rise Power,B,premium,growth,3,3,power,178.0,85,85,85,0.0224,83,207.85,207.85,83,122,0,0.3708,122.85,122.85,1.4453,0.591,14774.0,4258.5,16.19,83.68,3227.63,180.0,252.57,92.72,5853.71,0,16,18,0,1.0,6.85,0.0,False,,False,0.0,Lost 122 sales units. Carried 18 backlog units.,1,4,batch_001,Batch market 001
2,Team 01,team_01_C,Court Wave,C,beginner,maturity,4,1,entry,104.0,110,110,110,0.0245,107,160.44,160.44,107,58,0,0.6169,50.44,50.44,0.4586,0.3144,11128.0,5263.5,20.95,118.06,4176.93,80.0,326.86,20.97,445.64,0,13,8,-2,0.933,0.0,12.86,False,,False,0.0,Lost 58 sales units. Carried 8 backlog units.,1,4,batch_001,Batch market 001
2,Team 02,team_02_A,Vector X,A,premium,growth,3,3,engineered,193.2,81,79,79,0.005,78,209.82,209.82,78,132,0,0.3532,128.82,128.82,1.5904,0.614,15069.6,4209.91,94.26,17.55,2876.22,100.0,290.86,101.54,2826.21,0,11,10,0,1.0,0.0,0.0,False,,False,0.0,Lost 132 sales units. Carried 10 backlog units.,1,4,batch_001,Batch market 001
2,Team 02,team_02_B,Axis Control,B,mid,growth,2,2,engineered,156.45,99,97,97,0.005,96,195.88,195.88,96,98,0,0.4732,96.88,96.88,0.9786,0.4946,15019.2,4975.13,115.74,21.6,3531.57,80.0,357.14,66.79,1592.61,0,7,8,-1,0.884,0.0,0.0,False,,False,0.0,Lost 98 sales units. Carried 8 backlog units.,1,4,batch_001,Batch market 001
2,Team 02,team_02_C,Baseline Drive,C,beginner,maturity,5,1,entry,117.6,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49,0.0,0,0,0,-2,0.933,0.0,0.0,False,,False,0.0,,1,4,batch_001,Batch market 001
2,Team 03,team_03_A,Starter Pop,A,beginner,growth,3,1,entry,90.78,121,131,131,0.0524,124,207.91,207.91,124,83,0,0.577,86.91,86.91,0.7182,0.418,11256.72,4493.3,30.73,292.34,2870.49,70.0,0.0,29.79,3207.16,0,7,7,-2,0.933,19.85,0.0,False,,False,0.0,Lost 83 sales units. Carried 7 backlog units.,1,4,batch_001,Batch market 001
2,Team 03,team_03_B,Club Value,B,beginner,maturity,5,1,entry,99.96,106,115,115,0.0481,109,134.15,134.15,109,25,0,0.8006,28.15,28.15,0.2655,0.2098,10895.64,3973.25,26.98,236.12,2519.9,20.0,0.0,38.72,3930.53,0,2,2,-2,0.933,0.0,24.67,False,,False,0.0,Lost 25 sales units. Carried 2 backlog units.,1,4,batch_001,Batch market 001
2,Team 03,team_03_C,Flex Edge,C,mid,growth,2,2,hybrid,124.44,72,78,78,0.0503,74,190.67,190.67,74,116,0,0.3706,118.67,118.67,1.6482,0.6224,9208.56,2747.94,18.3,167.56,1709.15,90.0,0.0,62.52,4207.17,0,9,9,-1,0.884,4.82,0.0,False,,False,0.0,Lost 116 sales units. Carried 9 backlog units.,1,4,batch_001,Batch market 001
2,Team 04,team_04_A,Club Control,A,mid,maturity,4,2,club,126.72,153,130,130,0.0206,127,169.07,169.07,127,53,0,0.6511,16.07,16.07,0.105,0.095,16093.44,5571.8,77.6,118.01,4927.27,150.0,1036.8,54.67,3022.04,0,26,15,-1,0.884,8.94,24.15,False,,False,0.0,Lost 53 sales units. Carried 15 backlog units.,1,4,batch_001,Batch market 001
2,Team 04,team_04_B,Court Starter,B,beginner,maturity,5,1,club,97.92,132,112,112,0.0256,109,151.45,151.45,109,42,0,0.671,19.45,19.45,0.1474,0.1284,10673.28,4788.0,66.86,125.55,4245.03,110.0,893.24,25.98,-621.35,0,11,11,-2,0.933,0.0,23.08,False,,False,0.0,Lost 42 sales units. Carried 11 backlog units.,1,4,batch_001,Batch market 001
2,Team 04,team_04_C,Club Spin,C,mid,growth,2,2,club,140.16,98,83,83,0.0185,81,247.81,247.81,81,155,0,0.2895,149.81,149.81,1.5287,0.6045,11352.96,3825.47,49.54,67.6,3145.87,430.0,661.96,64.88,1428.39,0,32,43,-1,0.884,38.29,0.0,False,,False,0.0,Lost 155 sales units. Carried 43 backlog units.,1,4,batch_001,Batch market 001
3,Team 01,team_01_A,Momentum Edge,A,mid,growth,3,2,power,146.0,120,120,120,0.0219,117,231.17,231.17,117,111,0,0.4811,111.17,111.17,0.9264,0.4809,17082.0,5968.8,41.9,115.09,4670.63,150.0,356.57,60.2,4780.86,0,12,15,-1,0.881,19.28,0.0,False,,False,0.0,Lost 111 sales units. Carried 15 backlog units.,1,4,batch_001,Batch market 001
3,Team 01,team_01_B,Rise Power,B,premium,maturity,4,3,power,178.0,85,85,85,0.0204,83,176.66,176.66,83,97,0,0.4264,91.66,91.66,1.0784,0.5189,14774.0,4353.7,29.68,76.21,3308.36,140.0,252.57,90.72,5850.69,0,18,14,0,1.0,4.31,12.97,False,,False,0.0,Lost 97 sales units. Carried 14 backlog units.,1,4,batch_001,Batch market 001
3,Team 01,team_01_C,Court Wave,C,beginner,maturity,5,1,entry,104.0,110,110,110,0.0245,107,171.17,171.17,107,63,0,0.5972,61.17,61.17,0.5561,0.3574,11128.0,5385.6,38.41,118.06,4281.41,90.0,326.86,18.98,148.6,0,8,9,-2,0.931,0.0,10.62,False,,False,0.0,Lost 63 sales units. Carried 9 backlog units.,1,4,batch_001,Batch market 001
3,Team 02,team_02_A,Vector X,A,premium,maturity,4,3,engineered,193.2,81,79,79,0.005,78,179.17,179.17,78,103,0,0.4123,98.17,98.17,1.212,0.5479,15069.6,4299.97,86.18,17.55,2947.44,80.0,290.86,99.45,3288.93,0,10,8,0,1.0,0.0,13.49,False,,False,0.0,Lost 103 sales units. Carried 8 backlog units.,1,4,batch_001,Batch market 001
3,Team 02,team_02_B,Axis Control,B,mid,growth,3,2,engineered,156.45,99,97,97,0.005,96,218.14,218.14,96,120,0,0.4245,119.14,119.14,1.2034,0.5462,15019.2,5084.74,105.82,21.6,3619.0,100.0,357.14,64.71,789.57,0,8,10,-1,0.881,13.49,0.0,False,,False,0.0,Lost 120 sales units. Carried 10 backlog units.,1,4,batch_001,Batch market 001
3,Team 02,team_02_C,Baseline Drive,C,beginner,maturity,5,1,entry,117.6,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.41,0.0,0,0,0,-2,0.931,0.0,0.0,False,,False,0.0,,1,4,batch_001,Batch market 001
3,Team 03,team_03_A,Starter Pop,A,beginner,maturity,4,1,entry,90.78,121,131,123,0.0504,116,178.28,178.28,116,64,0,0.6261,57.28,57.28,0.4734,0.3213,10530.48,4320.99,0.0,263.04,2944.62,50.0,0.0,28.29,2700.01,0,7,5,-2,0.931,12.39,6.41,False,,False,0.0,Production capped from 131 to 123 by shared capacity or materials. Lost 64 sales units. Carried 5 backlog units.,1,4,batch_001,Batch market 001
3,Team 03,team_03_B,Club Value,B,beginner,maturity,6,1,entry,99.96,106,115,108,0.0481,102,147.54,147.54,102,44,0,0.6821,41.54,41.54,0.3919,0.2815,10195.92,3821.04,0.0,220.96,2585.52,30.0,0.0,37.22,3330.0,0,2,3,-2,0.931,0.0,17.7,False,,False,0.0,Production capped from 115 to 108 by shared capacity or materials. Lost 44 sales units. Carried 3 backlog units.,1,4,batch_001,Batch market 001
3,Team 03,team_03_C,Flex Edge,C,mid,growth,3,2,hybrid,124.44,72,78,73,0.0503,69,205.15,205.15,69,135,0,0.3222,133.15,133.15,1.8493,0.649,8586.36,2634.57,0.0,156.24,1747.62,100.0,0.0,60.99,3658.15,0,9,10,-1,0.881,11.71,0.0,False,,False,0.0,Production capped from 78 to 73 by shared capacity or materials. Lost 135 sales units. Carried 10 backlog units.,1,4,batch_001,Batch market 001
3,Team 04,team_04_A,Club Control,A,mid,maturity,5,2,club,126.72,153,130,130,0.0206,127,177.54,177.54,127,52,0,0.6596,24.54,24.54,0.1604,0.1382,16093.44,5700.5,155.2,118.01,5050.5,130.0,1036.8,52.95,2712.33,0,15,13,-1,0.881,9.39,25.36,False,,False,0.0,Lost 52 sales units. Carried 13 backlog units.,1,4,batch_001,Batch market 001
3,Team 04,team_04_B,Court Starter,B,beginner,maturity,6,1,club,97.92,132,112,112,0.0256,109,158.94,158.94,109,48,0,0.6414,26.94,26.94,0.2041,0.1695,10673.28,4900.0,133.71,125.55,4351.2,120.0,893.24,24.25,-915.84,0,11,12,-2,0.931,0.0,24.23,False,,False,0.0,Lost 48 sales units. Carried 12 backlog units.,1,4,batch_001,Batch market 001
3,Team 04,team_04_C,Club Spin,C,mid,growth,3,2,club,140.16,98,83,83,0.0185,81,260.24,260.24,81,178,0,0.2671,162.24,162.24,1.6556,0.6234,11352.96,3912.62,99.09,67.6,3224.55,440.0,661.96,63.1,1202.66,0,43,44,-1,0.881,40.2,0.0,False,,False,0.0,Lost 178 sales units. Carried 44 backlog units.,1,4,batch_001,Batch market 001
4,Team 01,team_01_A,Momentum Edge,A,mid,maturity,4,2,power,146.0,120,120,120,0.0199,117,208.58,208.58,117,94,0,0.5233,88.58,88.58,0.7381,0.4247,17082.0,6100.8,60.95,104.56,4783.31,120.0,356.57,58.23,4699.5,0,15,12,-2,0.755,12.79,0.0,False,,False,0.0,Lost 94 sales units. Carried 12 backlog units.,1,4,batch_001,Batch market 001
4,Team 01,team_01_B,Rise Power,B,premium,maturity,5,3,power,178.0,85,85,85,0.0204,83,194.71,194.71,83,111,0,0.3977,109.71,109.71,1.2908,0.5635,14774.0,4449.75,43.17,76.21,3388.18,140.0,252.57,88.72,5624.72,0,14,14,-1,0.867,5.18,8.31,False,,False,0.0,Lost 111 sales units. Carried 14 backlog units.,1,4,batch_001,Batch market 001
4,Team 01,team_01_C,Court Wave,C,beginner,maturity,6,1,entry,104.0,110,110,110,0.0245,107,205.65,205.65,107,95,0,0.4985,95.65,95.65,0.8695,0.4651,11128.0,5506.6,55.87,118.06,4384.7,120.0,326.86,17.01,-228.38,0,9,12,-3,0.894,0.0,9.66,False,,False,0.0,Lost 95 sales units. Carried 12 backlog units.,1,4,batch_001,Batch market 001
4,Team 02,team_02_A,Vector X,A,premium,maturity,5,3,engineered,193.2,81,79,79,0.005,78,196.62,196.62,78,116,0,0.3812,115.62,115.62,1.4274,0.588,15069.6,4390.03,78.1,17.55,3019.4,100.0,290.86,97.35,2662.1,0,8,10,-1,0.867,0.0,8.62,False,,False,0.0,Lost 116 sales units. Carried 10 backlog units.,1,4,batch_001,Batch market 001
4,Team 02,team_02_B,Axis Control,B,mid,maturity,4,2,engineered,156.45,99,97,97,0.005,96,195.61,195.61,96,101,0,0.4669,96.61,96.61,0.9759,0.4939,15019.2,5194.35,95.9,21.6,3707.36,80.0,357.14,62.62,1074.41,0,10,8,-2,0.755,8.62,0.0,False,,False,0.0,Lost 101 sales units. Carried 8 backlog units.,1,4,batch_001,Batch market 001
4,Team 02,team_02_C,Baseline Drive,C,beginner,maturity,5,1,entry,117.6,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34,0.0,0,0,0,-3,0.894,0.0,0.0,False,,False,0.0,,1,4,batch_001,Batch market 001
4,Team 03,team_03_A,Starter Pop,A,beginner,maturity,5,1,entry,90.78,121,131,111,0.0504,105,211.39,211.39,105,105,0,0.4852,90.39,90.39,0.747,0.4276,9531.9,3993.78,0.0,238.09,3016.68,60.0,0.0,26.78,1930.31,0,5,6,-3,0.894,11.78,4.49,False,,False,0.0,Production capped from 131 to 111 by shared capacity or materials. Lost 105 sales units. Carried 6 backlog units.,1,4,batch_001,Batch market 001
4,Team 03,team_03_B,Club Value,B,beginner,decline,7,1,entry,99.96,98,106,89,0.0511,84,142.26,142.26,84,58,0,0.5783,44.26,44.26,0.4517,0.3111,8396.64,3228.92,0.0,193.3,2418.78,30.0,0.0,35.66,2328.43,0,3,3,-3,0.894,0.0,14.8,False,,False,0.0,Production capped from 106 to 89 by shared capacity or materials. Lost 58 sales units. Carried 3 backlog units.,1,4,batch_001,Batch market 001
4,Team 03,team_03_C,Flex Edge,C,mid,maturity,4,2,hybrid,124.44,72,78,66,0.0483,62,187.38,187.38,62,127,0,0.3141,115.38,115.38,1.6025,0.6158,7715.28,2440.02,0.0,134.81,1793.7,80.0,0.0,59.45,3007.0,0,10,8,-2,0.755,7.52,0.0,False,,False,0.0,Production capped from 78 to 66 by shared capacity or materials. Lost 127 sales units. Carried 8 backlog units.,1,4,batch_001,Batch market 001
4,Team 04,team_04_A,Club Control,A,mid,maturity,6,2,club,126.72,153,130,130,0.0206,127,198.25,198.25,127,68,0,0.6012,45.25,45.25,0.2957,0.2282,16093.44,5829.2,246.84,118.01,5180.68,160.0,1066.33,51.24,2134.05,0,13,16,-2,0.755,8.95,16.07,False,,False,0.0,Lost 68 sales units. Carried 16 backlog units.,1,4,batch_001,Batch market 001
4,Team 04,team_04_B,Court Starter,B,beginner,decline,7,1,club,97.92,122,103,103,0.0286,100,157.29,157.29,100,55,0,0.5907,35.29,35.29,0.2892,0.2243,9792.0,4656.63,195.57,128.68,4104.69,140.0,844.86,22.07,-1356.11,0,12,14,-3,0.894,0.0,17.45,False,,False,0.0,Lost 55 sales units. Carried 14 backlog units.,1,4,batch_001,Batch market 001
4,Team 04,team_04_C,Club Spin,C,mid,maturity,4,2,club,140.16,98,83,83,0.0165,81,228.26,228.26,81,154,0,0.2975,130.26,130.26,1.3292,0.5707,11352.96,3998.94,157.59,60.31,3307.67,370.0,680.81,61.34,1213.65,0,44,37,-2,0.755,24.57,0.0,False,,False,0.0,Lost 154 sales units. Carried 37 backlog units.,1,4,batch_001,Batch market 001
1,Team 01,team_01_A,Elite Spin Pro,A,premium,launch,1,3,tour,194.0,95,95,95,0.005,94,38.56,38.56,38,0,56,0.9853,-56.44,56.44,-0.5941,1.4634,7372.0,5693.35,393.0,8.55,4271.24,0.0,342.0,92.44,-4574.38,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 01,team_01_B,Control Tour,B,mid,growth,2,2,tour,156.0,105,105,105,0.005,104,39.3,39.3,39,0,65,0.9924,-65.7,65.7,-0.6257,1.6719,6084.0,6105.75,453.0,8.78,4720.84,0.0,378.0,56.22,-6844.13,0,0,0,-1,0.9,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,138.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3,0.0,0,0,0,-2,0.801,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 02,team_02_A,Momentum Edge,A,mid,launch,1,2,power,153.3,108,106,106,0.0213,103,36.57,36.57,36,0,67,0.9845,-71.43,71.43,-0.6614,1.9534,5518.8,5671.0,434.03,34.47,4126.13,0.0,274.53,58.81,-7814.22,0,0,0,-1,0.9,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 02,team_02_B,Rise Power,B,premium,growth,2,3,power,186.9,76,75,75,0.0181,73,40.53,40.53,40,0,33,0.987,-35.47,35.47,-0.4668,0.8754,7476.0,4125.0,220.66,32.58,2919.43,0.0,194.24,90.91,-3110.97,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 02,team_02_C,Court Wave,C,beginner,growth,3,1,entry,109.2,99,97,97,0.0212,94,40.75,40.75,40,0,54,0.9816,-58.25,58.25,-0.5884,1.4295,4368.0,5113.84,353.31,38.24,3775.8,0.0,251.22,15.49,-8276.49,0,0,0,-2,0.946,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 03,team_03_A,Vector X,A,premium,growth,2,3,engineered,187.68,68,74,74,0.005,73,41.38,41.38,41,0,32,0.9908,-26.62,26.62,-0.3914,0.6432,7694.88,4021.9,305.71,9.23,2379.84,0.0,0.0,93.97,581.72,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 03,team_03_B,Axis Control,B,mid,launch,1,2,engineered,151.98,83,90,90,0.005,89,36.9,36.9,36,0,53,0.9757,-46.1,46.1,-0.5554,1.2494,5471.28,4745.7,456.29,8.1,2894.4,0.0,0.0,59.89,-2986.73,0,0,0,-1,0.9,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,114.24,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.96,0.0,0,0,0,-2,0.946,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 04,team_04_A,Starter Pop,A,beginner,growth,2,1,entry,85.44,223,189,170,0.0559,160,40.37,40.37,40,0,120,0.9908,-182.63,182.63,-0.819,4.5236,3417.6,7039.7,720.0,100.65,7115.74,0.0,1457.14,15.02,-14600.09,0,0,0,-2,0.946,4.04,0.0,False,,False,0.0,Production capped from 189 to 170 by shared capacity or materials.,2,10,batch_002,Batch market 002
1,Team 04,team_04_B,Club Value,B,beginner,maturity,4,1,entry,94.08,195,165,149,0.0516,141,27.31,27.31,27,0,114,0.9886,-167.69,167.69,-0.8599,6.1397,2540.16,6296.74,684.0,62.68,6236.74,0.0,1277.14,22.81,-13089.03,0,0,0,-2,0.946,0.0,5.02,False,,False,0.0,Production capped from 165 to 149 by shared capacity or materials.,2,10,batch_002,Batch market 002
1,Team 04,team_04_C,Flex Edge,C,mid,launch,1,2,hybrid,117.12,132,112,101,0.0576,95,34.24,34.24,34,0,61,0.9931,-97.76,97.76,-0.7406,2.8555,3982.08,4568.23,366.0,88.12,4227.59,0.0,865.71,42.88,-7477.22,0,0,0,-1,0.9,0.98,0.0,False,,False,0.0,Production capped from 112 to 101 by shared capacity or materials.,2,10,batch_002,Batch market 002
1,Team 05,team_05_A,Club Control,A,mid,growth,3,2,club,142.56,99,101,101,0.0091,100,45.71,45.71,45,0,55,0.9846,-53.29,53.29,-0.5383,1.166,6415.2,4605.6,368.48,18.4,3701.65,0.0,432.86,60.31,-3897.27,0,0,0,-1,0.9,3.09,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 05,team_05_B,Court Starter,B,beginner,maturity,4,1,club,110.16,85,87,87,0.0103,86,30.27,30.27,30,0,56,0.9912,-54.73,54.73,-0.6439,1.8085,3304.8,3920.22,369.14,13.84,3188.55,0.0,372.86,28.45,-5344.82,0,0,0,-2,0.946,0.0,5.92,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 05,team_05_C,Club Spin,C,mid,launch,1,2,club,157.68,63,64,64,0.0104,63,39.69,39.69,39,0,24,0.9826,-23.31,23.31,-0.37,0.5872,6149.52,3029.76,168.38,18.22,2345.6,0.0,274.29,73.69,-716.24,0,0,0,-1,0.9,2.83,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 06,team_06_A,Elite Spin Pro,A,premium,launch,1,3,tour,170.72,125,116,116,0.0078,115,37.53,37.53,37,0,78,0.9859,-87.47,87.47,-0.6998,2.3307,6316.64,6965.8,483.21,12.94,5375.92,0.0,787.28,73.35,-8018.33,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 06,team_06_B,Control Tour,B,mid,growth,2,2,tour,137.28,138,128,128,0.0097,126,41.78,41.78,41,0,85,0.9814,-96.22,96.22,-0.6973,2.3031,5628.48,7438.08,526.79,17.86,5932.04,0.0,868.72,41.85,-9945.19,0,0,0,-1,0.9,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,121.44,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.74,0.0,0,0,0,-2,0.801,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 07,team_07_A,Momentum Edge,A,mid,launch,1,2,power,146.0,120,120,120,0.0259,116,37.37,37.37,37,0,79,0.9902,-82.63,82.63,-0.6886,2.2113,5402.0,6350.4,477.81,43.06,4997.03,0.0,356.57,54.5,-7620.77,0,0,0,-1,0.9,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
1,Team 07,team_07_B,Rise Power,B,premium,growth,2,3,power,178.0,85,85,85,0.0224,83,39.74,39.74,39,0,44,0.9813,-45.26,45.26,-0.5324,1.1387,6942.0,4629.95,266.7,39.32,3539.56,0.0,252.57,84.95,-2634.72,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,,2,10,batch_002,Batch market 002
