round_number,team_name,product_id,product_name,slot_name,target_segment,lifecycle_stage,age_in_rounds,tech_generation,cannibalization_group,selling_price_per_unit,forecast_units,planned_production_units,actual_production_units,defect_rate,good_units_produced,demand_allocated,actual_demand_units,sales_units,lost_sales_units,ending_inventory,fill_rate,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,revenue,production_cost,holding_cost,warranty_cost,allocated_procurement_cost,allocated_backlog_cost,allocated_expansion_cost,contribution_margin_per_unit,profit_contribution,beginning_inventory,backlog_units_start,backlog_units_end,tech_gap_to_market,tech_attractiveness_adjustment,cannibalization_in_units,cannibalization_out_units,launched_this_round,launch_event,retired_this_round,retirement_liquidation_revenue,notes,run_id,team_count,market_scenario,market_label
2,Team 01,team_01_A,Elite Spin Pro,A,premium,growth,2,3,tour,209.52,85,87,87,0.005,86,229.12,229.12,86,142,0,0.3642,144.12,144.12,1.6956,0.629,18018.72,4102.05,71.87,19.35,3725.34,80.0,442.57,119.55,8008.71,0,7,8,0,1.0,0.0,0.0,False,,False,0.0,Lost 142 sales units. Carried 8 backlog units.,1,4,batch_001,Batch market 001
2,Team 01,team_01_B,Control Tour,B,mid,growth,3,2,tour,168.48,95,97,97,0.005,96,209.02,209.02,96,114,0,0.4444,114.02,114.02,1.2002,0.5455,16174.08,4555.12,80.13,21.6,4153.54,60.0,493.43,78.7,5379.09,0,7,6,-1,0.884,0.0,0.0,False,,False,0.0,Lost 114 sales units. Carried 6 backlog units.,1,4,batch_001,Batch market 001
2,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.71,0.0,0,0,0,-2,0.767,0.0,0.0,False,,False,0.0,,1,4,batch_001,Batch market 001
2,Team 02,team_02_A,Momentum Edge,A,mid,growth,2,2,power,128.48,158,146,0,0.0338,0,208.82,208.82,0,201,0,0.0,50.82,50.82,0.3216,0.2434,0.0,0.0,0.0,0.0,0.0,290.0,0.0,86.47,-840.23,0,22,29,-1,0.884,5.91,0.0,False,,False,0.0,Production capped from 146 to 0 by shared capacity or materials. Lost 201 sales units. Carried 29 backlog units.,1,4,batch_001,Batch market 001
2,Team 02,team_02_B,Rise Power,B,premium,growth,3,3,power,156.64,112,104,0,0.0334,0,202.79,202.79,0,206,0,0.0,90.79,90.79,0.8106,0.4477,0.0,0.0,0.0,0.0,0.0,300.0,0.0,114.63,-834.35,0,34,30,0,1.0,6.73,0.0,False,,False,0.0,Production capped from 104 to 0 by shared capacity or materials. Lost 206 sales units. Carried 30 backlog units.,1,4,batch_001,Batch market 001
2,Team 02,team_02_C,Court Wave,C,beginner,maturity,4,1,entry,91.52,145,134,0,0.0387,0,157.65,157.65,0,160,0,0.0,12.65,12.65,0.0873,0.0803,0.0,0.0,0.0,0.0,0.0,240.0,0.0,49.51,-655.42,0,27,24,-2,0.933,0.0,12.64,False,,False,0.0,Production capped from 134 to 0 by shared capacity or materials. Lost 160 sales units. Carried 24 backlog units.,1,4,batch_001,Batch market 001
2,Team 03,team_03_A,Vector X,A,premium,growth,3,3,engineered,184.0,90,90,90,0.005,89,231.82,231.82,89,143,0,0.3621,141.82,141.82,1.5758,0.6118,16376.0,4136.4,95.4,20.02,3509.89,130.0,388.8,101.93,6827.22,0,14,13,0,1.0,0.0,0.0,False,,False,0.0,Lost 143 sales units. Carried 13 backlog units.,1,4,batch_001,Batch market 001
2,Team 03,team_03_B,Axis Control,B,mid,growth,2,2,engineered,149.0,110,110,110,0.005,109,225.14,225.14,109,115,0,0.4636,115.14,115.14,1.0467,0.5114,16241.0,4999.5,116.6,24.53,4289.87,110.0,475.2,67.44,4993.57,0,10,11,-1,0.884,0.0,0.0,False,,False,0.0,Lost 115 sales units. Carried 11 backlog units.,1,4,batch_001,Batch market 001
2,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.89,0.0,0,0,0,-2,0.933,0.0,0.0,False,,False,0.0,,1,4,batch_001,Batch market 001
2,Team 04,team_04_A,Starter Pop,A,beginner,growth,3,1,entry,93.45,144,141,141,0.0442,134,240.37,240.37,134,107,0,0.5268,96.37,96.37,0.6692,0.4009,12522.3,4755.93,44.57,266.83,3826.22,130.0,379.24,31.19,-377.36,0,14,13,-2,0.933,23.01,0.0,False,,False,0.0,Lost 107 sales units. Carried 13 backlog units.,1,4,batch_001,Batch market 001
2,Team 04,team_04_B,Club Value,B,beginner,maturity,5,1,entry,102.9,125,123,123,0.0403,118,155.49,155.49,118,37,0,0.7353,30.49,30.49,0.2439,0.1961,12142.2,4179.54,38.88,214.26,3337.76,50.0,330.83,40.39,1728.86,0,5,5,-2,0.933,0.0,28.6,False,,False,0.0,Lost 37 sales units. Carried 5 backlog units.,1,4,batch_001,Batch market 001
2,Team 04,team_04_C,Flex Edge,C,mid,growth,2,2,hybrid,128.1,86,84,84,0.0433,80,222.78,222.78,80,141,0,0.3336,136.78,136.78,1.5905,0.614,10248.0,2928.24,26.55,155.96,2279.45,180.0,225.93,64.71,1210.81,0,17,18,-1,0.884,5.59,0.0,False,,False,0.0,Lost 141 sales units. Carried 18 backlog units.,1,4,batch_001,Batch market 001
3,Team 01,team_01_A,Elite Spin Pro,A,premium,growth,3,3,tour,209.52,85,87,87,0.005,86,256.68,256.68,86,169,0,0.3249,171.68,171.68,2.0197,0.6688,18018.72,4203.84,71.87,19.35,3818.43,90.0,442.57,117.31,7589.43,0,8,9,0,1.0,16.35,0.0,False,,False,0.0,Lost 169 sales units. Carried 9 backlog units.,1,4,batch_001,Batch market 001
3,Team 01,team_01_B,Control Tour,B,mid,maturity,4,2,tour,168.48,95,97,97,0.005,96,175.14,175.14,96,80,0,0.53,80.14,80.14,0.8436,0.4576,16174.08,4668.61,80.13,21.6,4257.33,50.0,493.43,76.46,5386.21,0,6,5,-1,0.881,0.0,16.35,False,,False,0.0,Lost 80 sales units. Carried 5 backlog units.,1,4,batch_001,Batch market 001
3,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.59,0.0,0,0,0,-2,0.761,0.0,0.0,False,,False,0.0,,1,4,batch_001,Batch market 001
3,Team 02,team_02_A,Momentum Edge,A,mid,growth,3,2,power,128.48,158,146,146,0.0338,141,244.97,244.97,141,97,0,0.5147,86.97,86.97,0.5504,0.355,18115.68,6859.08,69.96,214.49,5851.06,350.0,793.88,49.17,3369.48,0,29,35,-1,0.881,19.87,0.0,False,,False,0.0,Lost 97 sales units. Carried 35 backlog units.,1,4,batch_001,Batch market 001
3,Team 02,team_02_B,Rise Power,B,premium,maturity,4,3,power,156.64,112,104,104,0.0314,100,180.96,180.96,100,81,0,0.474,68.96,68.96,0.6158,0.3811,15664.0,5050.24,49.83,141.52,4167.88,290.0,565.5,75.75,4950.08,0,30,29,0,1.0,4.5,13.28,False,,False,0.0,Lost 81 sales units. Carried 29 backlog units.,1,4,batch_001,Batch market 001
3,Team 02,team_02_C,Court Wave,C,beginner,maturity,5,1,entry,91.52,145,134,134,0.0387,128,178.69,178.69,128,55,0,0.6315,33.69,33.69,0.2324,0.1886,11714.56,6342.22,64.21,223.02,5370.15,190.0,728.62,11.86,-1646.98,0,24,19,-2,0.931,0.0,11.09,False,,False,0.0,Lost 55 sales units. Carried 19 backlog units.,1,4,batch_001,Batch market 001
3,Team 03,team_03_A,Vector X,A,premium,maturity,4,3,engineered,184.0,90,90,90,0.005,89,198.65,198.65,89,111,0,0.4205,108.65,108.65,1.2072,0.5469,16376.0,4239.9,109.8,20.02,3597.37,110.0,388.8,99.88,6806.61,0,13,11,0,1.0,0.0,14.95,False,,False,0.0,Lost 111 sales units. Carried 11 backlog units.,1,4,batch_001,Batch market 001
3,Team 03,team_03_B,Axis Control,B,mid,growth,3,2,engineered,149.0,110,110,110,0.005,109,251.4,251.4,109,140,0,0.4154,141.4,141.4,1.2854,0.5624,16241.0,5123.8,134.2,24.53,4396.79,130.0,475.2,65.41,4559.98,0,11,13,-1,0.881,14.95,0.0,False,,False,0.0,Lost 140 sales units. Carried 13 backlog units.,1,4,batch_001,Batch market 001
3,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.81,0.0,0,0,0,-2,0.931,0.0,0.0,False,,False,0.0,,1,4,batch_001,Batch market 001
3,Team 04,team_04_A,Starter Pop,A,beginner,maturity,4,1,entry,93.45,144,141,141,0.0422,135,206.24,206.24,135,75,0,0.6158,62.24,62.24,0.4322,0.3018,12615.75,4874.37,30.79,256.67,3921.44,90.0,379.24,29.64,57.4,0,13,9,-2,0.931,14.38,7.41,False,,False,0.0,Lost 75 sales units. Carried 9 backlog units.,1,4,batch_001,Batch market 001
3,Team 04,team_04_B,Club Value,B,beginner,maturity,6,1,entry,102.9,125,123,123,0.0403,118,171.17,171.17,118,51,0,0.6698,46.17,46.17,0.3694,0.2697,12142.2,4282.86,26.86,214.26,3420.83,70.0,330.83,38.84,1301.8,0,5,7,-2,0.931,0.0,20.53,False,,False,0.0,Lost 51 sales units. Carried 7 backlog units.,1,4,batch_001,Batch market 001
3,Team 04,team_04_C,Flex Edge,C,mid,growth,3,2,hybrid,128.1,86,84,84,0.0433,80,240.1,240.1,80,158,0,0.31,154.1,154.1,1.7919,0.6418,10248.0,3001.32,18.34,155.96,2336.18,200.0,225.93,63.13,810.87,0,18,20,-1,0.881,13.56,0.0,False,,False,0.0,Lost 158 sales units. Carried 20 backlog units.,1,4,batch_001,Batch market 001
4,Team 01,team_01_A,Elite Spin Pro,A,premium,maturity,4,3,tour,209.52,85,87,87,0.005,86,231.07,231.07,86,145,0,0.3582,146.07,146.07,1.7185,0.6321,18018.72,4305.63,71.87,19.35,3910.65,90.0,442.57,115.08,7528.1,0,9,9,-1,0.867,10.2,0.0,False,,False,0.0,Lost 145 sales units. Carried 9 backlog units.,1,4,batch_001,Batch market 001
4,Team 01,team_01_B,Control Tour,B,mid,maturity,5,2,tour,168.48,95,97,97,0.005,96,188.92,188.92,96,92,0,0.4951,93.92,93.92,0.9886,0.4971,16174.08,4782.1,80.13,21.6,4360.15,50.0,493.43,74.23,5037.22,0,5,5,-2,0.755,0.0,10.2,False,,False,0.0,Lost 92 sales units. Carried 5 backlog units.,1,4,batch_001,Batch market 001
4,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.46,0.0,0,0,0,-3,0.72,0.0,0.0,False,,False,0.0,,1,4,batch_001,Batch market 001
4,Team 02,team_02_A,Momentum Edge,A,mid,maturity,4,2,power,128.48,158,146,146,0.0318,141,227.11,227.11,141,93,0,0.5379,69.11,69.11,0.4374,0.3043,18115.68,7025.52,139.92,201.8,5992.22,280.0,793.88,47.25,3157.89,0,35,28,-2,0.755,13.46,0.0,False,,False,0.0,Lost 93 sales units. Carried 28 backlog units.,1,4,batch_001,Batch market 001
4,Team 02,team_02_B,Rise Power,B,premium,maturity,5,3,power,156.64,112,104,104,0.0314,100,203.92,203.92,100,102,0,0.4293,91.92,91.92,0.8207,0.4508,15664.0,5172.96,99.67,141.52,4268.43,300.0,565.5,73.79,4645.03,0,29,30,-1,0.867,5.5,8.7,False,,False,0.0,Lost 102 sales units. Carried 30 backlog units.,1,4,batch_001,Batch market 001
4,Team 02,team_02_C,Court Wave,C,beginner,maturity,6,1,entry,91.52,145,134,134,0.0387,128,218.54,218.54,128,84,0,0.5389,73.54,73.54,0.5071,0.3365,11714.56,6496.32,128.42,223.02,5499.71,250.0,728.62,9.93,-2116.19,0,19,25,-3,0.894,0.0,10.27,False,,False,0.0,Lost 84 sales units. Carried 25 backlog units.,1,4,batch_001,Batch market 001
4,Team 03,team_03_A,Vector X,A,premium,maturity,5,3,engineered,184.0,90,90,90,0.005,89,215.25,215.25,89,125,0,0.3934,125.25,125.25,1.3917,0.5819,16376.0,4342.5,124.2,20.02,3684.85,120.0,388.8,97.84,6470.12,0,11,12,-1,0.867,0.0,9.44,False,,False,0.0,Lost 125 sales units. Carried 12 backlog units.,1,4,batch_001,Batch market 001
4,Team 03,team_03_B,Axis Control,B,mid,maturity,4,2,engineered,149.0,110,110,110,0.005,109,223.85,223.85,109,115,0,0.4602,113.85,113.85,1.035,0.5086,16241.0,5248.1,151.8,24.53,4503.71,120.0,475.2,63.38,4443.17,0,13,12,-2,0.755,9.44,0.0,False,,False,0.0,Lost 115 sales units. Carried 12 backlog units.,1,4,batch_001,Batch market 001
4,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.74,0.0,0,0,0,-3,0.894,0.0,0.0,False,,False,0.0,,1,4,batch_001,Batch market 001
4,Team 04,team_04_A,Starter Pop,A,beginner,maturity,5,1,entry,93.45,144,141,141,0.0422,135,240.88,240.88,135,102,0,0.5403,96.88,96.88,0.6727,0.4022,12615.75,4992.81,25.86,256.67,4010.55,120.0,390.46,28.09,-692.19,0,9,12,-3,0.894,13.19,5.12,False,,False,0.0,Lost 102 sales units. Carried 12 backlog units.,1,4,batch_001,Batch market 001
4,Team 04,team_04_B,Club Value,B,beginner,decline,7,1,entry,102.9,115,113,113,0.0433,108,159.32,159.32,108,58,0,0.6493,44.32,44.32,0.3854,0.2782,11113.2,4049.92,20.73,210.68,3214.13,0.0,312.92,37.11,982.14,0,7,0,-3,0.894,0.0,16.58,False,,True,0.0,Retired at the end of the round. Lost 58 sales units.,1,4,batch_001,Batch market 001
4,Team 04,team_04_C,Flex Edge,C,mid,maturity,4,2,hybrid,128.1,86,84,84,0.0413,80,217.15,217.15,80,141,0,0.3373,131.15,131.15,1.525,0.604,10248.0,3074.4,15.41,148.76,2389.27,160.0,232.62,61.55,1061.8,0,20,16,-2,0.755,8.51,0.0,False,,False,0.0,Lost 141 sales units. Carried 16 backlog units.,1,4,batch_001,Batch market 001
1,Team 01,team_01_A,Elite Spin Pro,A,premium,launch,1,3,tour,209.52,85,87,87,0.005,86,84.18,84.18,84,0,2,0.9979,-0.82,0.82,-0.0097,0.0098,17599.68,5024.25,83.87,18.9,4563.15,0.0,442.57,99.32,5919.27,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 01,team_01_B,Control Tour,B,mid,growth,2,2,tour,168.48,95,97,97,0.005,96,78.99,78.99,78,0,18,0.9874,-16.01,16.01,-0.1685,0.2026,13141.44,5579.44,188.13,17.55,5087.65,0.0,493.43,58.51,322.91,0,0,0,-1,0.858,0.0,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.52,0.0,0,0,0,-2,0.72,0.0,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 02,team_02_A,Momentum Edge,A,mid,launch,1,2,power,128.48,158,146,122,0.0378,117,77.32,77.32,77,0,40,0.9959,-80.68,80.68,-0.5107,1.0436,9892.96,6962.54,240.0,130.99,7010.38,0.0,796.05,32.78,-5723.56,0,0,0,-1,0.858,0.0,0.0,False,,False,0.0,Production capped from 146 to 122 by shared capacity or materials.,2,6,batch_002,Batch market 002
1,Team 02,team_02_B,Rise Power,B,premium,growth,2,3,power,156.64,112,104,86,0.0334,83,87.54,87.54,83,0,0,0.9481,-24.46,24.46,-0.2184,0.2794,13001.12,5109.26,0.0,124.94,4941.74,40.0,561.15,58.6,1684.45,0,0,4,0,1.0,0.0,0.0,False,,False,0.0,Production capped from 104 to 86 by shared capacity or materials. Carried 4 backlog units.,2,6,batch_002,Batch market 002
1,Team 02,team_02_C,Court Wave,C,beginner,growth,3,1,entry,91.52,145,134,112,0.0407,107,78.5,78.5,78,0,29,0.9936,-66.5,66.5,-0.4586,0.8471,7138.56,6447.84,174.0,142.92,6435.76,0.0,730.8,-4.68,-7276.62,0,0,0,-2,0.93,0.0,0.0,False,,False,0.0,Production capped from 134 to 112 by shared capacity or materials.,2,6,batch_002,Batch market 002
1,Team 03,team_03_A,Vector X,A,premium,growth,2,3,engineered,184.0,90,90,90,0.005,89,91.7,91.7,89,0,0,0.9705,1.7,1.7,0.0189,0.0186,16376.0,5067.0,81.0,20.02,4299.16,20.0,388.8,83.47,5142.86,0,0,2,0,1.0,0.0,0.0,False,,False,0.0,Carried 2 backlog units.,2,6,batch_002,Batch market 002
1,Team 03,team_03_B,Axis Control,B,mid,launch,1,2,engineered,149.0,110,110,110,0.005,109,77.22,77.22,77,0,32,0.9971,-32.78,32.78,-0.298,0.4245,11473.0,6123.7,291.0,17.32,5254.52,0.0,475.2,49.1,-1831.58,0,0,0,-1,0.858,0.0,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.19,0.0,0,0,0,-2,0.93,0.0,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 04,team_04_A,Starter Pop,A,beginner,growth,2,1,entry,93.45,144,141,141,0.0442,134,84.05,84.05,84,0,50,0.9994,-59.95,59.95,-0.4163,0.7132,7849.8,5826.12,358.34,167.26,4685.88,0.0,379.24,17.19,-7109.87,0,0,0,-2,0.93,8.17,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 04,team_04_B,Club Value,B,beginner,maturity,4,1,entry,102.9,125,123,123,0.0403,118,55.24,55.24,55,0,63,0.9957,-69.76,69.76,-0.5581,1.263,5659.5,5119.26,428.9,99.87,4087.68,0.0,330.83,26.34,-6735.29,0,0,0,-2,0.93,0.0,10.16,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 04,team_04_C,Flex Edge,C,mid,launch,1,2,hybrid,128.1,86,84,84,0.0473,80,74.23,74.23,74,0,6,0.9969,-11.77,11.77,-0.1368,0.1585,9479.4,3586.8,70.76,157.59,2791.59,0.0,225.93,50.46,-482.19,0,0,0,-1,0.858,1.99,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 05,team_05_A,Club Control,A,mid,growth,3,2,club,134.64,83,90,90,0.0196,88,93.06,93.06,88,3,0,0.9456,10.06,10.06,0.1213,0.1081,11848.32,3945.6,60.0,77.63,2655.49,20.0,0.0,54.72,4791.21,0,0,2,-1,0.858,6.02,0.0,False,,False,0.0,Lost 3 sales units. Carried 2 backlog units.,2,6,batch_002,Batch market 002
1,Team 05,team_05_B,Court Starter,B,beginner,maturity,4,1,club,104.04,72,78,78,0.0223,76,58.98,58.98,58,0,18,0.9833,-13.02,13.02,-0.1808,0.2207,6034.32,3424.98,160.0,58.25,2301.42,0.0,0.0,24.05,-99.45,0,0,0,-2,0.93,0.0,11.53,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 05,team_05_C,Club Spin,C,mid,launch,1,2,club,148.92,52,57,57,0.0197,55,81.86,81.86,55,16,0,0.6718,29.86,29.86,0.5743,0.3648,8190.6,2515.41,38.0,48.71,1681.81,100.0,0.0,68.71,3544.19,0,0,10,-1,0.858,5.51,0.0,False,,False,0.0,Lost 16 sales units. Carried 10 backlog units.,2,6,batch_002,Batch market 002
1,Team 06,team_06_A,Elite Spin Pro,A,premium,launch,1,3,tour,186.24,132,112,112,0.005,111,85.89,85.89,85,0,26,0.9897,-46.11,46.11,-0.3494,0.5369,15830.4,6975.36,178.78,19.12,6674.28,0.0,1059.25,78.15,-1107.79,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 06,team_06_B,Control Tour,B,mid,growth,2,2,tour,149.76,146,124,124,0.005,123,83.23,83.23,83,0,40,0.9972,-62.77,62.77,-0.4299,0.7542,12430.08,7642.12,265.22,18.68,7389.39,0.0,1172.75,42.32,-6026.68,0,0,0,-1,0.858,0.0,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
1,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.96,0.0,0,0,0,-2,0.72,0.0,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
2,Team 01,team_01_A,Elite Spin Pro,A,premium,growth,2,3,tour,209.52,85,87,87,0.005,86,99.36,99.36,88,0,0,0.8857,14.36,14.36,0.1689,0.1445,18437.76,5126.04,71.87,19.8,4656.24,110.0,442.57,97.08,6405.82,2,0,11,0,1.0,0.0,0.0,False,,False,0.0,Carried 11 backlog units.,2,6,batch_002,Batch market 002
2,Team 01,team_01_B,Control Tour,B,mid,growth,3,2,tour,168.48,95,97,97,0.005,96,86.31,86.31,86,0,28,0.9964,-8.69,8.69,-0.0915,0.1007,14489.28,5692.93,248.13,19.35,5191.44,0.0,493.43,56.27,1449.42,18,0,0,-1,0.855,0.0,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
2,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.39,0.0,0,0,0,-2,0.72,0.0,0.0,False,,False,0.0,,2,6,batch_002,Batch market 002
