round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
3,Team 02,Sponsorship Growth,3,1,0,0,0,415,188.64,-226.36,226.36,1.2,0,130.08,384,384,416,92.31,33.27,0.0359,369,188.64,252,0,0,117,92,0.9896,32780.0,15836.52,18781.66,886.0,404.46,0.0,2088.0,1500.0,231.0,14250.97,3500.0,0.0,15361.23,10500.0,True,39727.64,-6947.64,-8.9,45.77,2.0,7.49,0,0,476,384,476,66,,"Portfolio forecast WAPE was 120.00% against realized demand. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 03,Engineering Challenger,2,1,0,0,0,200,137.85,-62.15,62.15,0.4509,0,163.93,200,200,331,60.42,38.09,0.005,198,137.85,136,0,0,198,122,0.9866,22294.0,8227.44,9635.5,1432.0,30.6,0.0,864.0,2500.0,66.0,22177.94,1000.0,0.0,30018.88,3000.0,True,22755.54,-461.54,32.36,70.26,2.0,4.43,136,106,216,200,216,0,,"Portfolio forecast WAPE was 45.09% against realized demand. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 04,Low-Cost Volume,3,1,1,0,0,355,191.24,-163.76,163.76,0.8563,0,109.71,348,348,467,74.52,30.09,0.0418,333,191.24,190,0,0,445,38,0.9935,20845.65,9959.79,12512.55,2745.99,360.42,0.0,936.0,9000.0,462.0,33683.71,7000.0,0.0,6898.07,21000.0,True,35976.75,-15131.1,-10.46,46.68,1.33,8.54,302,55,331,348,331,0,,"Portfolio forecast WAPE was 85.63% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 05,Community / Club,3,1,0,0,0,207,204.39,-2.61,75.37,0.3688,46,129.61,225,218,303,71.95,31.06,0.0188,213,204.39,169,34,12,142,0,0.781,21903.48,5715.04,8251.3,852.0,140.44,120.0,0.0,750.0,0.0,9785.22,0.0,0.0,43134.21,0.0,False,15828.78,6074.7,46.13,55.01,1.67,17.08,98,34,184,218,184,12,,Portfolio forecast WAPE was 36.88% against realized demand. Lost 34 sales units across the portfolio. Carried 12 backlog units into next round.
3,Team 06,Premium Quality,2,1,0,0,0,278,136.6,-141.4,141.4,1.0351,0,170.57,236,236,361,65.37,39.45,0.005,234,136.6,135,0,0,307,166,0.9883,23026.56,12111.15,12587.24,2174.0,30.37,0.0,2232.0,4000.0,660.0,39533.93,10000.0,0.0,25379.39,30000.0,True,33794.76,-10768.2,-12.61,77.49,2.0,5.49,208,95,307,236,307,0,,"Portfolio forecast WAPE was 103.51% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 01,Premium Quality,2,1,0,0,0,180,137.15,-42.85,42.85,0.3124,0,190.51,184,184,309,59.55,46.23,0.005,182,137.15,136,0,0,208,76,0.9916,25909.2,8506.32,9346.2,1400.0,30.61,0.0,936.0,3000.0,0.0,23694.59,0.0,0.0,35767.95,0.0,False,23219.13,2690.07,59.02,84.48,2.0,3.41,162,76,184,184,184,0,,Portfolio forecast WAPE was 31.24% against realized demand.
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,199.02,-215.98,215.98,1.0852,0,125.34,384,384,445,86.29,34.05,0.0341,369,199.02,197,0,0,289,184,0.9899,24691.04,16207.8,19223.58,2102.01,300.88,0.0,2088.0,1500.0,308.0,32673.4,3500.0,0.0,1822.0,14000.0,True,41730.27,-17039.23,-56.05,46.06,2.0,5.71,117,92,476,384,476,0,,"Portfolio forecast WAPE was 108.52% against realized demand. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 03,Engineering Challenger,2,1,0,0,0,200,140.94,-59.06,59.06,0.419,0,165.75,200,200,343,58.31,38.98,0.005,198,140.94,140,0,0,256,138,0.9933,23205.0,8419.68,9862.4,1812.0,31.51,0.0,864.0,2500.0,88.0,28581.99,1000.0,0.0,30646.29,4000.0,True,23577.59,-372.59,34.94,74.14,2.0,2.98,198,122,216,200,216,0,,"Portfolio forecast WAPE was 41.90% against realized demand. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 04,Low-Cost Volume,3,0,0,1,2,345,205.91,-139.09,156.05,0.7579,15,110.05,338,338,480,70.42,30.8,0.0453,322,205.91,190,0,15,267,31,0.9227,35660.11,9886.8,12462.16,1664.0,402.77,150.0,936.0,0,616.0,23222.77,7000.0,0.0,23440.45,28000.0,True,26117.73,9542.38,-9.7,44.08,1.67,14.16,410,38,331,338,321,0,"Launched Team 04 NextGen into slot C, replacing Flex Edge","Launched Team 04 NextGen into slot C, replacing Flex Edge Portfolio forecast WAPE was 75.79% against realized demand. Carried 15 backlog units into next round. Generated $14,751.46 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 05,Community / Club,3,1,0,0,0,201,196.45,-4.55,55.35,0.2818,42,129.65,219,184,303,60.73,31.8,0.0191,179,196.45,166,30,12,155,0,0.7964,21522.0,5724.0,7147.76,930.0,140.21,120.0,0.0,750.0,0.0,10950.21,0.0,0.0,49844.24,0.0,False,14811.97,6710.03,51.27,51.82,1.67,11.12,142,0,184,184,180,12,,Portfolio forecast WAPE was 28.18% against realized demand. Lost 30 sales units across the portfolio. Carried 12 backlog units into next round.
4,Team 06,Premium Quality,2,1,0,0,0,278,140.53,-137.47,137.47,0.9782,0,169.18,236,236,392,60.2,40.38,0.005,234,140.53,139,0,0,402,237,0.9891,23516.16,12396.66,12884.48,2886.0,31.27,0.0,2232.0,4000.0,880.0,53750.11,10000.0,0.0,23585.14,40000.0,True,35310.41,-11794.25,-12.92,81.31,2.0,3.56,307,166,307,236,307,0,,"Portfolio forecast WAPE was 97.82% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
