round_number,team_name,product_id,slot_name,product_name,forecast_units,actual_demand_units,actual_sales_units,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value
3,Team 03,team_03_A,A,Vector X,90,58.85,58,-31.15,31.15,-0.3461,0.5293
3,Team 03,team_03_B,B,Axis Control,110,79.0,78,-31.0,31.0,-0.2818,0.3924
3,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
3,Team 04,team_04_A,A,Starter Pop,144,63.31,63,-80.69,80.69,-0.5603,1.2745
3,Team 04,team_04_B,B,Club Value,125,52.27,52,-72.73,72.73,-0.5819,1.3917
3,Team 04,team_04_C,C,Flex Edge,86,75.66,75,-10.34,10.34,-0.1203,0.1367
3,Team 05,team_05_A,A,Club Control,83,62.65,62,-20.35,20.35,-0.2452,0.3249
3,Team 05,team_05_B,B,Court Starter,72,53.36,53,-18.64,18.64,-0.2588,0.3492
3,Team 05,team_05_C,C,Club Spin,52,88.38,54,36.38,36.38,0.6995,0.4116
3,Team 06,team_06_A,A,Elite Spin Pro,132,77.79,77,-54.21,54.21,-0.4107,0.6968
3,Team 06,team_06_B,B,Control Tour,146,58.81,58,-87.19,87.19,-0.5972,1.4827
3,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 01,team_01_A,A,Elite Spin Pro,85,73.93,73,-11.07,11.07,-0.1302,0.1497
4,Team 01,team_01_B,B,Control Tour,95,63.22,63,-31.78,31.78,-0.3345,0.5027
4,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 02,team_02_A,A,Momentum Edge,158,71.83,71,-86.17,86.17,-0.5454,1.1998
4,Team 02,team_02_B,B,Rise Power,112,62.88,62,-49.12,49.12,-0.4386,0.7811
4,Team 02,team_02_C,C,Court Wave,145,64.31,64,-80.69,80.69,-0.5565,1.2548
4,Team 03,team_03_A,A,Vector X,90,67.9,67,-22.1,22.1,-0.2456,0.3255
4,Team 03,team_03_B,B,Axis Control,110,73.04,73,-36.96,36.96,-0.336,0.506
4,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 04,team_04_A,A,Starter Pop,144,67.07,67,-76.93,76.93,-0.5342,1.1469
4,Team 04,team_04_B,B,Club Value,115,44.36,44,-70.64,70.64,-0.6143,1.5924
4,Team 04,team_04_C,C,Team 04 NextGen,86,94.48,79,8.48,8.48,0.0986,0.0898
4,Team 05,team_05_A,A,Club Control,83,70.05,70,-12.95,12.95,-0.156,0.1848
4,Team 05,team_05_B,B,Court Starter,66,49.0,49,-17.0,17.0,-0.2575,0.3468
4,Team 05,team_05_C,C,Club Spin,52,77.4,47,25.4,25.4,0.4884,0.3282
4,Team 06,team_06_A,A,Elite Spin Pro,132,74.58,74,-57.42,57.42,-0.435,0.77
4,Team 06,team_06_B,B,Control Tour,146,65.95,65,-80.05,80.05,-0.5483,1.214
4,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
