round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes,run_id,team_count,market_scenario,market_label
3,Team 03,Engineering Challenger,2,1,0,0,0,200,450.05,250.05,250.05,0.5556,275,164.73,200,200,331,60.42,37.01,0.005,198,450.05,198,251,24,0,122,0.4177,32617.0,7994.16,9363.7,244.0,44.55,240.0,864.0,2500.0,66.0,4965.22,1000.0,0.0,65473.47,3000.0,False,21316.41,11300.59,76.84,11.76,2.0,14.95,0,106,216,200,216,24,,"Portfolio forecast WAPE was 55.56% against realized demand. Lost 251 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",1,4,batch_001,Batch market 001
3,Team 04,Low-Cost Volume,3,1,0,0,0,355,617.51,262.51,262.51,0.4251,320,105.12,348,348,467,74.52,29.24,0.0418,333,617.51,333,284,36,0,38,0.5096,35005.95,9678.44,12158.55,75.99,626.89,360.0,936.0,9000.0,462.0,4261.12,7000.0,0.0,57084.54,21000.0,True,33297.87,1708.08,37.66,0.0,1.33,27.94,0,55,331,348,331,36,,"Portfolio forecast WAPE was 42.51% against realized demand. Lost 284 sales units across the portfolio. Carried 36 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",1,4,batch_001,Batch market 001
4,Team 01,Premium Quality,2,1,0,0,0,180,419.99,239.99,239.99,0.5714,251,187.87,184,184,309,59.55,44.95,0.005,182,419.99,182,237,14,0,76,0.4194,34192.8,8270.8,9087.73,152.0,40.95,140.0,936.0,3000.0,0.0,3416.2,0.0,0.0,78310.88,0.0,False,21627.48,12565.32,92.27,1.06,2.0,10.2,0,76,184,184,184,14,,Portfolio forecast WAPE was 57.14% against realized demand. Lost 237 sales units across the portfolio. Carried 14 backlog units into next round.,1,4,batch_001,Batch market 001
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,649.57,234.57,234.57,0.3611,362,123.29,384,384,445,86.29,33.11,0.0341,369,649.57,369,279,83,0,184,0.5037,45494.24,15760.36,18694.8,368.01,566.34,830.0,2088.0,1500.0,308.0,8192.24,3500.0,0.0,38845.18,14000.0,False,40115.51,5378.73,28.38,0.0,2.0,18.97,0,92,476,384,476,83,,"Portfolio forecast WAPE was 36.11% against realized demand. Lost 279 sales units across the portfolio. Carried 83 backlog units into next round. Used $3,500.00 of planned borrowing.",1,4,batch_001,Batch market 001
4,Team 03,Engineering Challenger,2,1,0,0,0,200,439.1,239.1,239.1,0.5445,264,164.73,200,200,343,58.31,37.91,0.005,198,439.1,198,240,24,0,138,0.4276,32617.0,8188.56,9590.6,276.0,44.55,240.0,864.0,2500.0,88.0,5831.58,1000.0,0.0,77298.76,4000.0,False,21791.71,10825.29,74.71,0.0,2.0,9.44,0,122,216,200,216,24,,"Portfolio forecast WAPE was 54.45% against realized demand. Lost 240 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",1,4,batch_001,Batch market 001
4,Team 04,Low-Cost Volume,3,1,1,0,1,345,617.35,272.35,272.35,0.4412,329,105.19,338,338,480,70.42,29.95,0.0423,323,617.35,323,301,28,0,31,0.4944,33976.95,9613.95,12117.13,62.0,616.11,280.0,936.0,9000.0,616.0,5128.45,7000.0,0.0,64820.3,28000.0,True,33241.19,735.76,36.01,0.0,1.33,21.7,0,38,331,338,321,36,,"Portfolio forecast WAPE was 44.12% against realized demand. Lost 301 sales units across the portfolio. Carried 28 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",1,4,batch_001,Batch market 001
1,Team 01,Premium Quality,2,1,0,0,0,180,163.17,-16.83,16.83,0.1031,0,189.76,184,184,270,68.15,52.45,0.005,182,163.17,162,0,0,20,76,0.9928,30741.12,9650.8,10603.69,272.0,36.45,0.0,936.0,3000.0,0.0,6187.77,0.0,0.0,31826.18,0.0,False,24498.94,6242.18,64.51,70.93,2.0,0.0,0,260,0,184,184,0,,Portfolio forecast WAPE was 10.31% against realized demand.,2,6,batch_002,Batch market 002
1,Team 02,Sponsorship Growth,3,1,0,0,0,415,243.36,-171.64,171.64,0.7053,4,126.19,384,320,358,89.39,38.63,0.0376,307,243.36,238,0,4,69,0,0.978,30032.64,18387.88,18519.64,414.0,398.85,40.0,2088.0,1500.0,77.0,7183.77,3500.0,0.0,21291.27,3500.0,False,41425.37,-11392.73,-30.56,62.22,2.0,0.0,0,320,0,320,476,0,,"Portfolio forecast WAPE was 70.53% against realized demand. Carried 4 backlog units into next round. Used $3,500.00 of planned borrowing.",2,6,batch_002,Batch market 002
1,Team 03,Engineering Challenger,2,1,0,0,0,200,168.92,-31.08,34.48,0.2041,2,167.77,200,200,307,65.15,44.23,0.005,198,168.92,166,0,2,32,90,0.9827,27849.0,9553.68,11190.7,372.0,37.34,20.0,864.0,2500.0,22.0,7336.57,1000.0,0.0,31433.28,1000.0,False,24559.72,3289.28,42.57,62.69,2.0,0.0,0,290,0,200,216,0,,"Portfolio forecast WAPE was 20.41% against realized demand. Carried 2 backlog units into next round. Used $1,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
1,Team 04,Low-Cost Volume,3,1,0,0,0,355,213.52,-141.48,141.48,0.6626,0,107.93,348,348,441,78.91,34.94,0.0436,332,213.52,213,0,0,119,72,0.9976,22988.7,11565.14,14532.18,858.0,424.72,0.0,936.0,9000.0,154.0,12692.88,7000.0,0.0,21750.66,7000.0,False,37470.04,-14481.34,-16.59,47.83,1.33,10.16,0,420,0,348,331,0,,"Portfolio forecast WAPE was 66.26% against realized demand. Used $7,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
1,Team 05,Community / Club,3,1,0,0,0,207,233.9,26.9,52.94,0.2263,31,129.72,225,225,303,74.26,36.08,0.0206,219,233.9,201,19,12,18,75,0.8593,26073.24,6638.72,9885.99,258.0,184.59,120.0,0.0,750.0,0.0,4146.32,0.0,0.0,31275.94,0.0,False,17837.3,8235.94,46.59,58.77,1.67,11.53,0,300,0,225,184,0,,Portfolio forecast WAPE was 22.63% against realized demand. Lost 19 sales units across the portfolio. Carried 12 backlog units into next round.,2,6,batch_002,Batch market 002
1,Team 06,Premium Quality,2,1,0,0,0,278,169.12,-108.88,108.88,0.6438,0,168.22,236,236,299,78.93,45.81,0.005,234,169.12,168,0,0,66,24,0.9934,28260.48,14063.67,14617.48,444.0,37.8,0.0,2232.0,4000.0,220.0,9710.84,10000.0,0.0,28229.53,10000.0,False,35614.95,-7354.47,-2.73,70.94,2.0,0.0,0,260,0,236,307,0,,"Portfolio forecast WAPE was 64.38% against realized demand. Used $10,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
2,Team 01,Premium Quality,2,1,0,0,0,180,185.67,5.67,23.05,0.1241,11,189.24,184,184,283,65.02,53.52,0.005,182,185.67,174,0,11,28,76,0.9371,32927.04,9847.68,10818.97,320.0,39.15,110.0,936.0,3000.0,0.0,7212.45,0.0,0.0,39681.42,0.0,False,25071.8,7855.24,70.24,74.61,2.0,0.0,20,76,184,184,184,0,,Portfolio forecast WAPE was 12.41% against realized demand. Carried 11 backlog units into next round.,2,6,batch_002,Batch market 002
2,Team 02,Sponsorship Growth,3,1,0,0,0,415,245.53,-169.47,169.47,0.6902,180,112.95,384,0,387,0.0,39.42,0.1059,0,245.53,69,97,83,0,0,0.2765,7793.28,18763.92,0.0,0.0,111.38,830.0,2088.0,1500.0,154.0,1050.0,3500.0,0.0,9137.25,7000.0,True,23447.3,-15654.02,-160.61,31.62,2.0,5.31,69,0,0,0,476,4,,"Portfolio forecast WAPE was 69.02% against realized demand. Lost 97 sales units across the portfolio. Carried 83 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
2,Team 03,Engineering Challenger,2,1,0,0,0,200,191.62,-8.38,29.3,0.1529,13,166.31,200,200,319,62.7,45.13,0.005,198,191.62,180,0,13,50,106,0.9297,29935.0,9748.08,11417.6,512.0,40.5,130.0,864.0,2500.0,44.0,10194.68,1000.0,0.0,37112.1,2000.0,True,25256.18,4678.82,48.49,65.45,2.0,0.0,32,90,216,200,216,2,,"Portfolio forecast WAPE was 15.29% against realized demand. Carried 13 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
2,Team 04,Low-Cost Volume,3,1,0,0,0,355,237.97,-117.03,118.53,0.4981,0,108.44,348,348,454,76.65,35.65,0.0426,332,237.97,236,0,0,215,55,0.9917,25591.65,11800.15,14825.61,1400.0,455.99,0.0,936.0,9000.0,308.0,20885.0,7000.0,0.0,15616.56,14000.0,True,38725.75,-13134.1,-6.31,46.96,1.33,11.03,119,72,331,348,331,0,,"Portfolio forecast WAPE was 49.81% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
2,Team 05,Community / Club,3,1,0,0,0,207,248.06,41.06,68.02,0.2742,60,128.51,225,225,303,74.26,36.81,0.0187,220,248.06,199,48,12,39,34,0.7652,25573.44,6773.04,10087.59,302.0,166.79,120.0,0.0,750.0,0.0,4435.65,0.0,0.0,38649.96,0.0,False,18199.42,7374.02,42.94,54.23,1.67,20.85,18,75,184,225,184,12,,Portfolio forecast WAPE was 27.42% against realized demand. Lost 48 sales units across the portfolio. Carried 12 backlog units into next round.,2,6,batch_002,Batch market 002
2,Team 06,Premium Quality,2,1,0,0,0,278,192.15,-85.85,85.85,0.4468,0,169.05,236,236,330,71.52,46.74,0.005,234,192.15,191,0,0,109,95,0.994,32288.64,14349.18,14914.72,844.0,42.98,0.0,2232.0,4000.0,440.0,19423.54,10000.0,0.0,33695.29,20000.0,True,36822.88,-4534.24,15.61,75.14,2.0,0.0,66,24,307,236,307,0,,"Portfolio forecast WAPE was 44.68% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
3,Team 01,Premium Quality,2,1,0,0,0,180,199.69,19.69,52.29,0.2619,45,190.0,184,184,296,62.16,54.58,0.005,182,199.69,164,31,14,46,76,0.7784,31160.16,10042.72,11035.12,428.0,36.9,140.0,936.0,3000.0,0.0,9417.54,0.0,0.0,45222.84,0.0,False,25618.74,5541.42,61.25,72.76,2.0,7.35,28,76,184,184,184,11,,Portfolio forecast WAPE was 26.19% against realized demand. Lost 31 sales units across the portfolio. Carried 14 backlog units into next round.,2,6,batch_002,Batch market 002
3,Team 02,Sponsorship Growth,3,1,0,0,0,415,263.57,-151.43,151.43,0.5745,25,126.77,384,384,416,92.31,40.2,0.0349,369,263.57,320,0,25,49,92,0.9233,40566.24,19135.2,22697.12,478.0,496.31,250.0,2088.0,1500.0,231.0,10139.45,3500.0,0.0,6327.86,10500.0,False,46875.63,-6309.39,-5.51,31.0,2.0,10.77,0,0,476,384,476,83,,"Portfolio forecast WAPE was 57.45% against realized demand. Carried 25 backlog units into next round. Used $3,500.00 of planned borrowing.",2,6,batch_002,Batch market 002
3,Team 03,Engineering Challenger,2,1,0,0,0,200,204.17,4.17,4.17,0.0204,17,164.65,200,200,331,60.42,46.03,0.005,198,204.17,199,0,17,49,122,0.9163,32766.0,9942.48,11645.4,538.0,44.77,170.0,864.0,2500.0,66.0,11174.25,1000.0,0.0,45107.45,3000.0,True,25770.65,6995.35,55.95,67.93,2.0,7.04,50,106,216,200,216,13,,"Portfolio forecast WAPE was 2.04% against realized demand. Carried 17 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
3,Team 04,Low-Cost Volume,3,1,0,0,0,355,257.59,-97.41,127.59,0.4953,21,108.1,348,348,467,74.52,36.36,0.0418,333,257.59,235,0,21,313,38,0.9123,25403.7,12035.16,15121.68,1953.99,444.58,210.0,936.0,9000.0,462.0,29513.18,7000.0,0.0,7856.85,21000.0,True,40163.41,-14759.71,-9.35,44.43,1.33,11.64,215,55,331,348,331,0,,"Portfolio forecast WAPE was 49.53% against realized demand. Carried 21 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
3,Team 05,Community / Club,3,1,0,0,0,207,278.21,71.21,71.21,0.256,77,127.6,225,218,303,71.95,37.54,0.0188,213,278.21,212,65,12,40,0,0.7305,27050.4,6907.36,9971.89,240.0,178.96,120.0,0.0,750.0,0.0,3331.3,0.0,0.0,47532.15,0.0,False,18168.21,8882.19,47.13,48.37,1.67,23.39,39,34,184,218,184,12,,Portfolio forecast WAPE was 25.60% against realized demand. Lost 65 sales units across the portfolio. Carried 12 backlog units into next round.,2,6,batch_002,Batch market 002
3,Team 06,Premium Quality,2,1,0,0,0,278,205.77,-72.23,72.23,0.351,0,171.65,236,236,361,65.37,47.67,0.005,234,205.77,205,0,0,138,166,0.9963,35187.84,14634.69,15210.84,1160.0,46.13,0.0,2232.0,4000.0,660.0,27886.15,10000.0,0.0,40939.47,30000.0,True,37943.66,-2755.82,25.84,79.37,2.0,7.67,109,95,307,236,307,0,,"Portfolio forecast WAPE was 35.10% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
4,Team 01,Premium Quality,2,1,0,0,0,180,211.22,31.22,36.48,0.1727,46,188.31,184,184,309,59.55,55.65,0.005,182,211.22,178,32,14,50,76,0.7903,33518.88,10239.6,11250.4,452.0,40.05,140.0,936.0,3000.0,0.0,10069.07,0.0,0.0,52683.67,0.0,False,26058.05,7460.83,67.35,71.22,2.0,4.99,46,76,184,184,184,14,,Portfolio forecast WAPE was 17.27% against realized demand. Lost 32 sales units across the portfolio. Carried 14 backlog units into next round.,2,6,batch_002,Batch market 002
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,298.74,-116.26,116.26,0.3892,23,125.91,384,384,445,86.29,40.99,0.0341,369,298.74,299,0,23,119,184,0.9236,37646.4,19511.24,23140.38,1082.01,456.51,230.0,2088.0,1500.0,308.0,21817.36,3500.0,841.88,0.0,14841.88,True,48316.14,-10669.74,-18.27,29.74,2.0,8.8,49,92,476,384,476,25,,"Portfolio forecast WAPE was 38.92% against realized demand. Carried 23 backlog units into next round. Used $3,500.00 of planned borrowing. Auto-borrowed $841.88 to cover a cash shortfall. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
4,Team 03,Engineering Challenger,2,1,0,0,0,200,218.64,18.64,23.76,0.1087,39,164.89,200,200,343,58.31,46.92,0.005,198,218.64,196,15,24,51,138,0.8318,32319.0,10134.72,11872.3,582.0,44.1,240.0,864.0,2500.0,88.0,12495.32,1000.0,0.0,52101.33,4000.0,True,26325.12,5993.88,52.39,67.63,2.0,4.88,49,122,216,200,216,17,,"Portfolio forecast WAPE was 10.87% against realized demand. Lost 15 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
4,Team 04,Low-Cost Volume,3,1,1,0,1,345,280.58,-64.42,89.6,0.3193,39,106.71,338,338,480,70.42,37.07,0.0423,323,280.58,261,5,34,171,31,0.8654,37298.52,11899.47,14999.88,1088.0,496.49,340.0,936.0,9000.0,616.0,19276.84,7000.0,0.0,12779.53,28000.0,True,39375.84,-2077.32,1.75,40.55,1.33,9.96,313,38,331,338,321,21,,"Portfolio forecast WAPE was 31.93% against realized demand. Lost 5 sales units across the portfolio. Carried 34 backlog units into next round. Generated $9,446.22 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
4,Team 05,Community / Club,3,1,0,0,0,201,287.23,86.23,86.23,0.3002,88,126.62,219,184,303,60.73,38.27,0.0191,179,287.23,210,76,12,9,0,0.7018,26589.36,6888.6,8604.2,54.0,184.78,120.0,0.0,750.0,0.0,765.29,0.0,0.0,57519.93,0.0,False,16601.58,9987.78,51.96,41.41,1.67,16.65,40,0,184,184,180,12,,Portfolio forecast WAPE was 30.02% against realized demand. Lost 76 sales units across the portfolio. Carried 12 backlog units into next round.,2,6,batch_002,Batch market 002
4,Team 06,Premium Quality,2,1,0,0,0,278,220.58,-57.42,57.42,0.2603,0,170.08,236,236,392,60.2,48.6,0.005,234,220.58,219,0,0,153,237,0.9928,37248.0,14920.2,15508.08,1392.0,49.27,0.0,2232.0,4000.0,880.0,35007.97,10000.0,0.0,49205.92,40000.0,True,38981.55,-1733.55,30.92,83.55,2.0,5.27,138,166,307,236,307,0,,"Portfolio forecast WAPE was 26.03% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
1,Team 01,Premium Quality,2,1,0,0,0,180,173.25,-6.75,8.59,0.0496,0,188.76,184,184,270,68.15,44.23,0.005,182,173.25,172,0,0,10,76,0.9928,32466.96,8138.32,8941.4,212.0,38.69,0.0,936.0,3000.0,0.0,4289.73,0.0,0.0,36784.55,0.0,False,21266.41,11200.55,89.24,70.67,2.0,0.0,0,260,0,184,184,0,,Portfolio forecast WAPE was 4.96% against realized demand.,3,8,batch_003,Batch market 003
1,Team 02,Sponsorship Growth,3,1,0,0,0,415,254.43,-160.57,160.57,0.6311,6,125.86,384,320,358,89.39,32.58,0.043,304,254.43,247,0,6,57,0,0.9708,31086.88,15508.08,15615.72,342.0,474.51,60.0,2088.0,1500.0,77.0,5163.61,3500.0,0.0,28105.57,3500.0,False,35665.31,-4578.43,-2.07,61.47,2.0,0.0,0,320,0,320,476,0,,"Portfolio forecast WAPE was 63.11% against realized demand. Carried 6 backlog units into next round. Used $3,500.00 of planned borrowing.",3,8,batch_003,Batch market 003
1,Team 03,Engineering Challenger,2,1,0,0,0,200,178.97,-21.03,28.21,0.1576,4,166.9,200,200,307,65.15,37.3,0.0065,198,178.97,174,0,4,24,90,0.9722,29041.0,8056.8,9435.7,324.0,49.45,40.0,864.0,2500.0,22.0,5534.48,1000.0,0.0,35893.05,1000.0,False,21291.95,7749.05,66.09,62.02,2.0,0.0,0,290,0,200,216,0,,"Portfolio forecast WAPE was 15.76% against realized demand. Carried 4 backlog units into next round. Used $1,000.00 of planned borrowing.",3,8,batch_003,Batch market 003
1,Team 04,Low-Cost Volume,3,1,0,0,0,355,224.03,-130.97,130.97,0.5846,2,108.3,348,348,441,78.91,29.47,0.0478,330,224.03,220,0,2,110,72,0.982,23825.55,9754.57,12253.35,804.0,480.05,20.0,936.0,9000.0,154.0,10286.73,7000.0,0.0,26655.58,7000.0,False,33401.97,-9576.42,6.08,47.16,1.33,10.35,0,420,0,348,331,0,,"Portfolio forecast WAPE was 58.46% against realized demand. Carried 2 backlog units into next round. Used $7,000.00 of planned borrowing.",3,8,batch_003,Batch market 003
1,Team 05,Community / Club,3,1,0,0,0,207,252.55,45.55,69.29,0.2744,49,129.44,225,225,303,74.26,30.42,0.025,217,252.55,202,37,12,15,75,0.7998,26146.68,5597.28,8335.71,240.0,226.31,120.0,0.0,750.0,0.0,3293.51,0.0,0.0,33917.38,0.0,False,15269.3,10877.38,59.34,56.13,1.67,11.75,0,300,0,225,184,0,,Portfolio forecast WAPE was 27.44% against realized demand. Lost 37 sales units across the portfolio. Carried 12 backlog units into next round.,3,8,batch_003,Batch market 003
1,Team 06,Premium Quality,2,1,0,0,0,278,179.34,-98.66,98.66,0.5501,0,167.59,236,236,299,78.93,38.63,0.0075,234,179.34,178,0,0,56,24,0.9925,29831.04,11859.41,12326.52,384.0,59.7,0.0,2232.0,4000.0,220.0,7515.34,10000.0,0.0,34333.41,10000.0,False,31081.63,-1250.59,31.38,70.36,2.0,0.0,0,260,0,236,307,0,,"Portfolio forecast WAPE was 55.01% against realized demand. Used $10,000.00 of planned borrowing.",3,8,batch_003,Batch market 003
1,Team 07,Sponsorship Growth,3,1,0,0,0,283,261.61,-21.39,53.73,0.2054,16,152.29,289,289,333,86.79,40.99,0.0197,281,261.61,245,0,16,36,31,0.9365,37311.84,11846.11,13130.9,278.0,215.61,160.0,1152.0,3000.0,0.0,4382.01,0.0,0.0,36713.22,0.0,False,29782.62,7529.22,49.47,63.58,2.0,0.0,0,320,0,289,289,0,,Portfolio forecast WAPE was 20.54% against realized demand. Carried 16 backlog units into next round.,3,8,batch_003,Batch market 003
