run_id,team_count,round_count,market_scenario,team_name,archetype,strategy_key,strategy_label,profit_rank,balanced_rank,balanced_score,profit,revenue,total_cost,sales_units,fill_rate,forecast_wape,ending_cash_balance,short_term_debt_balance,cash_minus_debt,liquidity_stress_flag,reputation_after_round,lost_sales_units,backlog_units_end,ending_inventory
8,4,4,batch_008,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,3,4,38.7,5836.6,33848.85,28012.25,322,0.4488,0.5096,58432.68,28000.0,30432.68,True,0.0,364,30,0
8,4,4,batch_008,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,4,3,40.0,275.17,45494.24,45219.07,369,0.4881,0.3833,21955.17,14000.0,7955.169999999998,False,0.0,302,83,0
9,4,4,batch_009,Team 01,Premium Quality,premium_quality,Premium quality,1,1,80.0,8516.77,33350.4,24833.63,177,0.8419,0.1197,58506.66,0.0,58506.66,False,77.47,18,14,45
9,4,4,batch_009,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,73.3,8346.11,32617.0,24270.89,198,0.8946,0.0477,54700.73,4000.0,50700.73,False,61.08,0,22,0
9,4,4,batch_009,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,3,3,18.7,5966.44,34220.97,28254.53,225,0.8365,0.5492,27445.07,28000.0,-554.9300000000003,True,33.18,8,34,185
9,4,4,batch_009,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,4,4,12.0,-2276.53,41141.76,43418.29,327,0.972,0.6375,1223.47,16905.32,-15681.85,True,0.0,0,9,40
10,5,4,batch_010,Team 01,Premium Quality,premium_quality,Premium quality,1,1,70.0,10763.23,34192.8,23429.57,182,0.4277,0.5626,71107.94,0.0,71107.94,False,16.55,229,14,0
10,5,4,batch_010,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,65.0,9489.39,32617.0,23127.61,198,0.4547,0.5139,59112.43,4000.0,55112.43,False,3.8,212,24,0
10,5,4,batch_010,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,3,3,47.0,9433.57,35391.51,25957.94,336,0.5809,0.3962,65803.31,28000.0,37803.31,True,2.14,207,34,0
10,5,4,batch_010,Team 05,Community / Club,cash_conservative,Cash conservative,4,5,20.0,8557.51,22996.92,14439.41,179,0.3432,0.6056,52091.35,0.0,52091.35,False,0.0,328,12,0
10,5,4,batch_010,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,5,4,40.0,3707.19,45365.76,41658.57,368,0.5831,0.2429,8181.46,14000.0,-5818.54,False,0.0,179,83,0
11,6,4,batch_011,Team 01,Premium Quality,premium_quality,Premium quality,1,1,68.0,7144.15,34192.8,27048.65,182,0.504,0.4814,56627.07,0.0,56627.07,False,30.51,164,14,0
11,6,4,batch_011,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,2,2,60.0,6713.61,37227.33,30513.72,312,0.7106,0.3291,39781.29,28000.0,11781.29,True,17.62,92,34,22
11,6,4,batch_011,Team 05,Community / Club,cash_conservative,Cash conservative,3,4,40.0,5982.93,22996.92,17013.99,179,0.3732,0.5702,56261.99,0.0,56261.99,False,3.64,287,12,0
11,6,4,batch_011,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,4,3,44.0,5568.93,32617.0,27048.07,198,0.5148,0.4454,56264.08,4000.0,52264.08,False,25.78,162,24,0
11,6,4,batch_011,Team 06,Premium Quality,aggressive_growth,Aggressive growth,5,6,36.0,-636.31,39093.12,39729.43,234,0.5607,0.2432,68575.62,40000.0,28575.619999999995,True,43.79,132,50,0
11,6,4,batch_011,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,6,5,36.0,-3282.44,45677.28,48959.72,371,0.6719,0.1736,8992.35,14000.0,-5007.65,False,2.72,96,83,0
12,6,4,batch_012,Team 01,Premium Quality,premium_quality,Premium quality,1,1,80.0,7706.45,32508.0,24801.55,172,0.8418,0.1418,56413.97,0.0,56413.97,False,77.56,17,14,59
12,6,4,batch_012,Team 05,Community / Club,cash_conservative,Cash conservative,2,3,56.0,7254.21,22476.72,15222.51,174,0.7076,0.2502,48123.67,0.0,48123.67,False,27.43,59,12,9
12,6,4,batch_012,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,3,2,72.0,6438.04,30680.0,24241.96,185,0.8916,0.0954,52721.29,4000.0,48721.29,False,63.86,0,21,17
12,6,4,batch_012,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,4,5,24.0,5234.69,33687.05,28452.36,198,0.8549,0.7087,18447.51,28000.0,-9552.490000000002,True,40.07,0,32,255
12,6,4,batch_012,Team 06,Premium Quality,aggressive_growth,Aggressive growth,5,4,32.0,-2397.66,33552.0,35949.66,197,0.904,0.4638,51123.12,40000.0,11123.120000000003,True,63.46,0,20,66
12,6,4,batch_012,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,6,6,12.0,-4948.49,38329.28,43277.77,300,0.9685,0.8301,0.0,17828.58,-17828.58,True,0.0,0,9,68
13,8,4,batch_013,Team 07,Sponsorship Growth,premium_quality,Premium quality,1,1,80.0,9046.03,43783.2,34737.17,291,0.8413,0.1236,58388.58,0.0,58388.58,False,65.0,31,23,54
13,8,4,batch_013,Team 01,Premium Quality,premium_quality,Premium quality,2,2,71.4,8682.98,33855.84,25172.86,180,0.8041,0.1479,60778.57,0.0,60778.57,False,72.28,29,14,22
13,8,4,batch_013,Team 05,Community / Club,cash_conservative,Cash conservative,3,4,54.3,8480.85,24037.32,15556.47,189,0.6156,0.3187,63140.48,0.0,63140.48,False,34.27,104,12,0
13,8,4,batch_013,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,4,3,65.7,7822.12,32915.0,25092.88,200,0.8672,0.0852,61903.5,4000.0,57903.5,False,71.49,6,24,17
13,8,4,batch_013,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,5,7,14.9,6735.02,35308.03,28573.01,249,0.7799,0.4714,32529.35,28000.0,4529.3499999999985,True,31.8,35,34,142
13,8,4,batch_013,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,6,5,40.6,3825.79,33908.16,30082.37,233,0.9925,0.2179,45274.44,14000.0,31274.440000000002,True,59.55,0,1,9
13,8,4,batch_013,Team 06,Premium Quality,aggressive_growth,Aggressive growth,7,6,32.0,-224.28,36952.32,37176.6,218,0.9963,0.2705,59147.77,40000.0,19147.769999999997,True,83.31,0,0,132
13,8,4,batch_013,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,8,8,9.1,-6301.8,38353.92,44655.72,304,0.9627,0.3843,14720.32,14000.0,720.3199999999997,True,29.16,0,10,96
14,10,4,batch_014,Team 05,Community / Club,cash_conservative,Cash conservative,1,1,80.0,3737.51,20432.64,16695.13,157,0.8077,0.3198,30332.26,0.0,30332.26,False,64.67,24,12,255
14,10,4,batch_014,Team 10,Community / Club,innovation_leap,Innovation leap,2,4,58.7,1239.83,31909.18,30669.35,177,0.9634,0.407,20887.53,28000.0,-7112.470000000001,True,72.48,0,5,170
14,10,4,batch_014,Team 01,Premium Quality,premium_quality,Premium quality,3,2,71.1,-1497.38,24647.76,26145.14,129,0.9878,0.3784,7989.76,0.0,7989.76,False,86.73,0,0,297
14,10,4,batch_014,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,4,3,63.1,-3990.73,22276.0,26266.73,134,0.9964,0.4871,5866.38,4000.0,1866.38,True,76.63,0,0,345
14,10,4,batch_014,Team 07,Sponsorship Growth,premium_quality,Premium quality,5,5,49.8,-5778.13,30633.12,36411.25,198,0.9951,0.4223,0.0,8859.25,-8859.25,True,76.14,0,0,492
14,10,4,batch_014,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,6,6,32.0,-5950.07,32725.46,38675.53,164,0.9959,1.0951,1049.93,47865.75,-46815.82,True,43.75,0,0,449
14,10,4,batch_014,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,7,8,32.0,-11544.34,19672.4,31216.74,135,0.9916,0.9392,0.0,14179.83,-14179.83,True,74.98,0,0,316
14,10,4,batch_014,Team 06,Premium Quality,aggressive_growth,Aggressive growth,8,7,32.0,-15822.41,22730.88,38553.29,134,0.9969,1.0681,0.0,43299.2,-43299.2,True,83.91,0,0,489
14,10,4,batch_014,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,9,9,20.9,-22175.39,23379.84,45555.23,185,0.9959,1.2339,0.0,40086.06,-40086.06,True,50.28,0,0,433
14,10,4,batch_014,Team 09,Low-Cost Volume,balanced_sop,Balanced S&OP,10,10,0.0,-23163.67,16345.0,39508.67,158,0.9884,1.4023,0.0,61535.54,-61535.54,True,40.8,0,0,955
15,4,4,batch_015,Team 01,Premium Quality,premium_quality,Premium quality,1,1,66.7,8443.09,34192.8,25749.71,182,0.6431,0.3309,61825.64,0.0,61825.64,False,40.26,86,14,0
15,4,4,batch_015,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,60.0,7113.07,32617.0,25503.93,198,0.6654,0.269,50274.01,4000.0,46274.01,False,24.44,75,24,0
15,4,4,batch_015,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,3,4,25.3,5509.04,34473.39,28964.35,278,0.7237,0.4087,43746.12,28000.0,15746.120000000003,True,17.53,71,34,37
15,4,4,batch_015,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,4,3,32.0,-1012.86,45365.76,46378.62,368,0.8228,0.1885,2487.14,21393.87,-18906.73,True,0.0,0,78,0
16,6,4,batch_016,Team 01,Premium Quality,premium_quality,Premium quality,1,1,68.0,8971.17,34192.8,25221.63,182,0.5281,0.4556,63933.21,0.0,63933.21,False,32.45,147,14,0
16,6,4,batch_016,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,60.0,7439.27,32617.0,25177.73,198,0.5326,0.4249,63756.68,4000.0,59756.68,False,27.83,149,24,0
16,6,4,batch_016,Team 05,Community / Club,cash_conservative,Cash conservative,3,5,40.0,7299.69,22996.92,15697.23,179,0.3519,0.5953,62527.77,0.0,62527.77,False,0.0,316,12,0
16,6,4,batch_016,Team 06,Premium Quality,aggressive_growth,Aggressive growth,4,4,44.0,1948.12,39093.12,37145.0,234,0.5777,0.217,79366.46,40000.0,39366.46000000001,True,49.82,120,50,0
16,6,4,batch_016,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,5,3,48.0,178.57,45494.24,45315.67,369,0.6483,0.1464,21969.86,14000.0,7969.860000000001,False,0.0,116,83,0
16,6,4,batch_016,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,6,6,24.0,33.99,37125.69,37091.7,332,0.6462,0.2778,45820.43,28000.0,17820.43,True,11.5,145,34,0
17,5,4,batch_017,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,1,3,47.0,5720.72,35393.72,29673.0,180,0.9609,0.8418,12720.72,34466.01,-21745.29,True,44.02,0,6,287
17,5,4,batch_017,Team 05,Community / Club,cash_conservative,Cash conservative,2,2,65.0,4579.69,21375.12,16795.43,164,0.7834,0.3046,40018.59,0.0,40018.59,False,49.27,33,12,162
17,5,4,batch_017,Team 01,Premium Quality,premium_quality,Premium quality,3,1,65.0,1986.51,28218.24,26231.73,148,0.9932,0.2079,32691.63,0.0,32691.63,False,85.03,0,0,160
17,5,4,batch_017,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,4,4,42.0,-1133.16,25238.0,26371.16,152,0.9994,0.315,27491.74,4000.0,23491.74,True,74.94,0,0,207
17,5,4,batch_017,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,5,5,7.0,-18763.65,27503.52,46267.17,213,0.9943,1.0831,0.0,24306.5,-24306.5,True,41.31,0,0,270
18,8,4,batch_018,Team 01,Premium Quality,premium_quality,Premium quality,1,1,80.0,8756.91,32339.52,23582.61,171,0.8389,0.1493,63106.98,0.0,63106.98,False,75.79,18,14,48
18,8,4,batch_018,Team 05,Community / Club,cash_conservative,Cash conservative,2,4,57.1,8651.79,22996.92,14345.13,179,0.6896,0.2277,52359.6,0.0,52359.6,False,22.59,67,12,0
18,8,4,batch_018,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,3,2,74.3,8620.61,31574.0,22953.39,191,0.9194,0.0913,58778.26,4000.0,54778.26,False,61.34,0,16,7
18,8,4,batch_018,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,4,7,23.4,7432.5,34161.86,26729.36,221,0.8291,0.581,32723.33,28000.0,4723.330000000002,True,36.46,11,34,196
18,8,4,batch_018,Team 07,Sponsorship Growth,premium_quality,Premium quality,5,3,60.0,7290.96,39968.64,32677.68,263,0.856,0.1378,57171.4,0.0,57171.4,False,64.0,20,23,126
18,8,4,batch_018,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,6,5,37.7,5883.27,33645.92,27762.65,231,0.9887,0.4615,30533.28,14000.0,16533.28,True,28.38,0,1,10
18,8,4,batch_018,Team 06,Premium Quality,aggressive_growth,Aggressive growth,7,6,26.3,-664.98,33552.0,34216.98,197,0.9233,0.468,58493.36,40000.0,18493.36,True,61.89,0,15,57
18,8,4,batch_018,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,8,8,9.1,-879.86,39959.04,40838.9,317,0.9752,0.7145,4533.8,14000.0,-9466.2,True,0.0,0,6,51
19,7,4,batch_019,Team 05,Community / Club,cash_conservative,Cash conservative,1,3,70.0,7512.63,24355.56,16842.93,190,0.7201,0.2279,55364.25,0.0,55364.25,False,40.96,61,12,23
19,7,4,batch_019,Team 01,Premium Quality,premium_quality,Premium quality,2,2,70.0,4700.64,31665.6,26964.96,167,0.8695,0.1428,48521.9,0.0,48521.9,False,79.02,10,14,55
19,7,4,batch_019,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,3,1,72.0,3769.38,30531.0,26761.62,184,0.9957,0.0823,48214.01,4000.0,44214.01,True,75.45,0,0,63
19,7,4,batch_019,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,4,6,22.0,3052.5,33827.43,30774.93,220,0.8303,0.5795,18267.47,28000.0,-9732.529999999999,True,36.91,9,34,185
19,7,4,batch_019,Team 07,Sponsorship Growth,premium_quality,Premium quality,5,4,50.0,1974.05,39463.2,37489.15,259,0.875,0.1403,38452.82,0.0,38452.82,False,68.33,13,23,126
19,7,4,batch_019,Team 06,Premium Quality,aggressive_growth,Aggressive growth,6,5,28.7,-8909.19,30981.12,39890.31,183,0.9927,0.5081,36215.57,40000.0,-3784.4300000000003,True,83.2,0,0,209
19,7,4,batch_019,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,7,7,5.3,-15270.24,32797.6,48067.84,259,0.9924,0.6404,0.0,18357.63,-18357.63,True,32.17,0,0,164
20,4,4,batch_020,Team 01,Premium Quality,premium_quality,Premium quality,1,1,60.0,6978.55,34192.8,27214.25,182,0.4475,0.5416,55969.22,0.0,55969.22,False,22.93,210,14,0
20,4,4,batch_020,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,53.3,5614.43,32617.0,27002.57,198,0.4627,0.5049,44693.47,4000.0,40693.47,False,7.54,205,24,0
20,4,4,batch_020,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,3,3,45.3,-3714.02,35941.5,39655.52,342,0.5926,0.3624,37671.49,28000.0,9671.489999999998,True,4.82,201,33,0
20,4,4,batch_020,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,4,4,25.3,-4085.82,45365.76,49451.58,368,0.5676,0.2659,0.0,27358.89,-27358.89,True,0.0,195,83,0
21,9,4,batch_021,Team 07,Sponsorship Growth,premium_quality,Premium quality,1,1,75.0,12274.2,44748.72,32474.52,300,0.6861,0.3168,73627.35,0.0,73627.35,False,53.94,113,23,0
21,9,4,batch_021,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,2,6,44.5,10805.1,37564.59,26759.49,286,0.7257,0.3804,44422.86,28000.0,16422.86,True,25.57,72,34,105
21,9,4,batch_021,Team 01,Premium Quality,premium_quality,Premium quality,3,2,55.0,10500.11,34192.8,23692.69,182,0.6397,0.3346,70149.46,0.0,70149.46,False,60.12,87,14,0
21,9,4,batch_021,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,4,4,52.5,9007.21,32617.0,23609.79,198,0.6475,0.2902,70001.55,4000.0,66001.55,False,55.88,83,24,0
21,9,4,batch_021,Team 05,Community / Club,cash_conservative,Cash conservative,5,8,35.0,8403.53,22996.92,14593.39,179,0.463,0.4634,67228.07,0.0,67228.07,False,22.06,194,12,0
21,9,4,batch_021,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,6,3,55.0,6270.95,35088.24,28817.29,242,0.7277,0.0557,51717.15,14000.0,37717.15,False,45.81,36,53,0
21,9,4,batch_021,Team 06,Premium Quality,aggressive_growth,Aggressive growth,7,5,49.5,5041.98,40291.2,35249.22,242,0.8182,0.1298,81123.05,40000.0,41123.05,True,78.29,3,50,45
21,9,4,batch_021,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,8,7,40.0,2201.95,44579.04,42377.09,359,0.8178,0.1542,29835.3,14000.0,15835.3,False,21.04,0,78,28
21,9,4,batch_021,Team 09,Low-Cost Volume,balanced_sop,Balanced S&OP,9,9,19.5,-3249.88,31646.0,34895.88,313,0.7837,0.2832,12135.08,4000.0,8135.08,True,31.86,40,46,384
