round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes,run_id,team_count,market_scenario,market_label
3,Team 03,Engineering Challenger,2,1,0,0,0,200,450.05,250.05,250.05,0.5556,275,164.73,200,200,331,60.42,37.01,0.005,198,450.05,198,251,24,0,122,0.4177,32617.0,7994.16,10558.7,244.0,44.55,240.0,864.0,2500.0,66.0,4965.22,1000.0,0.0,61888.47,3000.0,False,22511.41,10105.59,70.81,11.76,2.0,14.95,0,106,216,200,216,24,,"Portfolio forecast WAPE was 55.56% against realized demand. Lost 251 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",1,4,batch_001,Batch market 001
3,Team 04,Low-Cost Volume,3,1,0,0,0,355,617.51,262.51,262.51,0.4251,320,105.12,348,348,467,74.52,29.24,0.0418,333,617.51,333,284,36,0,38,0.5096,35005.95,9678.44,13285.95,75.99,626.89,360.0,936.0,9000.0,462.0,4261.12,7000.0,0.0,53702.34,21000.0,True,34425.27,580.68,34.28,0.0,1.33,27.94,0,55,331,348,331,36,,"Portfolio forecast WAPE was 42.51% against realized demand. Lost 284 sales units across the portfolio. Carried 36 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",1,4,batch_001,Batch market 001
4,Team 01,Premium Quality,2,1,0,0,0,180,419.99,239.99,239.99,0.5714,251,187.87,184,184,309,59.55,44.95,0.005,182,419.99,182,237,14,0,76,0.4194,34192.8,8270.8,10543.03,152.0,40.95,140.0,936.0,3000.0,0.0,3416.2,0.0,0.0,72489.68,0.0,False,23082.78,11110.02,84.27,1.06,2.0,10.2,0,76,184,184,184,14,,Portfolio forecast WAPE was 57.14% against realized demand. Lost 237 sales units across the portfolio. Carried 14 backlog units into next round.,1,4,batch_001,Batch market 001
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,649.57,234.57,234.57,0.3611,362,123.29,384,384,445,86.29,33.11,0.0341,369,649.57,369,279,83,0,184,0.5037,45494.24,15760.36,19649.6,368.01,566.34,830.0,2088.0,1500.0,308.0,8192.24,3500.0,0.0,36140.58,14000.0,False,41070.31,4423.93,25.79,0.0,2.0,18.97,0,92,476,384,476,83,,"Portfolio forecast WAPE was 36.11% against realized demand. Lost 279 sales units across the portfolio. Carried 83 backlog units into next round. Used $3,500.00 of planned borrowing.",1,4,batch_001,Batch market 001
4,Team 03,Engineering Challenger,2,1,0,0,0,200,439.1,239.1,239.1,0.5445,264,164.73,200,200,343,58.31,37.91,0.005,198,439.1,198,240,24,0,138,0.4276,32617.0,8188.56,10785.6,276.0,44.55,240.0,864.0,2500.0,88.0,5831.58,1000.0,0.0,72518.76,4000.0,False,22986.71,9630.29,68.68,0.0,2.0,9.44,0,122,216,200,216,24,,"Portfolio forecast WAPE was 54.45% against realized demand. Lost 240 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",1,4,batch_001,Batch market 001
4,Team 04,Low-Cost Volume,3,1,1,0,1,345,617.35,272.35,272.35,0.4412,329,105.19,338,338,480,70.42,29.95,0.0423,323,617.35,323,301,28,0,31,0.4944,33976.95,9613.95,13212.53,62.0,616.11,280.0,936.0,9000.0,616.0,5128.45,7000.0,0.0,60342.7,28000.0,True,34336.59,-359.64,32.61,0.0,1.33,21.7,0,38,331,338,321,36,,"Portfolio forecast WAPE was 44.12% against realized demand. Lost 301 sales units across the portfolio. Carried 28 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",1,4,batch_001,Batch market 001
1,Team 01,Premium Quality,2,1,0,0,0,180,163.17,-16.83,16.83,0.1031,0,189.76,184,184,270,68.15,52.45,0.005,182,163.17,162,0,0,20,76,0.9928,30741.12,9650.8,12058.99,272.0,36.45,0.0,936.0,3000.0,0.0,6345.96,0.0,0.0,30370.88,0.0,False,25954.24,4786.88,55.52,70.93,2.0,0.0,0,260,0,184,184,0,,Portfolio forecast WAPE was 10.31% against realized demand.,2,6,batch_002,Batch market 002
1,Team 02,Sponsorship Growth,3,1,0,0,0,415,243.36,-171.64,171.64,0.7053,4,126.19,384,320,358,89.39,38.63,0.0376,307,243.36,238,0,4,69,0,0.978,30032.64,18387.88,19314.64,414.0,398.85,40.0,2088.0,1500.0,77.0,7355.19,3500.0,0.0,20496.27,3500.0,False,42220.37,-12187.73,-33.9,62.22,2.0,0.0,0,320,0,320,476,0,,"Portfolio forecast WAPE was 70.53% against realized demand. Carried 4 backlog units into next round. Used $3,500.00 of planned borrowing.",2,6,batch_002,Batch market 002
1,Team 03,Engineering Challenger,2,1,0,0,0,200,168.92,-31.08,34.48,0.2041,2,167.77,200,200,307,65.15,44.23,0.005,198,168.92,166,0,2,32,90,0.9827,27849.0,9553.68,12385.7,372.0,37.34,20.0,864.0,2500.0,22.0,7527.77,1000.0,0.0,30238.28,1000.0,False,25754.72,2094.28,35.38,62.69,2.0,0.0,0,290,0,200,216,0,,"Portfolio forecast WAPE was 20.41% against realized demand. Carried 2 backlog units into next round. Used $1,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
1,Team 04,Low-Cost Volume,3,1,0,0,0,355,213.52,-141.48,141.48,0.6626,0,107.93,348,348,441,78.91,34.94,0.0436,332,213.52,213,0,0,119,72,0.9976,22988.7,11565.14,15659.58,858.0,424.72,0.0,936.0,9000.0,154.0,13078.4,7000.0,0.0,20623.26,7000.0,False,38597.44,-15608.74,-21.88,47.83,1.33,10.16,0,420,0,348,331,0,,"Portfolio forecast WAPE was 66.26% against realized demand. Used $7,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
1,Team 05,Community / Club,3,1,0,0,0,207,233.9,26.9,52.94,0.2263,31,129.72,225,225,303,74.26,36.08,0.0206,219,233.9,201,19,12,18,75,0.8593,26073.24,6638.72,10634.19,258.0,184.59,120.0,0.0,750.0,0.0,4206.18,0.0,0.0,30527.74,0.0,False,18585.5,7487.74,42.86,58.77,1.67,11.53,0,300,0,225,184,0,,Portfolio forecast WAPE was 22.63% against realized demand. Lost 19 sales units across the portfolio. Carried 12 backlog units into next round.,2,6,batch_002,Batch market 002
1,Team 06,Premium Quality,2,1,0,0,0,278,169.12,-108.88,108.88,0.6438,0,168.22,236,236,299,78.93,45.81,0.005,234,169.12,168,0,0,66,24,0.9934,28260.48,14063.67,16012.68,444.0,37.8,0.0,2232.0,4000.0,220.0,10101.02,10000.0,0.0,26834.33,10000.0,False,37010.15,-8749.67,-11.03,70.94,2.0,0.0,0,260,0,236,307,0,,"Portfolio forecast WAPE was 64.38% against realized demand. Used $10,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
2,Team 01,Premium Quality,2,1,0,0,0,180,185.67,5.67,23.05,0.1241,11,189.24,184,184,283,65.02,53.52,0.005,182,185.67,174,0,11,28,76,0.9371,32927.04,9847.68,12274.27,320.0,39.15,110.0,936.0,3000.0,0.0,7433.9,0.0,0.0,36770.82,0.0,False,26527.1,6399.94,61.87,74.61,2.0,0.0,20,76,184,184,184,0,,Portfolio forecast WAPE was 12.41% against realized demand. Carried 11 backlog units into next round.,2,6,batch_002,Batch market 002
2,Team 02,Sponsorship Growth,3,1,0,0,0,415,245.53,-169.47,169.47,0.6902,180,112.95,384,0,387,0.0,39.42,0.1059,0,245.53,69,97,83,0,0,0.2765,7793.28,18763.92,0.0,0.0,111.38,830.0,2088.0,1500.0,154.0,1050.0,3500.0,0.0,8342.25,7000.0,True,23447.3,-15654.02,-160.61,31.62,2.0,5.31,69,0,0,0,476,4,,"Portfolio forecast WAPE was 69.02% against realized demand. Lost 97 sales units across the portfolio. Carried 83 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
2,Team 03,Engineering Challenger,2,1,0,0,0,200,191.62,-8.38,29.3,0.1529,13,166.31,200,200,319,62.7,45.13,0.005,198,191.62,180,0,13,50,106,0.9297,29935.0,9748.08,12612.6,512.0,40.5,130.0,864.0,2500.0,44.0,10493.43,1000.0,0.0,34722.1,2000.0,True,26451.18,3483.82,41.85,65.45,2.0,0.0,32,90,216,200,216,2,,"Portfolio forecast WAPE was 15.29% against realized demand. Carried 13 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
2,Team 04,Low-Cost Volume,3,1,0,0,0,355,237.97,-117.03,118.53,0.4981,0,108.44,348,348,454,76.65,35.65,0.0426,332,237.97,236,0,0,215,55,0.9917,25591.65,11800.15,15953.01,1400.0,455.99,0.0,936.0,9000.0,308.0,21581.53,7000.0,0.0,13361.76,14000.0,True,39853.15,-14261.5,-11.09,46.96,1.33,11.03,119,72,331,348,331,0,,"Portfolio forecast WAPE was 49.81% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
2,Team 05,Community / Club,3,1,0,0,0,207,248.06,41.06,68.02,0.2742,60,128.51,225,225,303,74.26,36.81,0.0187,220,248.06,199,48,12,39,34,0.7652,25573.44,6773.04,10835.79,302.0,166.79,120.0,0.0,750.0,0.0,4565.33,0.0,0.0,37153.56,0.0,False,18947.62,6625.82,39.19,54.23,1.67,20.85,18,75,184,225,184,12,,Portfolio forecast WAPE was 27.42% against realized demand. Lost 48 sales units across the portfolio. Carried 12 backlog units into next round.,2,6,batch_002,Batch market 002
2,Team 06,Premium Quality,2,1,0,0,0,278,192.15,-85.85,85.85,0.4468,0,169.05,236,236,330,71.52,46.74,0.005,234,192.15,191,0,0,109,95,0.994,32288.64,14349.18,16309.92,844.0,42.98,0.0,2232.0,4000.0,440.0,20067.93,10000.0,0.0,30904.89,20000.0,True,38218.08,-5929.44,8.31,75.14,2.0,0.0,66,24,307,236,307,0,,"Portfolio forecast WAPE was 44.68% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
3,Team 01,Premium Quality,2,1,0,0,0,180,199.69,19.69,52.29,0.2619,45,190.0,184,184,296,62.16,54.58,0.005,182,199.69,164,31,14,46,76,0.7784,31160.16,10042.72,12490.42,428.0,36.9,140.0,936.0,3000.0,0.0,9781.36,0.0,0.0,40856.94,0.0,False,27074.04,4086.12,52.38,72.76,2.0,7.35,28,76,184,184,184,11,,Portfolio forecast WAPE was 26.19% against realized demand. Lost 31 sales units across the portfolio. Carried 14 backlog units into next round.,2,6,batch_002,Batch market 002
3,Team 02,Sponsorship Growth,3,1,0,0,0,415,263.57,-151.43,151.43,0.5745,25,126.77,384,384,416,92.31,40.2,0.0349,369,263.57,320,0,25,49,92,0.9233,40566.24,19135.2,23651.92,478.0,496.31,250.0,2088.0,1500.0,231.0,10261.28,3500.0,0.0,4578.06,10500.0,True,47830.43,-7264.19,-8.49,30.25,2.0,10.77,0,0,476,384,476,83,,"Portfolio forecast WAPE was 57.45% against realized demand. Carried 25 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
3,Team 03,Engineering Challenger,2,1,0,0,0,200,204.17,4.17,4.17,0.0204,17,164.65,200,200,331,60.42,46.03,0.005,198,204.17,199,0,17,49,122,0.9163,32766.0,9942.48,12840.4,538.0,44.77,170.0,864.0,2500.0,66.0,11467.03,1000.0,0.0,41522.45,3000.0,True,26965.65,5800.35,49.94,67.93,2.0,7.04,50,106,216,200,216,13,,"Portfolio forecast WAPE was 2.04% against realized demand. Carried 17 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
3,Team 04,Low-Cost Volume,3,1,0,0,0,355,257.59,-97.41,127.59,0.4953,21,108.1,348,348,467,74.52,36.36,0.0418,333,257.59,235,0,21,313,38,0.9123,25403.7,12035.16,16249.08,1953.99,444.58,210.0,936.0,9000.0,462.0,30527.19,7000.0,0.0,4474.65,21000.0,True,41290.81,-15887.11,-14.15,44.43,1.33,11.64,215,55,331,348,331,0,,"Portfolio forecast WAPE was 49.53% against realized demand. Carried 21 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
3,Team 05,Community / Club,3,1,0,0,0,207,278.21,71.21,71.21,0.256,77,127.6,225,218,303,71.95,37.54,0.0188,213,278.21,212,65,12,40,0,0.7305,27050.4,6907.36,10696.29,240.0,178.96,120.0,0.0,750.0,0.0,3464.22,0.0,0.0,45311.35,0.0,False,18892.61,8157.79,43.72,48.37,1.67,23.39,39,34,184,218,184,12,,Portfolio forecast WAPE was 25.60% against realized demand. Lost 65 sales units across the portfolio. Carried 12 backlog units into next round.,2,6,batch_002,Batch market 002
3,Team 06,Premium Quality,2,1,0,0,0,278,205.77,-72.23,72.23,0.351,0,171.65,236,236,361,65.37,47.67,0.005,234,205.77,205,0,0,138,166,0.9963,35187.84,14634.69,16606.04,1160.0,46.13,0.0,2232.0,4000.0,660.0,28701.99,10000.0,0.0,36753.87,30000.0,True,39338.86,-4151.02,19.03,79.37,2.0,7.67,109,95,307,236,307,0,,"Portfolio forecast WAPE was 35.10% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
4,Team 01,Premium Quality,2,1,0,0,0,180,211.28,31.28,36.48,0.1727,46,188.31,184,184,309,59.55,55.65,0.005,182,211.28,178,32,14,50,76,0.7901,33518.88,10239.6,12705.7,452.0,40.05,140.0,936.0,3000.0,0.0,10464.54,0.0,0.0,46862.47,0.0,False,27513.35,6005.53,59.18,71.22,2.0,4.99,46,76,184,184,184,14,,Portfolio forecast WAPE was 17.27% against realized demand. Lost 32 sales units across the portfolio. Carried 14 backlog units into next round.,2,6,batch_002,Batch market 002
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,298.36,-116.64,116.64,0.3909,23,125.91,384,384,445,86.29,40.99,0.0341,369,298.36,299,0,23,119,184,0.9247,37646.4,19511.24,24095.18,1082.01,456.51,230.0,2088.0,1500.0,308.0,22518.94,3500.0,3546.48,0.0,17546.48,True,49270.94,-11624.54,-21.46,29.01,2.0,8.79,49,92,476,384,476,25,,"Portfolio forecast WAPE was 39.09% against realized demand. Carried 23 backlog units into next round. Used $3,500.00 of planned borrowing. Auto-borrowed $3,546.48 to cover a cash shortfall. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
4,Team 03,Engineering Challenger,2,1,0,0,0,200,218.72,18.72,23.76,0.1086,39,164.89,200,200,343,58.31,46.92,0.005,198,218.72,196,15,24,51,138,0.8315,32319.0,10134.72,13067.3,582.0,44.1,240.0,864.0,2500.0,88.0,12800.04,1000.0,0.0,47321.33,4000.0,True,27520.12,4798.88,46.29,67.63,2.0,4.88,49,122,216,200,216,17,,"Portfolio forecast WAPE was 10.86% against realized demand. Lost 15 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
4,Team 04,Low-Cost Volume,3,1,1,0,1,345,280.68,-64.32,89.56,0.3191,39,106.71,338,338,480,70.42,37.07,0.0423,323,280.68,261,5,34,171,31,0.8652,37298.52,11899.47,16095.28,1088.0,496.49,340.0,936.0,9000.0,616.0,19831.02,7000.0,0.0,8301.93,28000.0,True,40471.24,-3172.72,-2.45,40.55,1.33,9.96,313,38,331,338,321,21,,"Portfolio forecast WAPE was 31.91% against realized demand. Lost 5 sales units across the portfolio. Carried 34 backlog units into next round. Generated $9,446.22 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
4,Team 05,Community / Club,3,1,0,0,0,201,287.33,86.33,86.33,0.3005,88,126.62,219,184,303,60.73,38.27,0.0191,179,287.33,210,76,12,9,0,0.7016,26589.36,6888.6,9220.2,54.0,184.78,120.0,0.0,750.0,0.0,795.42,0.0,0.0,54683.13,0.0,False,17217.58,9371.78,49.03,41.41,1.67,16.65,40,0,184,184,180,12,,Portfolio forecast WAPE was 30.05% against realized demand. Lost 76 sales units across the portfolio. Carried 12 backlog units into next round.,2,6,batch_002,Batch market 002
4,Team 06,Premium Quality,2,1,0,0,0,278,220.64,-57.36,57.36,0.26,0,170.16,236,236,392,60.2,48.6,0.005,234,220.64,220,0,0,152,237,0.9971,37434.24,14920.2,16903.28,1386.0,49.5,0.0,2232.0,4000.0,880.0,35792.26,10000.0,0.0,43817.13,40000.0,True,40370.98,-2936.74,25.28,83.61,2.0,5.27,138,166,307,236,307,0,,"Portfolio forecast WAPE was 26.00% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
1,Team 01,Premium Quality,2,1,0,0,0,180,173.25,-6.75,8.59,0.0496,0,188.76,184,184,270,68.15,44.23,0.005,182,173.25,172,0,0,10,76,0.9928,32466.96,8138.32,10396.7,212.0,38.69,0.0,936.0,3000.0,0.0,4368.82,0.0,0.0,35329.25,0.0,False,22721.71,9745.25,80.77,70.67,2.0,0.0,0,260,0,184,184,0,,Portfolio forecast WAPE was 4.96% against realized demand.,3,8,batch_003,Batch market 003
1,Team 02,Sponsorship Growth,3,1,0,0,0,415,254.43,-160.57,160.57,0.6311,6,125.86,384,320,358,89.39,32.58,0.043,304,254.43,247,0,6,57,0,0.9708,31086.88,15508.08,16410.72,342.0,474.51,60.0,2088.0,1500.0,77.0,5305.22,3500.0,0.0,27310.57,3500.0,False,36460.31,-5373.43,-5.29,61.47,2.0,0.0,0,320,0,320,476,0,,"Portfolio forecast WAPE was 63.11% against realized demand. Carried 6 backlog units into next round. Used $3,500.00 of planned borrowing.",3,8,batch_003,Batch market 003
1,Team 03,Engineering Challenger,2,1,0,0,0,200,178.97,-21.03,28.21,0.1576,4,166.9,200,200,307,65.15,37.3,0.0065,198,178.97,174,0,4,24,90,0.9722,29041.0,8056.8,10630.7,324.0,49.45,40.0,864.0,2500.0,22.0,5677.88,1000.0,0.0,34698.05,1000.0,False,22486.95,6554.05,59.22,62.02,2.0,0.0,0,290,0,200,216,0,,"Portfolio forecast WAPE was 15.76% against realized demand. Carried 4 backlog units into next round. Used $1,000.00 of planned borrowing.",3,8,batch_003,Batch market 003
1,Team 04,Low-Cost Volume,3,1,0,0,0,355,224.03,-130.97,130.97,0.5846,2,108.3,348,348,441,78.91,29.47,0.0478,330,224.03,220,0,2,110,72,0.982,23825.55,9754.57,13380.75,804.0,480.05,20.0,936.0,9000.0,154.0,10643.09,7000.0,0.0,25528.18,7000.0,False,34529.37,-10703.82,0.96,47.16,1.33,10.35,0,420,0,348,331,0,,"Portfolio forecast WAPE was 58.46% against realized demand. Carried 2 backlog units into next round. Used $7,000.00 of planned borrowing.",3,8,batch_003,Batch market 003
1,Team 05,Community / Club,3,1,0,0,0,207,252.55,45.55,69.29,0.2744,49,129.44,225,225,303,74.26,30.42,0.025,217,252.55,202,37,12,15,75,0.7998,26146.68,5597.28,9083.91,240.0,226.31,120.0,0.0,750.0,0.0,3343.39,0.0,0.0,33169.18,0.0,False,16017.5,10129.18,55.64,56.13,1.67,11.75,0,300,0,225,184,0,,Portfolio forecast WAPE was 27.44% against realized demand. Lost 37 sales units across the portfolio. Carried 12 backlog units into next round.,3,8,batch_003,Batch market 003
1,Team 06,Premium Quality,2,1,0,0,0,278,179.34,-98.66,98.66,0.5501,0,167.59,236,236,299,78.93,38.63,0.0075,234,179.34,178,0,0,56,24,0.9925,29831.04,11859.41,13721.72,384.0,59.7,0.0,2232.0,4000.0,220.0,7846.4,10000.0,0.0,32938.21,10000.0,False,32476.83,-2645.79,23.54,70.36,2.0,0.0,0,260,0,236,307,0,,"Portfolio forecast WAPE was 55.01% against realized demand. Used $10,000.00 of planned borrowing.",3,8,batch_003,Batch market 003
1,Team 07,Sponsorship Growth,3,1,0,0,0,283,261.61,-21.39,53.73,0.2054,16,152.29,289,289,333,86.79,40.99,0.0197,281,261.61,245,0,16,36,31,0.9365,37311.84,11846.11,14716.2,278.0,215.61,160.0,1152.0,3000.0,0.0,4579.49,0.0,0.0,35127.92,0.0,False,31367.92,5943.92,43.0,63.58,2.0,0.0,0,320,0,289,289,0,,Portfolio forecast WAPE was 20.54% against realized demand. Carried 16 backlog units into next round.,3,8,batch_003,Batch market 003
