round_number,team_name,product_id,slot_name,product_name,forecast_units,actual_demand_units,actual_sales_units,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,run_id,team_count,market_scenario,market_label
4,Team 01,team_01_A,A,Elite Spin Pro,85,231.07,86,146.07,146.07,1.7185,0.6321,1,4,batch_001,Batch market 001
4,Team 01,team_01_B,B,Control Tour,95,188.92,96,93.92,93.92,0.9886,0.4971,1,4,batch_001,Batch market 001
4,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,1,4,batch_001,Batch market 001
4,Team 02,team_02_A,A,Momentum Edge,158,227.11,141,69.11,69.11,0.4374,0.3043,1,4,batch_001,Batch market 001
4,Team 02,team_02_B,B,Rise Power,112,203.92,100,91.92,91.92,0.8207,0.4508,1,4,batch_001,Batch market 001
4,Team 02,team_02_C,C,Court Wave,145,218.54,128,73.54,73.54,0.5071,0.3365,1,4,batch_001,Batch market 001
4,Team 03,team_03_A,A,Vector X,90,215.25,89,125.25,125.25,1.3917,0.5819,1,4,batch_001,Batch market 001
4,Team 03,team_03_B,B,Axis Control,110,223.85,109,113.85,113.85,1.035,0.5086,1,4,batch_001,Batch market 001
4,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,1,4,batch_001,Batch market 001
4,Team 04,team_04_A,A,Starter Pop,144,240.88,135,96.88,96.88,0.6727,0.4022,1,4,batch_001,Batch market 001
4,Team 04,team_04_B,B,Club Value,115,159.32,108,44.32,44.32,0.3854,0.2782,1,4,batch_001,Batch market 001
4,Team 04,team_04_C,C,Flex Edge,86,217.15,80,131.15,131.15,1.525,0.604,1,4,batch_001,Batch market 001
1,Team 01,team_01_A,A,Elite Spin Pro,85,84.18,84,-0.82,0.82,-0.0097,0.0098,2,6,batch_002,Batch market 002
1,Team 01,team_01_B,B,Control Tour,95,78.99,78,-16.01,16.01,-0.1685,0.2026,2,6,batch_002,Batch market 002
1,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
1,Team 02,team_02_A,A,Momentum Edge,158,77.32,77,-80.68,80.68,-0.5107,1.0436,2,6,batch_002,Batch market 002
1,Team 02,team_02_B,B,Rise Power,112,87.54,83,-24.46,24.46,-0.2184,0.2794,2,6,batch_002,Batch market 002
1,Team 02,team_02_C,C,Court Wave,145,78.5,78,-66.5,66.5,-0.4586,0.8471,2,6,batch_002,Batch market 002
1,Team 03,team_03_A,A,Vector X,90,91.7,89,1.7,1.7,0.0189,0.0186,2,6,batch_002,Batch market 002
1,Team 03,team_03_B,B,Axis Control,110,77.22,77,-32.78,32.78,-0.298,0.4245,2,6,batch_002,Batch market 002
1,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
1,Team 04,team_04_A,A,Starter Pop,144,84.05,84,-59.95,59.95,-0.4163,0.7132,2,6,batch_002,Batch market 002
1,Team 04,team_04_B,B,Club Value,125,55.24,55,-69.76,69.76,-0.5581,1.263,2,6,batch_002,Batch market 002
1,Team 04,team_04_C,C,Flex Edge,86,74.23,74,-11.77,11.77,-0.1368,0.1585,2,6,batch_002,Batch market 002
1,Team 05,team_05_A,A,Club Control,83,93.06,88,10.06,10.06,0.1213,0.1081,2,6,batch_002,Batch market 002
1,Team 05,team_05_B,B,Court Starter,72,58.98,58,-13.02,13.02,-0.1808,0.2207,2,6,batch_002,Batch market 002
1,Team 05,team_05_C,C,Club Spin,52,81.86,55,29.86,29.86,0.5743,0.3648,2,6,batch_002,Batch market 002
1,Team 06,team_06_A,A,Elite Spin Pro,132,85.89,85,-46.11,46.11,-0.3494,0.5369,2,6,batch_002,Batch market 002
1,Team 06,team_06_B,B,Control Tour,146,83.23,83,-62.77,62.77,-0.4299,0.7542,2,6,batch_002,Batch market 002
1,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
2,Team 01,team_01_A,A,Elite Spin Pro,85,99.36,88,14.36,14.36,0.1689,0.1445,2,6,batch_002,Batch market 002
2,Team 01,team_01_B,B,Control Tour,95,86.31,86,-8.69,8.69,-0.0915,0.1007,2,6,batch_002,Batch market 002
2,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
2,Team 02,team_02_A,A,Momentum Edge,158,92.21,40,-65.79,65.79,-0.4164,0.7135,2,6,batch_002,Batch market 002
2,Team 02,team_02_B,B,Rise Power,112,87.08,0,-24.92,24.92,-0.2225,0.2862,2,6,batch_002,Batch market 002
2,Team 02,team_02_C,C,Court Wave,145,66.24,29,-78.76,78.76,-0.5432,1.1891,2,6,batch_002,Batch market 002
2,Team 03,team_03_A,A,Vector X,90,100.46,89,10.46,10.46,0.1163,0.1041,2,6,batch_002,Batch market 002
2,Team 03,team_03_B,B,Axis Control,110,91.16,91,-18.84,18.84,-0.1712,0.2066,2,6,batch_002,Batch market 002
2,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
2,Team 04,team_04_A,A,Starter Pop,144,91.26,91,-52.74,52.74,-0.3662,0.5779,2,6,batch_002,Batch market 002
2,Team 04,team_04_B,B,Club Value,125,59.96,59,-65.04,65.04,-0.5203,1.0848,2,6,batch_002,Batch market 002
2,Team 04,team_04_C,C,Flex Edge,86,86.75,86,0.75,0.75,0.0087,0.0086,2,6,batch_002,Batch market 002
2,Team 05,team_05_A,A,Club Control,83,75.27,77,-7.73,7.73,-0.0932,0.1027,2,6,batch_002,Batch market 002
2,Team 05,team_05_B,B,Court Starter,72,66.25,66,-5.75,5.75,-0.0798,0.0867,2,6,batch_002,Batch market 002
2,Team 05,team_05_C,C,Club Spin,52,106.54,56,54.54,54.54,1.0489,0.5119,2,6,batch_002,Batch market 002
2,Team 06,team_06_A,A,Elite Spin Pro,132,101.25,101,-30.75,30.75,-0.233,0.3037,2,6,batch_002,Batch market 002
2,Team 06,team_06_B,B,Control Tour,146,90.9,90,-55.1,55.1,-0.3774,0.6061,2,6,batch_002,Batch market 002
2,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
3,Team 01,team_01_A,A,Elite Spin Pro,85,120.99,86,35.99,35.99,0.4234,0.2975,2,6,batch_002,Batch market 002
3,Team 01,team_01_B,B,Control Tour,95,78.7,78,-16.3,16.3,-0.1715,0.2071,2,6,batch_002,Batch market 002
3,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
3,Team 02,team_02_A,A,Momentum Edge,158,105.46,129,-52.54,52.54,-0.3325,0.4982,2,6,batch_002,Batch market 002
3,Team 02,team_02_B,B,Rise Power,112,83.32,100,-28.68,28.68,-0.2561,0.3442,2,6,batch_002,Batch market 002
3,Team 02,team_02_C,C,Court Wave,145,74.79,91,-70.21,70.21,-0.4842,0.9388,2,6,batch_002,Batch market 002
3,Team 03,team_03_A,A,Vector X,90,93.5,89,3.5,3.5,0.0389,0.0374,2,6,batch_002,Batch market 002
3,Team 03,team_03_B,B,Axis Control,110,110.67,110,0.67,0.67,0.0061,0.0061,2,6,batch_002,Batch market 002
3,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
3,Team 04,team_04_A,A,Starter Pop,144,84.85,84,-59.15,59.15,-0.4108,0.6972,2,6,batch_002,Batch market 002
3,Team 04,team_04_B,B,Club Value,125,71.65,71,-53.35,53.35,-0.4268,0.7447,2,6,batch_002,Batch market 002
3,Team 04,team_04_C,C,Flex Edge,86,101.09,80,15.09,15.09,0.1755,0.1493,2,6,batch_002,Batch market 002
3,Team 05,team_05_A,A,Club Control,83,84.41,84,1.41,1.41,0.017,0.0167,2,6,batch_002,Batch market 002
3,Team 05,team_05_B,B,Court Starter,72,74.33,74,2.33,2.33,0.0324,0.0314,2,6,batch_002,Batch market 002
3,Team 05,team_05_C,C,Club Spin,52,119.47,54,67.47,67.47,1.2975,0.5647,2,6,batch_002,Batch market 002
3,Team 06,team_06_A,A,Elite Spin Pro,132,123.59,123,-8.41,8.41,-0.0637,0.068,2,6,batch_002,Batch market 002
3,Team 06,team_06_B,B,Control Tour,146,82.18,82,-63.82,63.82,-0.4371,0.7766,2,6,batch_002,Batch market 002
3,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
4,Team 01,team_01_A,A,Elite Spin Pro,85,118.88,86,33.88,33.88,0.3986,0.285,2,6,batch_002,Batch market 002
4,Team 01,team_01_B,B,Control Tour,95,92.4,92,-2.6,2.6,-0.0274,0.0282,2,6,batch_002,Batch market 002
4,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
4,Team 02,team_02_A,A,Momentum Edge,158,102.46,102,-55.54,55.54,-0.3515,0.542,2,6,batch_002,Batch market 002
4,Team 02,team_02_B,B,Rise Power,112,98.61,100,-13.39,13.39,-0.1196,0.1358,2,6,batch_002,Batch market 002
4,Team 02,team_02_C,C,Court Wave,145,97.29,97,-47.71,47.71,-0.3291,0.4904,2,6,batch_002,Batch market 002
4,Team 03,team_03_A,A,Vector X,90,111.24,89,21.24,21.24,0.236,0.1909,2,6,batch_002,Batch market 002
4,Team 03,team_03_B,B,Axis Control,110,107.48,107,-2.52,2.52,-0.0229,0.0235,2,6,batch_002,Batch market 002
4,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
4,Team 04,team_04_A,A,Starter Pop,144,108.49,108,-35.51,35.51,-0.2466,0.3274,2,6,batch_002,Batch market 002
4,Team 04,team_04_B,B,Club Value,115,73.57,73,-41.43,41.43,-0.3603,0.5632,2,6,batch_002,Batch market 002
4,Team 04,team_04_C,C,Flex Edge,86,98.62,80,12.62,12.62,0.1467,0.128,2,6,batch_002,Batch market 002
4,Team 05,team_05_A,A,Club Control,83,99.84,86,16.84,16.84,0.2028,0.1686,2,6,batch_002,Batch market 002
4,Team 05,team_05_B,B,Court Starter,66,77.13,77,11.13,11.13,0.1686,0.1443,2,6,batch_002,Batch market 002
4,Team 05,team_05_C,C,Club Spin,52,110.36,47,58.36,58.36,1.1223,0.5288,2,6,batch_002,Batch market 002
4,Team 06,team_06_A,A,Elite Spin Pro,132,123.03,123,-8.97,8.97,-0.0679,0.0729,2,6,batch_002,Batch market 002
4,Team 06,team_06_B,B,Control Tour,146,97.61,97,-48.39,48.39,-0.3314,0.4957,2,6,batch_002,Batch market 002
4,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,2,6,batch_002,Batch market 002
1,Team 01,team_01_A,A,Elite Spin Pro,85,85.92,85,0.92,0.92,0.0108,0.0107,3,8,batch_003,Batch market 003
1,Team 01,team_01_B,B,Control Tour,95,87.33,87,-7.67,7.67,-0.0808,0.0879,3,8,batch_003,Batch market 003
1,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
1,Team 02,team_02_A,A,Momentum Edge,158,85.45,85,-72.55,72.55,-0.4592,0.849,3,8,batch_003,Batch market 003
1,Team 02,team_02_B,B,Rise Power,112,88.98,82,-23.02,23.02,-0.2055,0.2587,3,8,batch_003,Batch market 003
1,Team 02,team_02_C,C,Court Wave,145,80.0,80,-65.0,65.0,-0.4482,0.8124,3,8,batch_003,Batch market 003
1,Team 03,team_03_A,A,Vector X,90,93.59,89,3.59,3.59,0.0399,0.0383,3,8,batch_003,Batch market 003
1,Team 03,team_03_B,B,Axis Control,110,85.38,85,-24.62,24.62,-0.2238,0.2883,3,8,batch_003,Batch market 003
1,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
1,Team 04,team_04_A,A,Starter Pop,144,85.77,85,-58.23,58.23,-0.4044,0.679,3,8,batch_003,Batch market 003
1,Team 04,team_04_B,B,Club Value,125,56.28,56,-68.72,68.72,-0.5497,1.2209,3,8,batch_003,Batch market 003
1,Team 04,team_04_C,C,Flex Edge,86,81.98,79,-4.02,4.02,-0.0467,0.049,3,8,batch_003,Batch market 003
1,Team 05,team_05_A,A,Club Control,83,102.48,87,19.48,19.48,0.2347,0.1901,3,8,batch_003,Batch market 003
1,Team 05,team_05_B,B,Court Starter,72,60.13,60,-11.87,11.87,-0.1648,0.1974,3,8,batch_003,Batch market 003
1,Team 05,team_05_C,C,Club Spin,52,89.94,55,37.94,37.94,0.7297,0.4219,3,8,batch_003,Batch market 003
1,Team 06,team_06_A,A,Elite Spin Pro,132,87.39,87,-44.61,44.61,-0.338,0.5105,3,8,batch_003,Batch market 003
1,Team 06,team_06_B,B,Control Tour,146,91.95,91,-54.05,54.05,-0.3702,0.5878,3,8,batch_003,Batch market 003
1,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
1,Team 07,team_07_A,A,Momentum Edge,108,82.38,82,-25.62,25.62,-0.2373,0.3111,3,8,batch_003,Batch market 003
1,Team 07,team_07_B,B,Rise Power,76,92.17,76,16.17,16.17,0.2127,0.1754,3,8,batch_003,Batch market 003
1,Team 07,team_07_C,C,Court Wave,99,87.06,87,-11.94,11.94,-0.1207,0.1372,3,8,batch_003,Batch market 003
1,Team 08,team_08_A,A,Vector X,119,92.06,92,-26.94,26.94,-0.2264,0.2926,3,8,batch_003,Batch market 003
1,Team 08,team_08_B,B,Axis Control,145,88.77,88,-56.23,56.23,-0.3878,0.6335,3,8,batch_003,Batch market 003
1,Team 08,team_08_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
2,Team 01,team_01_A,A,Elite Spin Pro,85,101.73,87,16.73,16.73,0.1968,0.1644,3,8,batch_003,Batch market 003
2,Team 01,team_01_B,B,Control Tour,95,95.84,95,0.84,0.84,0.0088,0.0087,3,8,batch_003,Batch market 003
2,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
2,Team 02,team_02_A,A,Momentum Edge,158,99.9,31,-58.1,58.1,-0.3677,0.5816,3,8,batch_003,Batch market 003
2,Team 02,team_02_B,B,Rise Power,112,88.58,0,-23.42,23.42,-0.2091,0.2645,3,8,batch_003,Batch market 003
2,Team 02,team_02_C,C,Court Wave,145,67.06,26,-77.94,77.94,-0.5375,1.1622,3,8,batch_003,Batch market 003
2,Team 03,team_03_A,A,Vector X,90,102.77,39,12.77,12.77,0.1419,0.1243,3,8,batch_003,Batch market 003
2,Team 03,team_03_B,B,Axis Control,110,101.48,73,-8.52,8.52,-0.0775,0.084,3,8,batch_003,Batch market 003
2,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
2,Team 04,team_04_A,A,Starter Pop,144,93.29,93,-50.71,50.71,-0.3521,0.5435,3,8,batch_003,Batch market 003
2,Team 04,team_04_B,B,Club Value,125,61.2,61,-63.8,63.8,-0.5104,1.0424,3,8,batch_003,Batch market 003
2,Team 04,team_04_C,C,Flex Edge,86,96.16,80,10.16,10.16,0.1181,0.1057,3,8,batch_003,Batch market 003
2,Team 05,team_05_A,A,Club Control,83,83.03,29,0.03,0.03,0.0003,0.0003,3,8,batch_003,Batch market 003
2,Team 05,team_05_B,B,Court Starter,72,67.39,40,-4.61,4.61,-0.0641,0.0685,3,8,batch_003,Batch market 003
2,Team 05,team_05_C,C,Club Spin,52,117.11,18,65.11,65.11,1.2521,0.556,3,8,batch_003,Batch market 003
2,Team 06,team_06_A,A,Elite Spin Pro,132,103.53,34,-28.47,28.47,-0.2157,0.275,3,8,batch_003,Batch market 003
2,Team 06,team_06_B,B,Control Tour,146,100.82,44,-45.18,45.18,-0.3095,0.4481,3,8,batch_003,Batch market 003
2,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
2,Team 07,team_07_A,A,Momentum Edge,108,100.65,100,-7.35,7.35,-0.0681,0.073,3,8,batch_003,Batch market 003
2,Team 07,team_07_B,B,Rise Power,76,103.99,76,27.99,27.99,0.3683,0.2692,3,8,batch_003,Batch market 003
2,Team 07,team_07_C,C,Court Wave,99,76.35,76,-22.65,22.65,-0.2288,0.2966,3,8,batch_003,Batch market 003
2,Team 08,team_08_A,A,Vector X,119,101.03,37,-17.97,17.97,-0.151,0.1778,3,8,batch_003,Batch market 003
2,Team 08,team_08_B,B,Axis Control,145,105.08,67,-39.92,39.92,-0.2753,0.3799,3,8,batch_003,Batch market 003
2,Team 08,team_08_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
3,Team 01,team_01_A,A,Elite Spin Pro,85,130.43,86,45.43,45.43,0.5345,0.3483,3,8,batch_003,Batch market 003
3,Team 01,team_01_B,B,Control Tour,95,91.68,91,-3.32,3.32,-0.035,0.0363,3,8,batch_003,Batch market 003
3,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
3,Team 02,team_02_A,A,Momentum Edge,158,107.81,0,-50.19,50.19,-0.3177,0.4656,3,8,batch_003,Batch market 003
3,Team 02,team_02_B,B,Rise Power,112,77.3,0,-34.7,34.7,-0.3099,0.449,3,8,batch_003,Batch market 003
3,Team 02,team_02_C,C,Court Wave,145,69.41,0,-75.59,75.59,-0.5213,1.089,3,8,batch_003,Batch market 003
3,Team 03,team_03_A,A,Vector X,90,97.89,89,7.89,7.89,0.0877,0.0806,3,8,batch_003,Batch market 003
3,Team 03,team_03_B,B,Axis Control,110,125.77,109,15.77,15.77,0.1434,0.1254,3,8,batch_003,Batch market 003
3,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
3,Team 04,team_04_A,A,Starter Pop,144,90.68,90,-53.32,53.32,-0.3703,0.5881,3,8,batch_003,Batch market 003
3,Team 04,team_04_B,B,Club Value,125,76.42,76,-48.58,48.58,-0.3886,0.6356,3,8,batch_003,Batch market 003
3,Team 04,team_04_C,C,Flex Edge,86,116.96,80,30.96,30.96,0.3599,0.2647,3,8,batch_003,Batch market 003
3,Team 05,team_05_A,A,Club Control,83,94.9,71,11.9,11.9,0.1434,0.1254,3,8,batch_003,Batch market 003
3,Team 05,team_05_B,B,Court Starter,72,76.6,62,4.6,4.6,0.0639,0.0601,3,8,batch_003,Batch market 003
3,Team 05,team_05_C,C,Club Spin,52,133.68,46,81.68,81.68,1.5708,0.611,3,8,batch_003,Batch market 003
3,Team 06,team_06_A,A,Elite Spin Pro,132,128.53,111,-3.47,3.47,-0.0263,0.027,3,8,batch_003,Batch market 003
3,Team 06,team_06_B,B,Control Tour,146,92.65,114,-53.35,53.35,-0.3654,0.5759,3,8,batch_003,Batch market 003
3,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
3,Team 07,team_07_A,A,Momentum Edge,108,126.71,126,18.71,18.71,0.1733,0.1477,3,8,batch_003,Batch market 003
3,Team 07,team_07_B,B,Rise Power,76,100.21,76,24.21,24.21,0.3185,0.2416,3,8,batch_003,Batch market 003
3,Team 07,team_07_C,C,Court Wave,99,92.09,92,-6.91,6.91,-0.0698,0.0751,3,8,batch_003,Batch market 003
3,Team 08,team_08_A,A,Vector X,119,83.86,0,-35.14,35.14,-0.2953,0.4191,3,8,batch_003,Batch market 003
3,Team 08,team_08_B,B,Axis Control,145,116.44,0,-28.56,28.56,-0.197,0.2453,3,8,batch_003,Batch market 003
3,Team 08,team_08_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
4,Team 01,team_01_A,A,Elite Spin Pro,85,122.44,86,37.44,37.44,0.4405,0.3058,3,8,batch_003,Batch market 003
4,Team 01,team_01_B,B,Control Tour,95,110.47,110,15.47,15.47,0.1629,0.1401,3,8,batch_003,Batch market 003
4,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
4,Team 02,team_02_A,A,Momentum Edge,158,114.4,140,-43.6,43.6,-0.276,0.3812,3,8,batch_003,Batch market 003
4,Team 02,team_02_B,B,Rise Power,112,93.86,100,-18.14,18.14,-0.162,0.1933,3,8,batch_003,Batch market 003
4,Team 02,team_02_C,C,Court Wave,145,92.34,113,-52.66,52.66,-0.3632,0.5702,3,8,batch_003,Batch market 003
4,Team 03,team_03_A,A,Vector X,90,110.61,89,20.61,20.61,0.229,0.1863,3,8,batch_003,Batch market 003
4,Team 03,team_03_B,B,Axis Control,110,124.65,109,14.65,14.65,0.1332,0.1175,3,8,batch_003,Batch market 003
4,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
4,Team 04,team_04_A,A,Starter Pop,144,109.43,109,-34.57,34.57,-0.2401,0.3159,3,8,batch_003,Batch market 003
4,Team 04,team_04_B,B,Club Value,115,73.95,73,-41.05,41.05,-0.3569,0.5551,3,8,batch_003,Batch market 003
4,Team 04,team_04_C,C,Flex Edge,86,116.37,80,30.37,30.37,0.3531,0.261,3,8,batch_003,Batch market 003
4,Team 05,team_05_A,A,Club Control,83,113.77,74,30.77,30.77,0.3707,0.2704,3,8,batch_003,Batch market 003
4,Team 05,team_05_B,B,Court Starter,66,74.26,58,8.26,8.26,0.1252,0.1113,3,8,batch_003,Batch market 003
4,Team 05,team_05_C,C,Club Spin,52,125.23,47,73.23,73.23,1.4082,0.5848,3,8,batch_003,Batch market 003
4,Team 06,team_06_A,A,Elite Spin Pro,132,121.6,111,-10.4,10.4,-0.0788,0.0855,3,8,batch_003,Batch market 003
4,Team 06,team_06_B,B,Control Tour,146,112.36,112,-33.64,33.64,-0.2304,0.2994,3,8,batch_003,Batch market 003
4,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,3,8,batch_003,Batch market 003
4,Team 07,team_07_A,A,Momentum Edge,108,124.62,123,16.62,16.62,0.1539,0.1334,3,8,batch_003,Batch market 003
4,Team 07,team_07_B,B,Rise Power,76,113.51,76,37.51,37.51,0.4936,0.3305,3,8,batch_003,Batch market 003
4,Team 07,team_07_C,C,Court Wave,99,114.22,114,15.22,15.22,0.1537,0.1333,3,8,batch_003,Batch market 003
4,Team 08,team_08_A,A,Vector X,119,100.62,109,-18.38,18.38,-0.1545,0.1827,3,8,batch_003,Batch market 003
4,Team 08,team_08_B,B,Axis Control,145,123.29,132,-21.71,21.71,-0.1497,0.1761,3,8,batch_003,Batch market 003
