round_number,team_name,product_id,slot_name,product_name,forecast_units,actual_demand_units,actual_sales_units,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value
3,Team 04,team_04_A,A,Starter Pop,144,109.75,109,-34.25,34.25,-0.2378,0.312
3,Team 04,team_04_B,B,Club Value,125,91.93,91,-33.07,33.07,-0.2645,0.3597
3,Team 04,team_04_C,C,Flex Edge,86,143.54,80,57.54,57.54,0.6691,0.4009
3,Team 05,team_05_A,A,Club Control,83,118.98,85,35.98,35.98,0.4335,0.3024
3,Team 05,team_05_B,B,Court Starter,72,94.24,73,22.24,22.24,0.3088,0.236
3,Team 05,team_05_C,C,Club Spin,52,168.34,53,116.34,116.34,2.2374,0.6911
3,Team 06,team_06_A,A,Elite Spin Pro,132,163.28,111,31.28,31.28,0.237,0.1916
3,Team 06,team_06_B,B,Control Tour,146,118.82,118,-27.18,27.18,-0.1862,0.2287
3,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 01,team_01_A,A,Elite Spin Pro,85,162.75,86,77.75,77.75,0.9147,0.4777
4,Team 01,team_01_B,B,Control Tour,95,135.13,96,40.13,40.13,0.4224,0.297
4,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 02,team_02_A,A,Momentum Edge,158,149.52,141,-8.48,8.48,-0.0537,0.0567
4,Team 02,team_02_B,B,Rise Power,112,135.05,100,23.05,23.05,0.2058,0.1707
4,Team 02,team_02_C,C,Court Wave,145,121.4,121,-23.6,23.6,-0.1628,0.1944
4,Team 03,team_03_A,A,Vector X,90,151.97,54,61.97,61.97,0.6885,0.4078
4,Team 03,team_03_B,B,Axis Control,110,156.51,66,46.51,46.51,0.4228,0.2972
4,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0
4,Team 04,team_04_A,A,Starter Pop,144,127.01,127,-16.99,16.99,-0.118,0.1337
4,Team 04,team_04_B,B,Club Value,115,85.27,85,-29.73,29.73,-0.2585,0.3487
4,Team 04,team_04_C,C,Team 04 NextGen,86,193.04,79,107.04,107.04,1.2447,0.5545
4,Team 05,team_05_A,A,Club Control,83,129.37,0,46.37,46.37,0.5587,0.3584
4,Team 05,team_05_B,B,Court Starter,66,82.22,0,16.22,16.22,0.2457,0.1972
4,Team 05,team_05_C,C,Club Spin,52,142.38,0,90.38,90.38,1.7381,0.6348
4,Team 06,team_06_A,A,Elite Spin Pro,132,172.04,78,40.04,40.04,0.3033,0.2327
4,Team 06,team_06_B,B,Control Tour,146,145.36,98,-0.64,0.64,-0.0044,0.0044
4,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0
