round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
2,Team 05,Community / Club,3,1,0,0,0,207,250.17,43.17,72.47,0.2897,62,129.1,225,225,303,74.26,30.04,0.0187,220,250.17,198,50,12,41,34,0.7552,25561.2,5527.36,8979.84,314.0,165.15,120.0,0.0,750.0,0.0,3889.33,0.0,0.0,43224.61,0.0,False,15856.35,9704.85,54.99,53.03,1.67,20.65,19,75,184,225,184,12,,Portfolio forecast WAPE was 28.97% against realized demand. Lost 50 sales units across the portfolio. Carried 12 backlog units into next round.
2,Team 06,Premium Quality,2,1,0,0,0,278,188.2,-89.8,89.8,0.4772,0,168.1,236,236,330,71.52,38.15,0.005,234,188.2,187,0,0,113,95,0.9936,31434.24,11712.05,13567.2,868.0,42.08,0.0,2232.0,4000.0,440.0,17431.36,10000.0,0.0,40636.95,20000.0,True,32861.33,-1427.09,32.69,74.65,2.0,0.0,66,24,307,236,307,0,,"Portfolio forecast WAPE was 47.72% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 01,Premium Quality,2,1,0,0,0,180,192.96,12.96,41.86,0.2169,26,189.74,184,184,296,62.16,44.74,0.005,182,192.96,166,12,14,36,76,0.8603,31497.12,8232.16,10499.74,368.0,37.35,140.0,936.0,3000.0,0.0,7065.18,0.0,0.0,54166.24,0.0,False,23213.25,8283.87,76.67,76.5,2.0,7.52,20,76,184,184,184,0,,Portfolio forecast WAPE was 21.69% against realized demand. Lost 12 sales units across the portfolio. Carried 14 backlog units into next round.
3,Team 02,Sponsorship Growth,3,1,0,0,0,415,252.59,-162.41,162.41,0.643,17,127.36,384,384,416,92.31,32.95,0.0413,367,252.59,317,0,17,50,92,0.9446,40374.4,15684.2,19560.24,484.0,585.22,170.0,2088.0,1500.0,231.0,8800.81,3500.0,0.0,22163.8,10500.0,False,40302.66,71.74,14.34,31.81,2.0,9.97,0,0,476,384,476,83,,"Portfolio forecast WAPE was 64.30% against realized demand. Carried 17 backlog units into next round. Used $3,500.00 of planned borrowing."
3,Team 03,Engineering Challenger,2,1,0,0,0,200,198.75,-1.25,6.11,0.0307,0,164.4,200,200,331,60.42,37.73,0.005,198,198.75,200,0,0,41,122,0.9963,32880.0,8149.68,10739.6,490.0,45.0,0.0,864.0,2500.0,66.0,8801.61,1000.0,0.0,54758.63,3000.0,False,22854.28,10025.72,69.73,72.06,2.0,6.5,43,106,216,200,216,2,,"Portfolio forecast WAPE was 3.07% against realized demand. Used $1,000.00 of planned borrowing."
3,Team 04,Low-Cost Volume,3,1,1,0,0,355,250.76,-104.24,138.2,0.5511,30,108.45,348,348,467,74.52,29.81,0.046,331,250.76,227,0,30,326,38,0.8773,24618.3,9867.11,13522.86,2031.99,471.89,300.0,936.0,9000.0,462.0,26668.81,7000.0,0.0,17398.36,21000.0,True,36591.85,-11973.55,3.33,42.7,1.33,10.96,222,55,331,348,331,8,,"Portfolio forecast WAPE was 55.11% against realized demand. Carried 30 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 05,Community / Club,3,1,0,0,0,207,275.3,68.3,74.4,0.2703,79,128.21,225,218,303,71.95,30.77,0.0232,211,275.3,206,67,12,46,0,0.717,26411.88,5661.68,8898.64,276.0,214.42,120.0,0.0,750.0,0.0,3293.11,0.0,0.0,53715.75,0.0,False,15920.74,10491.14,56.49,46.43,1.67,22.71,41,34,184,218,184,12,,Portfolio forecast WAPE was 27.03% against realized demand. Lost 67 sales units across the portfolio. Carried 12 backlog units into next round.
3,Team 06,Premium Quality,2,1,0,0,0,278,197.64,-80.36,80.36,0.4066,0,170.87,236,236,361,65.37,39.08,0.0064,234,197.64,197,0,0,150,166,0.9968,33661.44,11997.56,13864.44,1232.0,57.89,0.0,2232.0,4000.0,660.0,25661.42,10000.0,0.0,50254.5,30000.0,True,34043.89,-382.45,39.3,78.5,2.0,7.81,113,95,307,236,307,0,,"Portfolio forecast WAPE was 40.66% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 01,Premium Quality,2,1,0,0,0,180,205.96,25.96,28.32,0.1375,40,188.2,184,184,309,59.55,45.81,0.005,182,205.96,179,26,14,39,76,0.8138,33687.36,8429.04,10715.02,386.0,40.28,140.0,936.0,3000.0,0.0,7539.27,0.0,0.0,64207.26,0.0,False,23646.34,10041.02,81.02,75.76,2.0,5.07,36,76,184,184,184,14,,Portfolio forecast WAPE was 13.75% against realized demand. Lost 26 sales units across the portfolio. Carried 14 backlog units into next round.
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,279.79,-135.21,135.21,0.4833,9,127.35,384,384,445,86.29,33.74,0.0341,369,279.79,287,0,9,132,184,0.967,36548.16,16060.24,20002.16,1160.01,435.6,90.0,2088.0,1500.0,308.0,19637.58,3500.0,0.0,20567.95,14000.0,True,41644.01,-5095.85,0.17,31.52,2.0,7.95,50,92,476,384,476,17,,"Portfolio forecast WAPE was 48.33% against realized demand. Carried 9 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 03,Engineering Challenger,2,1,0,0,0,200,213.09,13.09,15.95,0.0749,51,160.96,200,122,343,35.57,38.62,0.005,120,213.09,161,27,24,0,0,0.7555,25914.0,8341.92,6904.22,0.0,36.23,240.0,864.0,2500.0,88.0,600.0,1000.0,0.0,62698.26,4000.0,False,18974.37,6939.63,66.03,69.94,2.0,4.58,41,122,0,122,216,0,,"Portfolio forecast WAPE was 7.49% against realized demand. Lost 27 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
4,Team 04,Low-Cost Volume,3,0,0,1,2,345,281.75,-63.25,157.03,0.5573,53,107.96,338,338,480,70.42,30.52,0.0453,322,281.75,227,19,34,197,31,0.8057,34880.37,9796.92,13441.8,1244.0,473.86,340.0,936.0,0,616.0,18992.98,7000.0,0.0,32430.15,28000.0,True,26848.58,8031.79,3.5,36.62,1.67,18.95,326,38,331,338,321,0,"Launched Team 04 NextGen into slot C, replacing Flex Edge","Launched Team 04 NextGen into slot C, replacing Flex Edge Portfolio forecast WAPE was 55.73% against realized demand. Lost 19 sales units across the portfolio. Carried 34 backlog units into next round. Generated $10,372.32 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 05,Community / Club,3,1,0,0,0,201,258.55,57.55,57.55,0.2226,224,109.36,219,0,303,0.0,31.5,0.0566,0,258.55,46,212,12,0,0,0.17,5030.64,5670.0,0.0,0.0,49.64,120.0,0.0,750.0,0.0,0.0,0.0,0.0,52156.75,0.0,False,6589.64,-1559.0,-14.98,16.55,1.67,14.89,46,0,0,0,180,12,,Portfolio forecast WAPE was 22.26% against realized demand. Lost 212 sales units across the portfolio. Carried 12 backlog units into next round.
4,Team 06,Premium Quality,2,1,0,0,0,278,212.86,-65.14,65.14,0.306,0,169.38,236,166,392,42.35,40.01,0.005,164,212.86,212,0,0,102,0,0.996,35907.84,12283.07,10353.47,612.0,47.7,0.0,2232.0,4000.0,880.0,16442.79,10000.0,0.0,65754.1,40000.0,True,30408.24,5499.6,62.38,82.52,2.0,5.29,150,166,0,166,307,0,,"Portfolio forecast WAPE was 30.60% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
5,Team 01,Premium Quality,2,1,0,0,0,180,235.8,55.8,55.8,0.2366,56,186.77,184,184,322,57.14,46.87,0.005,182,235.8,193,42,14,28,76,0.7726,36046.08,8624.08,10931.17,320.0,43.43,140.0,936.0,3000.0,0.0,6537.92,0.0,0.0,76258.66,0.0,False,23994.68,12051.4,85.22,73.47,2.0,5.8,39,76,184,184,184,14,,Portfolio forecast WAPE was 23.66% against realized demand. Lost 42 sales units across the portfolio. Carried 14 backlog units into next round.
5,Team 02,Sponsorship Growth,3,1,0,0,0,403,301.75,-101.25,101.25,0.3355,67,122.14,373,184,474,38.82,34.52,0.035,176,301.75,243,0,67,65,0,0.782,29680.64,15982.76,10756.22,390.0,382.25,670.0,2088.0,1500.0,385.0,8668.55,3500.0,0.0,21594.36,17500.0,True,32154.23,-2473.59,10.53,27.05,2.0,8.26,132,184,0,184,463,9,,"Portfolio forecast WAPE was 33.55% against realized demand. Carried 67 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
5,Team 03,Engineering Challenger,2,1,0,0,0,200,243.38,43.38,43.38,0.1782,68,164.73,200,200,355,56.34,39.52,0.005,198,243.38,198,44,24,0,232,0.7405,32617.0,8536.32,11194.3,464.0,44.55,240.0,864.0,2500.0,110.0,9918.64,1000.0,0.0,72362.09,5000.0,False,23953.17,8663.83,64.86,67.0,2.0,5.24,0,0,432,200,216,24,,"Portfolio forecast WAPE was 17.82% against realized demand. Lost 44 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
5,Team 04,Low-Cost Volume,2,1,0,0,0,230,232.12,2.12,95.66,0.4121,88,109.11,225,225,493,45.64,31.23,0.0426,215,232.12,177,65,23,235,127,0.6651,19312.65,6683.22,9144.96,1664.0,340.38,230.0,936.0,0.0,770.0,26106.66,7000.0,0.0,38974.24,35000.0,True,19768.56,-455.91,17.76,25.52,1.67,7.67,197,31,321,225,214,34,,"Portfolio forecast WAPE was 41.21% against realized demand. Lost 65 sales units across the portfolio. Carried 23 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
5,Team 05,Community / Club,3,1,0,0,0,194,277.0,83.0,83.0,0.2996,80,128.16,212,212,303,69.97,32.24,0.0203,207,277.0,207,68,12,0,152,0.7163,26528.16,5609.76,9038.9,304.01,189.33,120.0,0.0,750.0,0.0,4900.48,0.0,0.0,62672.91,0.0,False,16012.0,10516.16,56.47,10.27,1.67,15.03,0,0,364,212,174,12,,Portfolio forecast WAPE was 29.96% against realized demand. Lost 68 sales units across the portfolio. Carried 12 backlog units into next round.
5,Team 06,Premium Quality,2,1,0,0,0,278,245.94,-32.06,33.56,0.1365,13,168.47,236,236,423,55.79,40.94,0.005,234,245.94,232,0,13,104,378,0.9433,39085.44,12568.58,14457.8,1380.0,52.2,130.0,2232.0,4000.0,1100.0,33604.31,10000.0,0.0,78918.96,50000.0,True,35920.58,3164.86,51.75,85.38,2.0,6.11,102,0,614,236,307,0,,"Portfolio forecast WAPE was 13.65% against realized demand. Carried 13 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 01,Premium Quality,2,1,0,0,1,172,238.24,66.24,66.24,0.278,68,187.66,176,176,335,52.54,47.94,0.005,174,238.24,184,54,14,0,84,0.7295,35894.45,8437.44,10682.53,168.0,41.4,140.0,936.0,3000.0,0.0,4026.96,0.0,0.0,88747.74,0.0,False,23405.37,12489.08,83.52,69.63,2.0,5.3,28,76,184,176,176,14,,"Portfolio forecast WAPE was 27.80% against realized demand. Lost 54 sales units across the portfolio. Carried 14 backlog units into next round. Generated $1,364.69 from retirement liquidation."
6,Team 02,Sponsorship Growth,3,1,0,0,0,394,313.38,-80.62,80.62,0.2573,63,125.59,364,364,503,72.37,35.31,0.0412,348,313.38,315,0,63,98,588,0.8281,39559.52,15924.81,19901.04,1763.99,579.99,630.0,2088.0,1500.0,462.0,32730.63,3500.0,0.0,21804.05,21000.0,True,42849.83,-3290.31,10.01,22.84,2.0,8.28,65,0,952,364,451,67,,"Portfolio forecast WAPE was 25.73% against realized demand. Carried 63 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 03,Engineering Challenger,2,1,0,0,0,193,244.75,51.75,51.75,0.2114,76,164.03,193,193,367,52.59,40.42,0.005,191,244.75,191,53,23,0,255,0.7107,31329.0,8407.36,11035.86,510.0,42.98,230.0,864.0,2500.0,132.0,11207.1,1000.0,0.0,80968.89,6000.0,True,23722.2,7606.8,62.0,62.25,2.0,4.68,0,232,216,193,208,24,,"Portfolio forecast WAPE was 21.14% against realized demand. Lost 53 sales units across the portfolio. Carried 23 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 04,Low-Cost Volume,2,1,1,0,1,219,262.99,43.99,124.83,0.4747,113,109.57,214,214,506,42.29,31.94,0.0471,203,262.99,172,91,22,0,127,0.6014,30031.37,6483.82,8908.92,254.0,360.86,220.0,936.0,9000.0,924.0,10356.38,7000.0,0.0,48918.01,42000.0,True,27087.6,2943.77,17.98,11.51,1.67,7.3,235,127,214,214,203,23,,"Portfolio forecast WAPE was 47.47% against realized demand. Lost 91 sales units across the portfolio. Carried 22 backlog units into next round. Generated $11,185.97 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 05,Community / Club,3,1,0,0,0,194,312.98,118.98,118.98,0.3802,119,128.14,212,212,303,69.97,32.97,0.0248,204,312.98,204,107,12,0,114,0.6277,26140.56,5736.78,9228.87,227.99,227.64,120.0,0.0,750.0,0.0,3758.58,0.0,0.0,72522.19,0.0,False,16291.28,9849.28,53.66,0.27,1.67,17.3,0,152,174,212,174,12,,Portfolio forecast WAPE was 38.02% against realized demand. Lost 107 sales units across the portfolio. Carried 12 backlog units into next round.
6,Team 06,Premium Quality,2,1,0,0,0,267,247.65,-19.35,47.65,0.1924,48,168.86,226,226,454,49.78,41.87,0.007,223,247.65,212,0,48,115,459,0.8134,35798.4,12309.78,14194.58,1608.0,65.38,480.0,2232.0,4000.0,1320.0,40256.29,10000.0,0.0,88507.62,60000.0,True,36209.74,-411.34,43.53,85.12,2.0,5.48,104,378,307,226,294,13,,"Portfolio forecast WAPE was 19.24% against realized demand. Carried 48 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 01,Premium Quality,1,1,0,0,1,78,145.51,67.51,67.51,0.464,80,209.52,80,80,348,22.99,49.0,0.005,79,145.51,79,80,0,0,180,0.4953,16552.08,3920.0,5026.4,360.0,17.78,0.0,936.0,3000.0,0.0,8820.0,0.0,0.0,92039.64,0.0,False,13260.18,3291.9,96.05,57.0,2.0,0.0,0,84,176,80,80,14,,Portfolio forecast WAPE was 46.40% against realized demand. Lost 80 sales units across the portfolio.
7,Team 02,Sponsorship Growth,3,1,0,0,0,382,386.14,4.14,29.14,0.0755,91,122.6,353,353,532,66.35,36.09,0.0371,338,386.14,356,15,76,80,698,0.7926,43644.48,15807.42,19765.16,1875.99,595.32,760.0,2088.0,1500.0,539.0,36232.38,3500.0,0.0,26017.64,24500.0,True,42930.89,713.59,21.0,17.93,2.0,11.07,98,588,463,353,438,63,,"Portfolio forecast WAPE was 7.55% against realized demand. Lost 15 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 03,Engineering Challenger,2,1,0,0,0,184,287.5,103.5,103.5,0.36,127,164.77,184,184,379,48.55,41.32,0.005,182,287.5,182,105,22,0,71,0.5862,29988.0,8222.68,10764.15,142.0,40.95,220.0,864.0,2500.0,154.0,3983.72,1000.0,0.0,89049.11,7000.0,False,22907.78,7080.22,60.22,53.71,2.0,6.21,0,255,0,184,199,23,,"Portfolio forecast WAPE was 36.00% against realized demand. Lost 105 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing."
7,Team 04,Low-Cost Volume,1,0,0,1,1,86,210.12,124.12,124.12,0.5907,131,128.1,84,84,519,16.18,32.65,0.0533,79,210.12,79,122,9,0,246,0.376,10119.9,2612.0,3661.56,492.0,189.56,90.0,936.0,0,1078.0,15381.9,7000.0,0.0,56978.79,49000.0,True,9059.12,1060.78,46.29,0.0,1.67,0.0,0,127,203,84,80,0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen","Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 59.07% against realized demand. Lost 122 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 05,Community / Club,3,1,0,0,0,191,378.06,187.06,187.06,0.4948,278,127.77,208,114,303,37.62,33.7,0.0212,111,378.06,111,267,11,0,0,0.2846,14182.08,5762.7,5121.78,0.0,106.04,110.0,0.0,750.0,0.0,0.0,0.0,0.0,74853.75,0.0,False,11850.52,2331.56,28.75,0.0,1.67,22.75,0,114,0,114,171,12,,Portfolio forecast WAPE was 49.48% against realized demand. Lost 267 sales units across the portfolio. Carried 11 backlog units into next round.
7,Team 06,Premium Quality,2,1,0,0,0,257,296.66,39.66,39.66,0.1337,106,165.46,217,217,485,44.74,42.8,0.005,215,296.66,237,60,46,93,242,0.6876,39214.08,12069.6,13954.24,1042.0,53.33,460.0,2232.0,4000.0,1540.0,30818.39,10000.0,0.0,102370.53,70000.0,True,35351.17,3862.91,55.43,80.15,2.0,7.34,115,459,0,217,282,48,,"Portfolio forecast WAPE was 13.37% against realized demand. Lost 60 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 01,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,361,0.0,50.07,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13018.2,0.0,0.0,88103.64,0.0,False,3936.0,-3936.0,0.0,62.45,2.0,0.0,0,180,80,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
8,Team 02,Sponsorship Growth,3,1,0,0,0,382,446.58,64.58,64.58,0.1446,153,120.78,353,353,561,62.92,36.88,0.0371,338,446.58,368,77,76,50,345,0.7042,44447.04,16153.44,20174.79,989.99,620.33,760.0,2088.0,1500.0,616.0,21625.22,3500.0,0.0,31062.13,28000.0,True,42902.55,1544.49,20.38,9.61,2.0,12.81,80,698,0,353,438,76,,"Portfolio forecast WAPE was 14.46% against realized demand. Lost 77 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 03,Engineering Challenger,2,1,0,0,0,184,331.04,147.04,147.04,0.4442,170,164.77,184,184,391,47.06,42.22,0.005,182,331.04,182,148,22,0,294,0.5155,29988.0,8401.78,10974.74,588.0,40.95,220.0,864.0,2500.0,176.0,13612.68,1000.0,0.0,96271.64,8000.0,True,23765.47,6222.53,58.08,41.82,2.0,7.16,0,71,407,184,199,22,,"Portfolio forecast WAPE was 44.42% against realized demand. Lost 148 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 04,Low-Cost Volume,1,1,0,0,0,86,225.0,139.0,139.0,0.6178,153,128.1,84,84,532,15.79,33.35,0.0433,80,225.0,80,144,9,0,242,0.3419,10248.0,2668.0,3734.64,484.0,155.96,90.0,936.0,0.0,1232.0,16470.7,7000.0,0.0,64926.19,56000.0,True,9300.6,947.4,46.12,0.0,1.67,0.0,0,246,80,84,80,9,,"Portfolio forecast WAPE was 61.78% against realized demand. Lost 144 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 05,Community / Club,3,1,0,0,0,191,441.1,250.1,250.1,0.567,248,127.75,208,208,303,68.65,34.43,0.0212,203,441.1,203,237,11,0,137,0.449,25932.48,5887.53,9424.7,274.01,193.89,110.0,0.0,750.0,0.0,4716.91,0.0,0.0,84146.1,0.0,False,16640.13,9292.35,51.36,0.0,1.67,26.55,0,0,345,208,171,11,,Portfolio forecast WAPE was 56.70% against realized demand. Lost 237 sales units across the portfolio. Carried 11 backlog units into next round.
8,Team 06,Premium Quality,2,1,0,0,0,257,344.28,87.28,87.28,0.2535,130,164.13,217,217,516,42.05,43.73,0.005,215,344.28,259,84,46,49,601,0.6636,42508.8,12331.86,14229.72,1496.0,58.28,460.0,2232.0,4000.0,1760.0,43637.66,10000.0,0.0,118311.47,80000.0,True,36567.86,5940.94,61.35,74.11,2.0,8.5,93,242,576,217,282,46,,"Portfolio forecast WAPE was 25.35% against realized demand. Lost 84 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
9,Team 01,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,374,0.0,51.13,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13293.8,0.0,0.0,84167.64,0.0,False,3936.0,-3936.0,0.0,67.9,2.0,0.0,0,260,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
9,Team 02,Sponsorship Growth,3,1,0,0,0,382,457.72,75.72,75.72,0.1654,162,120.42,353,353,590,59.83,37.66,0.0425,337,457.72,370,86,76,17,881,0.6932,44556.16,16495.08,20584.54,1863.99,714.44,760.0,2088.0,1500.0,693.0,39535.0,3500.0,0.0,34419.24,31500.0,True,44699.05,-142.89,18.28,0.2,2.0,13.13,50,345,889,353,438,76,,"Portfolio forecast WAPE was 16.54% against realized demand. Lost 86 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
