round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes
2,Team 05,Community / Club,3,1,0,0,0,207,238.87,31.87,76.13,0.3187,60,129.51,225,225,303,74.26,30.92,0.0187,220,238.87,190,48,12,54,34,0.7574,24606.48,5689.28,9221.16,392.0,157.96,120.0,0.0,750.0,0.0,4934.04,0.0,0.0,40847.99,0.0,False,16330.4,8276.08,50.2,53.49,1.67,19.54,24,75,184,225,184,12,,Portfolio forecast WAPE was 31.87% against realized demand. Lost 48 sales units across the portfolio. Carried 12 backlog units into next round.
2,Team 06,Premium Quality,2,1,0,0,0,278,187.04,-90.96,90.96,0.4863,0,168.39,236,236,330,71.52,39.26,0.005,234,187.04,186,0,0,116,95,0.9944,31320.96,12052.82,13923.44,886.0,41.86,0.0,2232.0,4000.0,440.0,18127.58,10000.0,0.0,38800.68,20000.0,True,33576.12,-2255.16,28.51,75.55,2.0,0.0,68,24,307,236,307,0,,"Portfolio forecast WAPE was 48.63% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 01,Premium Quality,2,1,0,0,0,180,193.7,13.7,43.5,0.2246,28,189.74,184,184,296,62.16,46.02,0.005,182,193.7,166,14,14,40,76,0.8526,31497.12,8467.68,10759.18,392.0,37.35,140.0,936.0,3000.0,0.0,7677.27,0.0,0.0,51941.15,0.0,False,23732.21,7764.91,73.69,77.23,2.0,7.48,24,76,184,184,184,1,,Portfolio forecast WAPE was 22.46% against realized demand. Lost 14 sales units across the portfolio. Carried 14 backlog units into next round.
3,Team 02,Sponsorship Growth,3,1,0,0,0,415,245.34,-169.66,169.66,0.6915,20,128.29,384,384,416,92.31,33.9,0.0413,367,245.34,307,0,20,60,92,0.935,39385.28,16136.4,20091.52,544.0,565.81,200.0,2088.0,1500.0,231.0,9867.1,3500.0,0.0,18725.85,10500.0,False,41356.73,-1971.45,8.44,31.01,2.0,9.66,0,0,476,384,476,83,,"Portfolio forecast WAPE was 69.15% against realized demand. Carried 20 backlog units into next round. Used $3,500.00 of planned borrowing."
3,Team 03,Engineering Challenger,2,1,0,0,0,200,198.87,-1.13,3.89,0.0196,1,164.57,200,200,331,60.42,38.8,0.005,198,198.87,200,0,1,46,122,0.9907,32915.0,8380.8,11013.4,520.0,45.0,10.0,864.0,2500.0,66.0,9501.48,1000.0,0.0,52434.48,3000.0,False,23399.2,9515.8,67.38,73.16,2.0,6.59,48,106,216,200,216,3,,"Portfolio forecast WAPE was 1.96% against realized demand. Carried 1 backlog units into next round. Used $1,000.00 of planned borrowing."
3,Team 04,Low-Cost Volume,3,1,1,0,0,355,234.42,-120.58,146.84,0.6264,19,109.1,348,348,467,74.52,30.66,0.046,331,234.42,214,0,19,367,38,0.9129,23346.75,10148.46,13876.86,2277.99,445.27,190.0,936.0,9000.0,462.0,30201.8,7000.0,0.0,11257.76,21000.0,True,37336.58,-13989.83,-5.25,43.44,1.33,10.07,250,55,331,348,331,0,,"Portfolio forecast WAPE was 62.64% against realized demand. Carried 19 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
3,Team 05,Community / Club,3,1,0,0,0,207,265.18,58.18,73.36,0.2766,76,128.63,225,218,303,71.95,31.65,0.0232,211,265.18,200,64,12,65,0,0.7216,25726.44,5823.6,9131.03,390.0,207.62,120.0,0.0,750.0,0.0,4779.8,0.0,0.0,50152.18,0.0,False,16422.25,9304.19,52.82,46.44,1.67,21.68,54,34,184,218,184,12,,Portfolio forecast WAPE was 27.66% against realized demand. Lost 64 sales units across the portfolio. Carried 12 backlog units into next round.
3,Team 06,Premium Quality,2,1,0,0,0,278,198.5,-79.5,79.5,0.4005,0,171.06,236,236,361,65.37,40.19,0.0064,234,198.5,197,0,0,153,166,0.9924,33697.92,12338.33,14219.56,1250.0,57.93,0.0,2232.0,4000.0,660.0,26539.22,10000.0,0.0,47740.78,30000.0,True,34757.82,-1059.9,35.95,79.76,2.0,7.73,116,95,307,236,307,0,,"Portfolio forecast WAPE was 40.05% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 01,Premium Quality,2,1,0,0,0,180,207.45,27.45,30.77,0.1483,42,188.2,184,184,309,59.55,47.08,0.005,182,207.45,179,28,14,43,76,0.8083,33687.36,8662.72,10973.49,410.0,40.28,140.0,936.0,3000.0,0.0,8166.98,0.0,0.0,61466.02,0.0,False,24162.49,9524.87,78.27,76.32,2.0,5.04,40,76,184,184,184,14,,Portfolio forecast WAPE was 14.83% against realized demand. Lost 28 sales units across the portfolio. Carried 14 backlog units into next round.
4,Team 02,Sponsorship Growth,3,1,0,0,0,415,273.03,-141.97,141.97,0.52,12,128.11,384,384,445,86.29,34.68,0.0341,369,273.03,279,0,12,150,184,0.9521,35742.08,16507.68,20534.78,1268.01,422.29,120.0,2088.0,1500.0,308.0,21704.52,3500.0,0.0,15219.17,14000.0,True,42748.76,-7006.68,-6.17,30.35,2.0,7.72,60,92,476,384,476,20,,"Portfolio forecast WAPE was 52.00% against realized demand. Carried 12 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 03,Engineering Challenger,2,1,0,0,0,200,214.29,14.29,19.21,0.0896,53,160.74,200,122,343,35.57,39.7,0.005,120,214.29,161,29,24,5,0,0.7478,25879.0,8575.2,7076.12,30.0,36.23,240.0,864.0,2500.0,88.0,1088.5,1000.0,0.0,59903.93,4000.0,False,19409.55,6469.45,63.3,70.82,2.0,4.68,46,122,0,122,216,1,,"Portfolio forecast WAPE was 8.96% against realized demand. Lost 29 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
4,Team 04,Low-Cost Volume,3,0,0,1,2,345,265.96,-79.04,162.94,0.6126,48,108.53,338,338,480,70.42,31.37,0.0453,322,265.96,216,14,34,229,31,0.8122,34740.72,10069.77,13786.83,1436.0,452.75,340.0,936.0,0,616.0,21696.98,7000.0,0.0,25361.13,28000.0,True,27637.35,7103.37,-4.01,37.27,1.67,17.61,367,38,331,338,321,0,"Launched Team 04 NextGen into slot C, replacing Flex Edge","Launched Team 04 NextGen into slot C, replacing Flex Edge Portfolio forecast WAPE was 61.26% against realized demand. Lost 14 sales units across the portfolio. Carried 34 backlog units into next round. Generated $11,298.42 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
4,Team 05,Community / Club,3,1,0,0,0,201,252.63,51.63,58.39,0.2311,198,110.63,219,0,303,0.0,32.38,0.0566,0,252.63,65,186,12,0,0,0.2456,7191.0,5828.4,0.0,0.0,69.2,120.0,0.0,750.0,0.0,0.0,0.0,0.0,50575.58,0.0,False,6767.6,423.4,19.9,16.77,1.67,14.48,65,0,0,0,180,12,,Portfolio forecast WAPE was 23.11% against realized demand. Lost 186 sales units across the portfolio. Carried 12 backlog units into next round.
4,Team 06,Premium Quality,2,1,0,0,0,278,214.63,-63.37,63.37,0.2953,0,169.7,236,166,392,42.35,41.12,0.005,164,214.63,214,0,0,103,0,0.9971,36316.8,12623.84,10614.8,618.0,48.14,0.0,2232.0,4000.0,880.0,16821.65,10000.0,0.0,63040.8,40000.0,True,31016.78,5300.02,60.89,84.24,2.0,5.25,153,166,0,166,307,0,,"Portfolio forecast WAPE was 29.53% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
5,Team 01,Premium Quality,2,1,0,0,0,180,238.72,58.72,58.72,0.246,59,186.77,184,184,322,57.14,48.15,0.005,182,238.72,193,45,14,32,76,0.7637,36046.08,8859.6,11188.77,344.0,43.43,140.0,936.0,3000.0,0.0,7146.07,0.0,0.0,73000.3,0.0,False,24511.8,11534.28,82.66,73.63,2.0,5.8,43,76,184,184,184,14,,Portfolio forecast WAPE was 24.60% against realized demand. Lost 45 sales units across the portfolio. Carried 14 backlog units into next round.
5,Team 02,Sponsorship Growth,3,1,0,0,0,403,296.8,-106.2,106.2,0.3578,69,122.79,373,184,474,38.82,35.46,0.035,176,296.8,238,0,69,88,0,0.7707,29223.04,16417.98,11036.8,528.0,372.86,690.0,2088.0,1500.0,385.0,11023.95,3500.0,0.0,14923.57,17500.0,True,33018.64,-3795.6,5.86,25.57,2.0,8.1,150,184,0,184,463,12,,"Portfolio forecast WAPE was 35.78% against realized demand. Carried 69 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
5,Team 03,Engineering Challenger,2,1,0,0,0,200,246.03,46.03,46.03,0.1871,66,164.34,200,200,355,56.34,40.6,0.005,198,246.03,203,42,24,0,232,0.7518,33362.0,8769.6,11467.2,464.0,45.67,240.0,864.0,2500.0,110.0,10169.2,1000.0,0.0,69805.46,5000.0,False,24460.47,8901.53,64.43,68.23,2.0,5.38,5,0,432,200,216,24,,"Portfolio forecast WAPE was 18.71% against realized demand. Lost 42 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing."
5,Team 04,Low-Cost Volume,2,1,0,0,0,230,220.7,-9.3,98.94,0.4483,84,109.85,225,225,493,45.64,32.08,0.0426,215,220.7,169,61,23,275,127,0.6635,18565.05,6865.12,9374.73,1904.0,325.17,230.0,936.0,0.0,770.0,29604.16,7000.0,0.0,30521.16,35000.0,True,20405.02,-1839.97,11.83,25.3,1.67,7.09,229,31,321,225,214,34,,"Portfolio forecast WAPE was 44.83% against realized demand. Lost 61 sales units across the portfolio. Carried 23 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
5,Team 05,Community / Club,3,1,0,0,0,194,269.27,75.27,75.27,0.2795,75,128.39,212,212,303,69.97,33.12,0.0203,207,269.27,205,63,12,2,152,0.7288,26320.08,5762.88,9267.03,316.01,187.05,120.0,0.0,750.0,0.0,5187.9,0.0,0.0,60492.69,0.0,False,16402.97,9917.11,54.16,10.41,1.67,14.48,0,0,364,212,174,12,,Portfolio forecast WAPE was 27.95% against realized demand. Lost 63 sales units across the portfolio. Carried 12 backlog units into next round.
5,Team 06,Premium Quality,2,1,0,0,0,278,249.47,-28.53,37.67,0.151,22,168.16,236,236,423,55.79,42.05,0.005,234,249.47,226,0,22,111,378,0.9059,38004.48,12909.35,14812.92,1422.0,50.85,220.0,2232.0,4000.0,1100.0,35029.54,10000.0,0.0,74298.16,50000.0,True,36747.12,1257.36,45.27,86.73,2.0,6.1,103,0,614,236,307,0,,"Portfolio forecast WAPE was 15.10% against realized demand. Carried 22 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 01,Premium Quality,2,1,0,0,1,172,241.74,69.74,69.74,0.2885,71,187.66,176,176,335,52.54,49.21,0.005,174,241.74,184,57,14,0,84,0.7195,36197.71,8660.96,10930.69,168.0,41.4,140.0,936.0,3000.0,0.0,4133.64,0.0,0.0,85320.96,0.0,False,23877.05,12320.66,80.96,69.26,2.0,5.32,32,76,184,176,176,14,,"Portfolio forecast WAPE was 28.85% against realized demand. Lost 57 sales units across the portfolio. Carried 14 backlog units into next round. Generated $1,667.95 from retirement liquidation."
6,Team 02,Sponsorship Growth,3,1,0,0,0,394,309.02,-84.98,84.98,0.275,68,126.0,364,364,503,72.37,36.25,0.0412,348,309.02,308,0,68,128,588,0.8148,38808.0,16348.75,20407.88,1943.99,566.49,680.0,2088.0,1500.0,462.0,36281.4,3500.0,0.0,13234.46,21000.0,True,43997.11,-5189.11,4.82,20.86,2.0,8.13,88,0,952,364,451,69,,"Portfolio forecast WAPE was 27.50% against realized demand. Carried 68 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 03,Engineering Challenger,2,1,0,0,0,193,247.81,54.81,54.81,0.2212,80,164.03,193,193,367,52.59,41.5,0.005,191,247.81,191,57,23,0,255,0.7027,31329.0,8632.0,11300.0,510.0,42.98,230.0,864.0,2500.0,132.0,11482.5,1000.0,0.0,77923.48,6000.0,True,24210.98,7118.02,59.45,62.95,2.0,4.8,0,232,216,193,208,24,,"Portfolio forecast WAPE was 22.12% against realized demand. Lost 57 sales units across the portfolio. Carried 23 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 04,Low-Cost Volume,2,1,1,0,1,219,255.69,36.69,128.33,0.5019,111,110.05,214,214,506,42.29,32.79,0.0471,203,255.69,167,89,22,0,127,0.5992,31456.48,6656.37,9127.58,254.0,349.75,220.0,936.0,9000.0,924.0,10464.33,7000.0,0.0,41509.94,42000.0,True,27467.7,3988.78,13.44,9.99,1.67,6.88,275,127,214,214,203,23,,"Portfolio forecast WAPE was 50.19% against realized demand. Lost 89 sales units across the portfolio. Carried 22 backlog units into next round. Generated $13,078.33 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
6,Team 05,Community / Club,3,1,0,0,0,194,307.05,113.05,113.05,0.3682,112,127.91,212,212,303,69.97,33.85,0.0248,204,307.05,206,100,12,0,114,0.6457,26348.64,5889.9,9455.71,227.99,230.33,120.0,0.0,750.0,0.0,3858.9,0.0,0.0,70167.4,0.0,False,16673.93,9674.71,52.29,0.17,1.67,16.87,2,152,174,212,174,12,,Portfolio forecast WAPE was 36.82% against realized demand. Lost 100 sales units across the portfolio. Carried 12 backlog units into next round.
6,Team 06,Premium Quality,2,1,0,0,0,267,251.69,-15.31,51.83,0.2059,61,168.86,226,226,454,49.78,42.98,0.007,223,251.69,212,13,48,122,459,0.7746,35798.4,12636.12,14538.1,1650.0,65.38,480.0,2232.0,4000.0,1320.0,41819.38,10000.0,0.0,83174.96,60000.0,True,36921.6,-1123.2,40.37,85.28,2.0,5.48,111,378,307,226,294,22,,"Portfolio forecast WAPE was 20.59% against realized demand. Lost 13 sales units across the portfolio. Carried 48 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 01,Premium Quality,1,1,0,0,1,78,149.24,71.24,71.24,0.4774,84,209.52,80,80,348,22.99,50.28,0.005,79,149.24,79,84,0,0,180,0.484,16552.08,4022.4,5140.0,360.0,17.78,0.0,936.0,3000.0,0.0,9050.4,0.0,0.0,88396.86,0.0,False,13476.18,3075.9,93.32,55.14,2.0,0.0,0,84,176,80,80,14,,Portfolio forecast WAPE was 47.74% against realized demand. Lost 84 sales units across the portfolio.
7,Team 02,Sponsorship Growth,3,1,0,0,0,382,381.9,-0.1,36.6,0.0958,98,123.02,353,353,532,66.35,37.03,0.0371,338,381.9,350,22,76,116,698,0.778,43058.4,16219.14,20256.93,2091.99,584.37,760.0,2088.0,1500.0,539.0,40474.09,3500.0,0.0,15753.43,24500.0,True,44039.43,-981.03,17.14,15.16,2.0,10.91,128,588,463,353,438,68,,"Portfolio forecast WAPE was 9.58% against realized demand. Lost 22 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 03,Engineering Challenger,2,1,0,0,0,184,292.23,108.23,108.23,0.3704,132,164.77,184,184,379,48.55,42.4,0.005,182,292.23,182,110,22,0,71,0.5774,29988.0,8437.6,11016.05,142.0,40.95,220.0,864.0,2500.0,154.0,4060.4,1000.0,0.0,85536.88,7000.0,False,23374.6,6613.4,57.66,53.5,2.0,6.4,0,255,0,184,199,23,,"Portfolio forecast WAPE was 37.04% against realized demand. Lost 110 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing."
7,Team 04,Low-Cost Volume,1,0,0,1,1,86,208.39,122.39,122.39,0.5873,129,128.1,84,84,519,16.18,33.5,0.0533,79,208.39,79,120,9,0,246,0.3791,10119.9,2680.0,3749.76,492.0,189.56,90.0,936.0,0,1078.0,15591.0,7000.0,0.0,49414.52,49000.0,True,9215.32,904.58,44.31,0.0,1.67,0.0,0,127,203,84,80,0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen","Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 58.73% against realized demand. Lost 120 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
7,Team 05,Community / Club,3,1,0,0,0,191,371.63,180.63,180.63,0.486,271,127.77,208,114,303,37.62,34.58,0.0212,111,371.63,111,260,11,0,0,0.2893,14182.08,5913.18,5245.19,0.0,106.04,110.0,0.0,750.0,0.0,0.0,0.0,0.0,72225.07,0.0,False,12124.41,2057.67,26.29,0.0,1.67,22.27,0,114,0,114,171,12,,Portfolio forecast WAPE was 48.60% against realized demand. Lost 260 sales units across the portfolio. Carried 11 backlog units into next round.
7,Team 06,Premium Quality,2,1,0,0,0,257,301.61,44.61,44.61,0.1479,111,165.39,217,217,485,44.74,43.91,0.005,215,301.61,238,65,46,99,242,0.6808,39363.84,12382.62,14283.97,1078.0,53.55,460.0,2232.0,4000.0,1540.0,31989.96,10000.0,0.0,96508.66,70000.0,True,36030.14,3333.7,53.12,79.88,2.0,7.35,122,459,0,217,282,48,,"Portfolio forecast WAPE was 14.79% against realized demand. Lost 65 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 01,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,361,0.0,51.34,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13348.4,0.0,0.0,84460.86,0.0,False,3936.0,-3936.0,0.0,61.12,2.0,0.0,0,180,80,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
8,Team 02,Sponsorship Growth,3,1,0,0,0,382,443.98,61.98,61.98,0.1396,148,121.34,353,353,561,62.92,37.82,0.0371,338,443.98,371,72,76,83,345,0.7135,45017.28,16565.16,20667.91,1187.99,623.48,760.0,2088.0,1500.0,616.0,25246.55,3500.0,0.0,20262.17,28000.0,True,44008.54,1008.74,19.3,6.62,2.0,12.69,116,698,0,353,438,76,,"Portfolio forecast WAPE was 13.96% against realized demand. Lost 72 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 03,Engineering Challenger,2,1,0,0,0,184,338.48,154.48,154.48,0.4564,178,164.77,184,184,391,47.06,43.3,0.005,182,338.48,182,156,22,0,294,0.5049,29988.0,8616.7,11226.64,588.0,40.95,220.0,864.0,2500.0,176.0,13930.2,1000.0,0.0,92292.59,8000.0,True,24232.29,5755.71,55.51,40.37,2.0,7.43,0,71,407,184,199,22,,"Portfolio forecast WAPE was 45.64% against realized demand. Lost 156 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 04,Low-Cost Volume,1,1,0,0,0,86,225.58,139.58,139.58,0.6188,154,128.1,84,84,532,15.79,34.21,0.0433,80,225.58,80,145,9,0,242,0.341,10248.0,2736.8,3822.0,484.0,155.96,90.0,936.0,0.0,1232.0,16678.82,7000.0,0.0,57205.76,56000.0,True,9456.76,791.24,44.17,0.0,1.67,0.0,0,246,80,84,80,9,,"Portfolio forecast WAPE was 61.88% against realized demand. Lost 145 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round."
8,Team 05,Community / Club,3,1,0,0,0,191,436.61,245.61,245.61,0.5625,243,127.75,208,208,303,68.65,35.31,0.0212,203,436.61,203,232,11,0,137,0.4535,25932.48,6038.01,9647.79,274.01,193.89,110.0,0.0,750.0,0.0,4837.47,0.0,0.0,81143.85,0.0,False,17013.7,8918.78,49.52,0.0,1.67,26.18,0,0,345,208,171,11,,Portfolio forecast WAPE was 56.25% against realized demand. Lost 232 sales units across the portfolio. Carried 11 backlog units into next round.
8,Team 06,Premium Quality,2,1,0,0,0,257,352.36,95.36,95.36,0.2706,137,164.07,217,217,516,42.05,44.84,0.005,215,352.36,260,91,46,54,601,0.6527,42658.56,12644.88,14559.45,1526.0,58.5,460.0,2232.0,4000.0,1760.0,44993.29,10000.0,0.0,111926.39,80000.0,True,37240.83,5417.73,59.21,73.21,2.0,8.57,99,242,576,217,282,46,,"Portfolio forecast WAPE was 27.06% against realized demand. Lost 91 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round."
9,Team 01,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,374,0.0,52.41,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13626.6,0.0,0.0,80524.86,0.0,False,3936.0,-3936.0,0.0,67.1,2.0,0.0,0,260,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.
9,Team 02,Sponsorship Growth,3,1,0,0,0,382,456.87,74.87,74.87,0.1639,166,120.82,353,353,590,59.83,38.6,0.0425,337,456.87,365,90,76,55,881,0.685,44098.56,16906.8,21077.66,2091.99,703.84,760.0,2088.0,1500.0,693.0,44138.65,3500.0,0.0,22039.44,31500.0,True,45821.29,-1722.73,14.82,0.0,2.0,13.06,83,345,889,353,438,76,,"Portfolio forecast WAPE was 16.39% against realized demand. Lost 90 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round."
